sample,STAT1,CXCL9,SMAD3,IFNG,KLRB1,TGFBR1,CD3D,ITGAM,CD163,GZMA,CD68,NKG7,MS4A4A,GNLY,TGFB1,CD8A,IDO1,IL10,CD14,CD79A,CD3E,PRF1,CXCL10,CD4,CD8B,CD2,MS4A1,CD19
TCGA-D7-A6EV-01,6.0376,2.4623,5.4967,-2.5479,-0.1828,3.3759,2.4934,0.4761,2.9929,0.7579,8.3002,2.0946,2.3251,2.5511,5.9837,0.1124,0.3907,-1.0262,4.1069,2.7357,2.8219,-0.4325,2.3019,3.0038,0.1388,2.4571,-0.9971,-0.5973
TCGA-HC-7818-01,5.5811,1.2696,3.6928,-4.2934,0.2642,3.2034,1.7446,1.2209,3.7825,1.0573,4.8856,1.6512,2.036,-0.0277,3.4543,1.3623,1.8996,-2.114,5.2518,0.2522,2.3564,-0.0725,3.0411,3.1813,1.2394,1.1706,-1.8836,-1.6394
TCGA-L5-A8NT-01,6.5471,3.8954,4.773,-4.6082,0.8408,5.0018,3.0498,2.8502,4.1027,2.4225,6.4578,3.2328,3.7039,1.692,5.8924,2.2633,2.5338,0.8327,5.9746,3.9356,3.7857,1.3901,3.4504,4.8605,0.24,3.2389,3.4765,1.0079
TCGA-LH-A9QB-06,5.7277,1.0151,3.0961,-4.035,0.2522,3.9506,0.434,-0.2845,3.0498,1.6785,4.3349,2.9875,2.0076,0.9268,5.6574,-1.0262,-0.3566,-1.4305,3.9801,-2.0529,0.8726,1.0573,2.6418,2.2019,-1.8836,0.5859,-2.4659,-6.5064
TCGA-A8-A08H-01,6.5478,3.1781,4.0824,-3.1714,2.3508,4.4357,4.1392,4.506,9.4754,4.0055,9.872,5.0295,6.4285,3.9002,6.0657,2.9784,1.7053,2.872,8.4074,2.4332,4.232,2.9784,3.4291,6.9146,1.642,4.0127,1.9377,-0.394
TCGA-04-1648-01,5.3067,2.6464,1.9452,-4.6082,0.8488,3.4034,0.679,1.177,3.0199,1.9564,5.085,3.3952,1.4388,3.4726,5.0751,0.3573,5.6682,0.5859,6.1583,0.1903,2.6232,0.2154,3.3745,4.3068,-0.7346,1.5216,-6.5064,-1.3548
TCGA-CJ-4881-01,5.4582,3.7105,3.5706,-1.5522,3.1377,3.8798,4.6148,3.1507,5.717,4.9289,7.3865,4.9528,4.3786,3.8788,6.1601,3.907,3.5124,-0.3022,7.1996,4.1692,4.7608,2.8462,3.795,5.4053,2.5163,4.3249,-0.4325,-0.394
TCGA-3X-AAVA-01,7.5702,1.787,5.0601,-3.6259,1.1382,3.1765,3.3577,3.4477,3.7646,2.6624,6.2087,2.9911,2.4225,2.3898,6.4431,2.1541,0.2154,-3.0469,4.6537,3.7389,3.3435,1.1382,1.5854,3.4997,0.9343,2.6556,2.3479,1.642
TCGA-QR-A70C-01,3.3192,-2.1779,0.8647,-9.9658,0.3796,4.2181,-1.2142,-1.7809,2.6255,0.3346,2.5263,1.7912,1.5661,1.0293,4.3917,-1.9942,-0.2328,-3.0469,5.673,-2.3147,-1.0862,-0.7588,-2.9324,2.5288,-2.9324,-1.4699,-2.9324,-4.6082
TCGA-IG-A3YA-01,6.8373,5.1954,5.5681,-2.5479,1.3956,4.468,3.6872,3.7378,4.554,0.6699,6.8056,3.1556,3.7773,1.8683,6.3295,1.9712,4.0575,0.7321,6.1591,5.4954,5.051,1.3225,5.7331,5.4608,0.7233,3.9374,4.7093,2.118
TCGA-JL-A3YW-01,7.2997,6.1583,3.5349,0.1519,0.6608,4.1153,3.8788,3.9819,5.3906,3.3675,8.228,3.7028,4.0118,3.6669,6.0581,2.2783,4.0295,0.7832,6.7212,3.4224,4.1875,2.5413,6.4459,5.7052,1.2023,3.9365,0.8164,-0.1828
TCGA-KR-A7K8-01,5.6349,5.353,2.3953,-0.4521,1.1184,2.004,4.466,0.6608,5.3941,4.0019,6.1052,5.9716,3.9051,2.9802,4.5602,3.97,4.7581,-1.6394,8.2055,2.5363,4.5559,3.3966,5.1392,4.3611,3.4102,3.9571,-0.3201,-0.7346
TCGA-EJ-5497-01,5.6605,1.4652,3.836,-5.0116,1.9073,4.0679,2.2931,1.0642,3.0568,1.7912,4.6955,1.412,2.2813,0.9191,3.5899,2.3788,1.6187,-1.5105,3.6066,0.9268,3.2343,1.4174,3.4398,3.1939,1.7053,2.5137,-0.4521,-2.4659
TCGA-AN-A0XN-01,7.0478,3.5547,3.0074,-5.0116,0.7999,6.0794,2.6302,3.6939,5.4473,2.3366,8.2614,2.2421,3.7475,1.614,6.5186,1.8564,2.233,0.1124,6.7597,0.058,3.3061,0.8805,5.558,5.5832,0.2522,3.1637,-3.816,-4.6082
TCGA-A1-A0SK-01,5.7219,1.6875,5.7851,-9.9658,-3.6259,5.0505,0.6145,-0.394,2.5163,-0.5756,4.9955,-0.2328,1.4441,-1.3183,3.2236,0.5271,-1.2481,-0.3752,3.3731,0.8568,-0.4325,-2.0529,3.7992,1.9859,2.4063,-0.6193,-2.0529,-3.1714
TCGA-BP-4807-01,5.9179,2.9224,4.4483,-2.4659,2.0912,5.5173,2.2753,3.5237,6.8602,2.6962,8.7061,4.0926,5.4246,2.8994,5.9623,1.7912,4.281,2.6873,7.6812,0.5568,2.5852,2.8096,3.7846,5.8687,0.3685,2.694,-0.9132,-2.8262
TCGA-AO-A125-01,4.8022,-1.5105,3.6089,-9.9658,-2.0529,2.0183,-2.3147,1.9377,2.0912,-2.3884,4.4297,1.1833,0.3346,1.9638,4.3349,-1.9942,-1.685,-4.2934,4.2442,-3.458,-3.6259,-3.0469,0.9862,2.3926,-9.9658,-2.3147,-2.9324,-5.5735
TCGA-XF-A9T5-01,7.4128,6.1759,4.7005,1.2394,1.4859,1.934,5.0466,2.1574,4.9612,4.4243,7.0895,5.7939,3.4881,4.3958,4.6966,4.1716,7.0494,0.0854,7.2717,4.1828,4.7861,3.4318,5.8161,5.812,3.0411,4.6787,0.8568,1.2271
TCGA-ZB-A966-01,6.7143,6.888,3.7688,2.6232,1.5758,1.595,6.2073,3.8827,6.033,6.3153,7.136,7.3555,3.7006,5.9117,4.8495,6.2474,5.2821,0.4233,6.1749,2.0912,6.1936,4.5748,7.5721,4.957,5.5407,6.0317,-0.8863,-1.5522
TCGA-B8-A54G-01,8.0738,6.1305,4.067,3.0995,1.8643,4.2788,6.9439,4.3499,5.2157,7.7406,9.009,7.5474,5.4728,2.7889,5.4598,6.9335,4.2646,0.24,7.5408,0.1903,7.0546,5.0824,6.8139,6.8653,6.0624,6.7388,-2.0529,-0.4719
TCGA-13-0884-01,5.558,2.2931,2.5487,-3.3076,0.7407,1.4808,2.8562,-0.3022,2.8178,3.5249,3.9356,4.9644,0.2998,5.3442,3.4034,2.0289,3.9829,-3.0469,4.1261,-0.3022,4.0189,1.3167,4.7005,3.4635,1.3397,2.826,-2.5479,-1.8314
TCGA-06-0219-01,5.2925,-0.1031,2.0218,-5.5735,-1.9942,3.5572,0.9862,0.8488,3.5262,1.0847,6.3656,1.766,3.7083,3.6066,4.5699,-0.2671,0.9419,1.816,5.8455,-2.8262,-0.1504,-1.4305,6.0153,3.6972,-0.7346,-0.1993,-2.9324,-2.5479
TCGA-PE-A5DC-01,6.2304,3.2526,3.5111,-4.6082,0.24,2.3592,2.5061,0.8246,3.0463,2.1114,5.1631,2.5658,1.8484,3.0287,4.9514,1.9822,0.5955,-4.035,5.7304,0.2277,3.0252,0.3346,3.9031,3.1245,1.0779,2.5263,-1.0559,-0.2845
TCGA-AD-5900-01,6.4883,4.3653,4.0884,-1.5522,0.9343,3.0305,4.1474,2.0254,4.4634,3.7507,7.2802,4.4156,3.2174,5.5534,4.9089,3.3703,5.96,-2.0529,5.3438,3.9204,4.1294,3.3745,5.288,3.944,1.8119,3.3897,1.9149,0.3685
TCGA-E9-A3X8-01,4.5448,3.5035,1.5998,-1.5105,1.6466,1.4962,5.4715,0.6699,2.8701,4.7528,4.6933,5.8179,2.1509,4.6645,5.5874,2.8361,1.8524,-2.6349,5.4219,3.4102,4.2958,1.6187,3.7961,2.6371,3.3478,4.1203,-1.3548,-0.2159
TCGA-DH-5142-01,5.7066,0.346,3.3393,-3.458,-0.1031,5.3385,1.0503,3.8521,4.3392,3.9983,7.2326,3.6006,4.7693,6.888,4.6905,-0.1504,-0.3566,1.2696,8.0515,-1.3921,1.736,1.4388,2.2452,6.2065,-1.6394,0.7321,-3.458,-1.5105
TCGA-05-4244-01,6.2281,2.6738,3.6635,-1.7809,1.3397,3.5815,3.4277,4.5784,5.3893,2.6602,8.0249,2.9109,4.8719,8.9016,5.2589,2.0912,1.6045,-0.5973,5.7005,1.6187,3.3563,0.8327,3.7182,5.3456,1.3791,3.5608,-0.4719,-1.3183
TCGA-BH-A0AU-01,7.9698,6.6602,3.5287,-2.3884,1.1641,3.2856,3.4843,1.8918,4.3371,3.3105,6.8778,3.1749,2.6019,3.0791,5.6893,2.9618,3.0876,0.099,4.2412,3.8876,4.3695,1.2455,5.4575,4.9449,1.9034,4.0662,1.6045,-0.2328
TCGA-AK-3450-01,5.996,4.1335,3.4398,-2.0529,2.1541,4.4595,3.4061,1.5415,4.3278,3.9947,7.5174,4.4906,2.9893,3.7356,5.916,3.0145,6.8165,-2.114,5.2649,1.9302,3.7539,2.7657,4.9658,4.2165,3.9166,2.8522,-1.1811,-1.9942
TCGA-AX-A05Y-11,5.0492,0.7664,4.1161,-4.2934,2.2723,4.6972,2.5363,1.5366,2.9224,3.5073,4.2691,3.9709,2.5213,3.3307,5.554,2.1766,3.4143,-3.816,5.2676,1.4065,3.3535,2.3222,2.0535,3.2826,1.3511,2.8622,1.0503,-0.6643
TCGA-14-0787-01,5.5264,1.614,4.041,-2.8262,-3.6259,4.2526,1.0222,3.5136,6.4572,0.3231,6.7798,1.4962,4.0935,1.7786,5.9876,-0.7108,-0.013,-0.1828,7.4799,-0.8084,0.7058,1.5612,4.6972,5.2165,-1.5105,-0.0425,-4.6082,-3.816
TCGA-YU-A90S-01,7.9254,8.241,3.4622,2.1702,5.3395,4.0471,7.0931,4.8832,0.8246,6.1619,9.915,6.4097,3.0688,5.7013,6.2319,4.518,5.3775,0.8883,7.4336,5.2843,7.328,4.38,5.618,8.0224,3.5436,6.869,4.3335,2.1013
TCGA-E3-A3E0-01,6.9724,4.7872,4.2899,-1.9379,-0.1031,5.2743,3.2189,1.6093,3.695,2.9071,5.1879,3.0995,2.4306,2.7073,5.4572,3.2692,1.7489,-2.7274,5.5283,0.4552,3.402,1.412,3.6509,4.1636,1.3283,2.9729,-1.685,-0.9971
TCGA-OR-A5L9-01,0.3346,-2.3884,-1.3548,-9.9658,-0.2671,-0.3752,1.0503,-1.1811,2.6783,0.9716,1.9895,3.1426,1.0711,0.8164,0.6699,-1.5951,0.8805,-3.816,4.7893,-1.2828,0.3907,-1.5105,-1.9942,1.5998,-1.685,-0.4325,-4.6082,-2.3147
TCGA-BQ-5890-01,5.4148,1.4174,3.2343,-4.2934,0.8883,3.3134,2.0289,1.7446,3.4945,1.949,7.8897,3.4517,1.7995,2.8819,3.3478,1.2147,2.6895,-3.816,6.1843,-1.7322,2.4063,0.8327,2.3164,3.9847,0.099,1.1382,-5.0116,-3.816
TCGA-S9-A6U2-01,5.1396,-2.114,3.9185,-9.9658,-5.0116,4.4162,-1.1488,2.3019,1.7229,-1.2142,5.7782,-0.5756,1.9564,0.1124,4.5173,-1.1172,-9.9658,-1.685,4.9098,-2.3884,-1.0862,-1.1488,-1.1488,4.3002,-1.5951,-1.6394,-2.9324,-1.9379
TCGA-L5-A8NW-01,7.6712,5.4871,5.7576,-2.114,0.5859,5.2536,3.1278,1.4962,4.3992,2.3193,6.6955,3.1475,4.0225,3.836,5.4118,2.5852,3.7453,-0.3022,4.8002,2.578,3.9654,1.4065,3.3591,4.284,1.2696,3.3938,-0.013,-0.5756
TCGA-IA-A83T-01,5.4545,-0.0425,3.7335,-4.2934,2.128,3.5498,3.6077,4.0375,7.7226,3.7909,9.5741,4.4115,6.3393,1.674,5.7822,2.7095,-1.8314,0.9935,8.3365,1.4756,4.5167,2.2452,1.3567,6.5949,1.9111,2.7993,-3.0469,-0.0725
TCGA-DX-A1KU-01,5.6005,3.0305,2.77,-5.0116,2.0707,5.6203,2.7073,3.5009,7.8834,6.2608,7.8639,3.7603,6.2005,2.7993,5.4951,3.0927,2.2175,0.8408,7.6534,-1.2481,3.4048,2.7679,4.6921,5.5503,2.1574,2.6185,-2.9324,-1.5522
TCGA-GC-A3RB-01,6.6945,1.9638,4.8595,-2.8262,-2.2447,3.3235,1.5709,-0.1345,3.483,1.5854,5.8515,1.8036,2.081,2.2513,4.588,0.4447,0.4657,-2.3884,4.6497,0.5859,1.6604,0.3346,3.1245,2.753,-0.0425,0.8408,-5.5735,-1.6394
TCGA-S6-A8JW-01,7.0434,5.9088,4.2472,0.605,1.9895,5.4159,4.5398,1.4911,5.7005,4.3442,6.8478,5.6197,4.468,3.7006,4.9265,4.0943,3.1523,1.5806,5.5705,4.1061,4.4848,3.773,5.4829,4.7856,3.2856,4.3958,2.2633,2.2482
TCGA-CC-A7IE-01,6.6118,4.0833,1.3109,-1.5105,0.3796,0.6332,4.2586,-0.4325,2.6418,2.6895,6.6544,4.2714,1.46,2.4306,3.8973,2.4753,1.1833,-1.9379,6.0079,2.4306,3.5875,2.0183,3.6359,3.5262,1.4859,2.9618,1.7532,0.5763
TCGA-SU-A7E7-01,6.4736,3.7335,4.2818,-0.8084,1.0983,3.6125,3.2959,1.4808,2.5413,2.2175,4.7772,3.0074,2.6043,1.334,4.431,2.5658,4.5211,0.0014,4.6142,2.2113,3.4088,1.674,5.3165,3.4868,1.5165,2.8341,1.9073,-0.2159
TCGA-12-0618-01,5.3572,-1.6394,1.5415,-9.9658,-3.816,5.3126,-2.5479,1.614,5.0113,-2.7274,6.332,-0.3383,3.7313,2.8819,4.4243,2.0569,-4.035,-1.7809,5.7973,-0.8599,-1.5105,-0.9971,1.9034,4.0144,-2.6349,-1.7809,-3.6259,-3.6259
TCGA-DD-AACJ-01,3.1685,-2.1779,2.128,-9.9658,-2.9324,1.3791,-0.0574,2.2543,1.9786,-0.4325,4.706,1.2271,1.2394,-0.5125,1.5998,-2.4659,1.0573,-5.5735,7.7309,-5.0116,-1.2142,-1.1172,-0.7588,1.7489,-3.458,-1.2828,-6.5064,-9.9658
TCGA-FR-A3YN-06,8.2158,5.3111,3.1572,-0.4131,-0.1828,4.2541,3.5486,1.8242,4.2312,3.5187,6.9177,4.9069,3.4318,0.4016,2.9148,4.2001,4.9519,-0.7346,5.703,3.1507,4.4277,2.9581,4.9098,4.3349,3.6646,3.6816,0.7407,-0.394
TCGA-L9-A8F4-01,6.4196,6.3514,3.0463,1.4174,2.409,2.7292,5.0202,3.6417,5.17,4.4149,7.484,5.2192,3.8993,2.3423,5.0427,4.0627,3.8886,-0.6416,6.1073,6.4234,5.392,2.8055,5.1772,5.3837,2.7742,5.0709,4.0532,2.9765
TCGA-G7-6795-01,4.4047,-0.4131,3.8511,-9.9658,-0.1345,2.2391,1.674,0.9419,2.1702,1.1897,5.9279,4.3356,1.2455,1.9452,4.5009,1.4859,-1.685,-3.1714,3.3731,-2.3147,2.3164,1.3283,-0.7588,3.0893,1.0642,1.196,-4.6082,-6.5064
TCGA-H5-A2HR-01,4.4357,-2.1779,0.8961,-4.6082,-1.0559,0.8961,2.6441,-0.3752,4.4641,2.0254,4.9199,4.1828,0.8726,3.4933,3.0791,0.058,1.3283,-3.1714,6.3516,-2.114,0.9419,-0.5543,3.1426,2.3536,0.7233,1.2455,-9.9658,-0.4719
TCGA-B0-4811-01,4.0153,3.4868,3.38,-1.5522,0.9419,1.9452,2.8462,0.3115,3.2389,3.3163,5.5201,4.9055,2.0076,4.5002,5.2407,1.2455,3.5827,-2.9324,4.8812,0.1776,3.1701,1.4652,3.8136,3.3492,0.8488,2.791,-0.8339,-1.8836
TCGA-BA-4075-01,5.9196,-2.4659,4.5589,-9.9658,-3.3076,4.0662,0.4552,-0.394,2.7931,0.2522,5.911,0.6608,3.0876,4.6317,5.0081,-2.3884,-0.8339,0.03,5.4263,-2.4659,-0.394,-0.1504,2.8858,1.5806,-3.816,-0.2328,-9.9658,-9.9658
TCGA-27-2524-01,4.3639,-1.8314,2.6208,-9.9658,-2.3147,3.8808,0.3573,1.7912,6.5958,0.9568,6.8027,1.8404,4.573,1.1641,5.6471,0.3231,-0.394,0.547,8.2019,-2.5479,-0.4719,1.8564,3.5803,4.7394,-0.8863,-0.4719,-9.9658,-1.9379
TCGA-E9-A1NA-11,5.9081,0.5271,4.3807,-4.2934,1.125,4.2654,2.5112,3.2282,7.2823,2.0218,7.5963,3.8964,4.9842,3.4752,4.6077,2.872,0.7321,1.1117,7.5816,2.6805,3.3979,3.011,1.0293,5.2657,1.9226,2.9375,-0.9406,-3.0469
TCGA-GM-A2DB-01,5.2847,4.5693,2.4908,-2.3147,0.9716,2.2175,4.0627,0.5069,3.9626,2.9857,4.9084,3.871,2.236,3.9002,3.345,2.1638,7.2982,-1.8836,3.1955,4.4509,4.0748,0.7832,6.6836,3.2018,1.334,2.6019,4.1236,1.5661
TCGA-VN-A88N-01,4.5614,2.4412,2.8955,-3.458,-0.1828,3.3814,1.7141,-1.0262,1.2875,1.2147,2.8622,1.4011,1.2023,0.5069,3.4318,1.4335,1.2394,-5.5735,3.0305,-0.9406,2.0912,-0.3022,2.7357,1.334,0.3796,1.7403,-4.035,-3.458
TCGA-RD-A8N0-01,6.1179,4.7725,4.0824,-1.0262,3.9147,3.9571,5.1429,1.5661,3.1829,4.3709,5.6381,5.5946,2.3337,3.245,4.9878,4.2862,3.0995,-1.2481,4.8274,7.8019,5.5119,2.0465,3.8581,4.3702,2.9338,4.7981,6.9381,3.8954
TCGA-TQ-A7RH-01,4.3681,-3.6259,3.0859,-3.458,-2.6349,3.832,-1.3548,3.6612,3.7635,-0.3201,7.1455,2.3898,4.5632,-0.0574,5.2476,-1.1811,-9.9658,-0.4131,6.7677,-2.6349,-0.6416,-1.3548,0.5271,5.054,-0.9132,-1.2481,-4.2934,-3.6259
TCGA-B8-5550-01,7.0803,5.1704,4.096,-3.458,2.236,4.9379,3.4817,3.1588,5.7944,3.7867,8.2157,4.447,4.7767,2.872,6.1615,3.705,3.7017,-0.7588,7.2209,-0.394,4.2017,2.9784,4.7307,5.7211,2.328,3.5645,-1.6394,-3.0469
TCGA-N8-A4PL-01,5.1993,-3.6259,3.2973,-9.9658,-5.0116,4.0383,-0.1345,0.058,3.5224,-2.3884,4.0575,0.2762,0.4552,-1.1488,5.7626,-0.9971,-2.0529,-1.7322,4.3765,0.3907,-2.8262,-2.3147,2.3337,1.3679,-1.7322,-3.458,-6.5064,-4.6082
TCGA-4R-AA8I-01,5.8118,2.128,3.3032,-3.6259,0.7579,2.8974,1.2147,0.547,3.2662,1.9675,5.6488,2.9765,2.7249,1.5563,2.6783,-0.1187,3.9865,-1.5951,7.9193,-1.3921,1.3109,1.5709,5.3671,3.3787,-2.114,0.9343,-5.0116,-2.2447
TCGA-VF-A8A8-01,3.6254,1.177,2.0004,-2.114,0.5763,3.2112,2.1114,-0.3022,3.5923,1.2333,4.1756,3.863,1.7097,1.0642,3.3017,-0.2498,1.5709,-2.0529,4.0969,-0.1504,1.3454,1.7828,2.3366,2.6873,0.24,0.7748,-2.3884,1.5563
TCGA-E9-A244-01,5.6008,3.4596,2.6043,-3.6259,-0.0877,4.773,2.2144,1.1512,3.8461,1.9968,5.2732,2.376,2.3106,0.517,3.8818,2.1013,1.8404,-2.2447,4.3111,2.1313,2.874,-0.3022,4.5423,3.0995,2.3816,2.4883,1.4704,-1.1811
TCGA-CG-4442-01,5.5898,4.5398,5.1656,0.4967,-1.0862,3.944,1.2576,0.4125,3.2511,2.5585,6.758,2.9013,2.7931,3.551,5.0743,0.6517,2.4753,-0.1031,4.0304,0.9642,1.9188,1.3051,5.407,2.8361,-0.7346,2.7551,-2.2447,-2.9324
TCGA-S7-A7X0-01,5.0828,-1.3548,2.5996,-9.9658,-2.7274,4.2892,-1.3921,1.7702,5.022,-1.8836,5.8927,0.547,4.2119,0.7999,6.2546,-1.3183,3.2282,2.4171,6.9142,-1.1811,-1.0862,-0.4131,0.058,3.9194,-2.9324,-3.816,-2.4659,-3.458
TCGA-A8-A0AB-01,4.7861,-0.1187,5.1835,-9.9658,-1.2481,4.8846,-0.2845,2.6984,2.4623,0.0014,5.8179,-0.8599,1.5366,-1.3183,3.8541,-0.6193,-2.4659,-1.8836,3.8964,-0.6416,0.2522,-1.6394,0.1648,2.7572,-1.4699,-0.1345,-5.0116,-6.5064
TCGA-55-7726-01,6.788,3.9617,4.6474,-0.9686,-0.8084,4.7104,2.9394,2.3898,4.7539,2.2513,6.6861,2.8955,3.695,1.9601,5.1219,1.6327,2.8442,0.4016,5.131,3.871,2.5163,0.099,4.8074,5.4053,-0.8863,2.4252,-0.7346,-1.0559
TCGA-2E-A9G8-01,7.0609,2.7292,1.7185,-0.8599,0.1648,1.8643,3.027,-0.0877,3.5009,2.8819,4.2289,3.3689,0.9789,2.8799,3.0876,1.7575,4.298,-2.3147,4.1571,3.2065,2.6556,1.1833,6.8318,2.9637,0.0854,2.5388,-2.1779,1.0293
TCGA-A2-A3XV-01,3.492,0.4865,1.3225,-4.2934,-1.5522,3.8441,2.8701,-0.7834,3.2127,1.1184,4.9723,2.7029,2.1247,0.6517,3.9242,-1.2828,-1.2481,-4.2934,4.6381,-1.9379,1.1512,-0.9686,1.642,1.9073,-2.1779,1.2455,-3.6259,-5.0116
TCGA-ER-A19B-06,6.692,1.6875,4.225,-3.6259,-1.5105,4.0436,0.8327,1.2455,3.5387,2.5437,6.2483,3.345,2.1606,3.4907,4.0153,1.7229,-0.9132,-3.816,4.9851,-0.6873,1.7403,0.9115,0.9268,3.0038,1.6234,0.7321,-9.9658,-3.3076
TCGA-A6-5666-01,5.051,1.9034,3.2587,-9.9658,-2.3884,3.2389,-0.3201,-1.2142,1.8957,0.044,5.138,-0.1031,0.4016,-1.7322,1.949,-1.2142,0.1776,-4.2934,3.2435,-1.9942,-0.5332,0.8082,2.6278,0.9935,-1.0262,-1.2481,-3.816,-9.9658
TCGA-08-0386-01,5.9033,-2.4659,3.5149,-9.9658,-5.0116,4.0575,-1.5105,2.9544,5.76,-1.7809,6.5107,1.0433,3.6555,1.7316,5.5379,-3.1714,-1.3183,-1.3921,6.1113,-2.5479,-2.3884,-0.1504,0.346,4.3191,-5.0116,-1.8836,-9.9658,-1.2481
TCGA-BP-5194-01,5.922,4.6514,4.2751,-3.816,2.6185,4.0304,3.29,2.1606,4.9435,4.245,8.4172,4.8294,3.8431,3.2781,5.3678,2.9802,3.6207,-0.2671,5.7474,2.2603,3.8739,3.9147,4.5528,5.4503,1.5854,3.5875,-0.4131,-2.1779
TCGA-CN-4735-01,8.1742,7.3037,5.3067,1.1382,1.412,4.2736,4.0019,4.6445,4.3688,4.6112,7.351,4.7688,3.2647,5.8585,5.5784,2.8055,5.4165,0.517,6.2849,4.4926,4.1571,2.9929,6.0544,5.7309,5.3615,4.0558,1.0642,0.2762
TCGA-KK-A8IC-01,5.5656,1.8078,3.991,-3.458,0.9343,3.3717,2.5996,1.105,4.0994,1.3956,4.8274,1.5316,3.0619,1.9034,5.2072,1.683,1.8683,-1.0862,4.1111,1.2271,2.9562,0.679,3.2112,3.345,1.3167,2.4908,-0.6643,-0.9971
TCGA-G9-6356-01,5.8035,3.7614,3.6872,-2.3884,1.0503,3.6703,3.2526,0.7321,2.5948,2.5213,5.3484,3.2677,2.5313,3.2481,4.1294,3.1733,3.5098,-2.5479,4.7592,0.434,3.927,1.6234,4.4542,3.4251,2.3816,3.1749,-2.5479,-3.458
TCGA-49-4512-01,4.5361,1.8484,3.0428,-9.9658,-0.1828,3.0145,2.3451,3.1637,4.423,1.7185,7.047,1.2333,3.6635,1.4065,5.3173,-0.0725,6.439,-1.0262,5.9009,4.2773,2.9148,-0.2498,2.036,5.4858,-1.1172,2.3953,2.1862,0.7146
TCGA-OR-A5JO-01,4.9065,3.3163,4.1859,-5.5735,3.5754,3.0842,3.5399,2.9071,6.2407,5.0237,7.647,6.2627,5.6496,4.656,4.6428,2.685,3.9783,1.2209,8.9845,1.0573,3.9251,3.8581,2.7357,5.4973,1.7532,3.1604,-0.7346,1.9188
TCGA-FU-A5XV-01,7.3114,3.833,5.0892,-0.1345,1.1447,4.3889,3.1393,0.0014,2.296,3.4984,6.5859,3.0774,1.1184,3.9746,6.7797,2.4908,2.8994,0.0854,4.63,2.5948,3.0585,1.9638,4.3009,3.0181,0.6969,2.7465,0.1519,-0.6193
TCGA-DD-A3A8-11,3.7389,0.4233,1.8683,-9.9658,0.9038,0.5568,0.7999,-0.3022,4.1145,1.3454,5.4512,3.6054,1.6604,2.233,3.1228,0.0854,-3.1714,-4.2934,8.736,0.2029,1.9452,2.3019,0.9419,4.6759,-0.7834,-0.2671,-4.2934,-3.3076
TCGA-DB-A75M-01,4.1628,-3.3076,4.3758,-9.9658,-4.035,2.9224,-1.8314,3.0568,2.8502,-1.4699,7.1832,-0.5756,3.0163,-0.6643,5.3151,-2.7274,-5.5735,-1.8836,6.1893,-2.3884,-0.6416,-2.4659,-2.2447,4.706,-1.5105,-1.5951,-4.035,-1.3548
TCGA-DM-A1D7-01,4.7903,1.6875,2.9655,-4.2934,1.2394,2.9262,3.1442,-0.8599,1.3901,1.9264,5.6059,1.8918,0.2277,2.5511,3.2511,0.5069,1.9712,-4.2934,3.3787,1.8524,2.496,0.4865,2.5658,2.3816,-1.1172,2.1606,-2.9324,-2.114
TCGA-AN-A04A-01,5.9324,2.6302,2.6161,-5.5735,0.7233,4.4463,2.1313,0.8408,4.2533,2.0844,6.0824,1.816,2.8361,0.7579,5.0131,1.1897,1.0007,-1.3183,5.2586,1.1577,2.8562,0.03,3.7752,3.2929,0.7407,2.3564,-2.8262,-3.0469
TCGA-HT-8012-01,4.4964,-3.6259,2.9507,-9.9658,-3.816,3.8739,-3.816,1.0779,3.1442,-2.7274,5.8834,-0.7346,3.0481,-1.2828,4.0462,-2.8262,-5.5735,-1.1811,5.2736,-1.5951,-1.8836,-2.2447,-3.816,4.174,-0.3752,-2.5479,-5.5735,-1.8836
TCGA-56-8623-11,6.0854,4.0269,3.8847,-0.6416,3.0145,3.3293,4.4397,5.0175,6.9276,5.2468,9.3885,6.7389,5.8555,7.3429,5.954,3.6972,4.5904,-0.013,7.0353,4.5423,4.8258,5.6468,4.2958,6.4385,2.651,4.3583,2.9338,0.8488
TCGA-DX-A1L2-01,5.6916,4.6323,5.9739,-9.9658,2.4412,5.5097,1.7702,4.3046,7.8514,2.4908,9.3595,3.9346,7.3434,0.8647,5.8233,0.9862,6.8123,3.0428,9.1622,-1.2481,1.8957,2.0638,5.174,6.5373,3.002,1.6093,-5.0116,-3.3076
TCGA-EX-A8YF-01,7.5041,4.9393,3.0074,0.099,2.8055,2.7615,4.773,1.5758,4.3604,5.0905,6.1229,5.3392,2.6114,3.1442,3.4881,4.951,8.9424,-2.0529,4.7209,5.5364,5.2491,4.0436,5.1136,4.222,3.4596,4.225,1.3567,1.2085
TCGA-AB-2843-03,6.6069,-2.6349,5.4333,-1.3548,2.8076,4.4176,5.1502,5.6194,3.0358,4.1474,7.4199,7.4439,3.6635,6.2056,7.5365,2.9839,-1.9942,-0.2159,4.2472,6.1765,5.3737,5.4732,1.1117,7.2718,1.8918,4.0313,4.1523,3.1797
TCGA-TS-A7OU-01,6.1283,1.9264,3.0181,-1.5522,1.4335,3.2856,3.3689,3.1971,7.4197,4.2243,7.4796,4.927,5.4286,5.5847,5.0618,2.2421,1.177,1.6374,8.8044,-0.8339,3.5633,2.4883,5.1815,5.9775,1.3454,3.2389,-3.1714,-1.8836
