source,target,weight,resources,references,sign_decision
TBX21,NELFCD,1.0,TRRUST,21930963,default activation
TBX21,PTGDR2,-1.0,TRRUST,14500650,PMID
TBX5,CDKN2A,1.0,SIGNOR;TRRUST,20802524,PMID
TBX5,ITGA9,1.0,TRRUST,23139255,default activation
TBX5,MYH6,1.0,GEREDB;TRRUST,15735645,default activation
TCF3,AICDA,1.0,GEREDB;TRRUST,16785535;18203819,PMID
TCF3,BBC3,-1.0,SIGNOR;TRRUST,23684607,PMID
TCF3,CDK6,-1.0,TRRUST,21788410,PMID
TCF3,IL5RA,1.0,TRRUST,19231596,default activation
MYC,TCF3,1.0,GEREDB,19881537,PMID
TCF3,MYC,1.0,NTNU.Curated;TRRUST,21788410;22384858;22564737,PMID
TCF3,RAG1,1.0,Pavlidis2021;TRRUST,1714414;21655267,PMID
TCF4,ABCB1,1.0,SIGNOR;TRRUST,20459685,PMID
TCF4,BCL2,1.0,TRRUST,23671559,default activation
TCF4,BIRC5,1.0,TRRUST,19131553;19662654;19778454,default activation
TCF4,CCND1,1.0,SIGNOR;TRRUST,19662654;19778454;20459685,PMID
TCF4,CD44,1.0,TRRUST,16311123,default activation
TCF4,CLEC4C,1.0,TRRUST,20483924,PMID
TCF4,CNTNAP2,1.0,SIGNOR;TRRUST,22777675,PMID
TCF4,DEFA5,1.0,TRRUST,19221600,default activation
TCF4,DEFA6,1.0,TRRUST,19221600,default activation
TCF4,FST,1.0,TRRUST,24667650,default activation
TCF4,HECA,-1.0,TRRUST,22100912,PMID
TCF4,JUN,1.0,TRRUST,19671687,default activation
TCF4,KLF4,1.0,TRRUST,18977346,default activation
TCF4,LGR5,1.0,TRRUST,21436631,default activation
TCF4,MITF,-1.0,GEREDB;Pavlidis2021;TRRUST,11382753;21519923,PMID
TCF4,NOTUM,1.0,TRRUST,18429952,PMID
TCF4,NRXN1,1.0,SIGNOR;TRRUST,22777675,PMID
TCF4,PLD1,1.0,TRRUST,20442281,PMID
TCF4,PTEN,-1.0,TRRUST,21132538,PMID
TCF4,SKP2,1.0,TRRUST,19174556,default activation
TCF4,VCAN,1.0,TRRUST,19269971,default activation
TCF4,VEGFA,1.0,NTNU.Curated;TRRUST,15940626;18952601,PMID
TCF4,VIM,1.0,GEREDB;TRRUST,12750294,PMID
TCF4,WNT4,1.0,TRRUST,21436631,default activation
TCF7,SNAI2,1.0,TRRUST,20128911,regulon
TCF7L2,ABCB1,1.0,NTNU.Curated;Pavlidis2021;TFactS;TRRUST,10987283;12154096;15592430;20459685,PMID
TCF7L2,BIRC5,1.0,NTNU.Curated;TRRUST,12885482;20331626,PMID
TCF7L2,CTNNB1,1.0,NTNU.Curated;TFactS;TRRUST,14706452;19347947;24214913;24317174,PMID
TCF7L2,HECA,-1.0,TRRUST,22100912,PMID
TCF7L2,WWC1,1.0,TRRUST,24072042,regulon
TCF7L2,PTGS2,1.0,NTNU.Curated;TRRUST,11396184;12566320,PMID
TCF7L2,SNAI2,1.0,NTNU.Curated;TRRUST,19443654;20128911,regulon
TCF7L2,STARD7,1.0,Pavlidis2021;TRRUST,19679347;21622533,PMID
STAT3,TCF7L2,1.0,Pavlidis2021,23295773,regulon
TCF7L2,STAT3,1.0,NTNU.Curated;Pavlidis2021;TFactS;TRRUST,18602747,PMID
TEAD1,ATP6V0A2,1.0,TRRUST,15878913,PMID
TEAD1,PAX3,1.0,TRRUST,21687713,regulon
TEAD1,SRF,1.0,TRRUST,24344135,regulon
TEF,DBP,1.0,TRRUST,8617210,default activation
TEF,NPPB,1.0,SIGNOR;TRRUST,15837525,default activation
TFAP2A,ADRA1A,1.0,TRRUST,10520459,default activation
TFAP2A,ADRA2B,1.0,TRRUST,15037199,default activation
TFAP2A,CCNB1,1.0,TRRUST,7739559,default activation
TFAP2A,CFTR,1.0,TRRUST,10652362,default activation
TFAP2A,CGA,1.0,NTNU.Curated;TRRUST,10648798;11014230,PMID
TFAP2A,COL1A1,1.0,TRRUST,10775443,default activation
TFAP2A,CRABP2,1.0,GEREDB;SIGNOR;TRRUST,17187826,PMID
TFAP2A,CRX,1.0,TRRUST,12408971,default activation
TFAP2A,DCBLD2,1.0,TRRUST,20525283;22468095,PMID
TFAP2A,GALNT3,1.0,TRRUST,10626815,default activation
TFAP2A,GAST,1.0,TRRUST,2566164,default activation
TFAP2A,GPX4,1.0,TRRUST,10428483,default activation
TFAP2A,GUSB,1.0,TRRUST,15526106,default activation
TFAP2A,HIP1,1.0,TRRUST,11517213,default activation
TFAP2A,HTT,1.0,TRRUST,11483245,default activation
TFAP2A,IMPDH2,1.0,TRRUST,7896827,default activation
TFAP2A,KRT5,1.0,TRRUST,12024040,PMID
TFAP2A,L1CAM,1.0,TRRUST,12077189,default activation
TFAP2A,POLD2,1.0,TRRUST,10978529,default activation
TFAP2A,PRKCA,1.0,TRRUST,12269829,PMID
TFAP2A,PTGS2,1.0,GEREDB;TRRUST,16423197,PMID
TFAP2A,SNAP91,1.0,TRRUST,14532018,default activation
TFAP2A,SPRY2,1.0,TRRUST,14644509,default activation
TFAP2A,SULT1E1,1.0,SIGNOR;TRRUST,17187826,PMID
TFAP2A,TIMP2,1.0,TRRUST,8810321,default activation
TFAP2B,DRD1,1.0,TRRUST,10640692,default activation
TFAP2C,CRABP2,1.0,GEREDB;SIGNOR;TRRUST,17187826;8660922,PMID
TFAP2C,MMP2,1.0,TRRUST,19853299,default activation
TFAP2C,SULT1E1,1.0,SIGNOR;TRRUST,17187826,PMID
TFAP4,CLCN5,1.0,TRRUST,15086899,default activation
TFAP4,MUC4,1.0,TRRUST,11418607,default activation
TFCP2,A2M,1.0,TRRUST,10455131,default activation
TFCP2,FGA,1.0,TRRUST,10455131,default activation
TFCP2,GSK3B,1.0,TRRUST,16973241,default activation
TFCP2,SPP1,1.0,GEREDB;TRRUST,20404171;21703197,PMID
TFCP2,WT1,1.0,TRRUST,10455131,default activation
TFDP1,CAV1,1.0,TRRUST,10684646,regulon
TFDP1,CDK1,1.0,SIGNOR;TRRUST,14618416,PMID
TFDP1,RRM1,1.0,SIGNOR;TRRUST,14618416,PMID
TP53,TFDP1,1.0,GEREDB,9556576,default activation
TFDP1,TP53,-1.0,TRRUST,8557038,PMID
TFDP1,TYMS,1.0,SIGNOR;TRRUST,14618416,PMID
TFDP3,E2F1,-1.0,GOA;TRRUST,17062573;23212661,PMID
TFDP3,MAP1LC3B,1.0,TRRUST,22482402,PMID
TFEB,TYR,1.0,GEREDB;TRRUST,10707962,PMID
TFEB,TYRP1,1.0,TRRUST,10707962,regulon
TGIF1,SERPINE1,-1.0,TRRUST,19524896,PMID
THRA,SERPINC1,-1.0,TRRUST,8910619,PMID
TLE3,RUNX1,-1.0,TRRUST,19403666,PMID
TLX1,NR4A3,1.0,TRRUST,15384172,PMID
TOB1,IL2,-1.0,TRRUST,11694881,PMID
TP53,ALKBH2,1.0,TRRUST,20661249,default activation
TP53,ANTXR1,1.0,TRRUST,11711532,default activation
TP53,APCS,1.0,TFactS;TRRUST,15378026,PMID
TP53,ADGRB1,1.0,GEREDB;TRRUST,10945020;11875720;20351806,default activation
TP53,CABLES1,1.0,TRRUST,11706030,default activation
TP53,E2F3,-1.0,TRRUST,20428827,PMID
TP53,E2F7,1.0,TRRUST,22802528,PMID
TP53,FGF2,-1.0,GEREDB;SIGNOR;TRRUST,10029407;8090761,PMID
TP53,FOXM1,-1.0,GEREDB;TRRUST,19749794;19806025;21518729,PMID
FOXM1,TP53,-1.0,GEREDB,18408007,PMID
TP53,FUS,1.0,TRRUST,12364590,default activation
TP53,GLI2,1.0,TRRUST,18813803,default activation
TP53,GML,1.0,TFactS;TRRUST,10717525,PMID
TP53,IPO7,-1.0,TRRUST,22284678,PMID
TP53,PLK3,1.0,DoRothEA-A;TRRUST,16581545;21394211,default activation
TP53,PTPA,-1.0,GEREDB;TFactS;TRRUST,10787423,PMID
TP53,PRG3,1.0,TRRUST,12135761,default activation
TP53,RAD51B,1.0,GEREDB;TRRUST,9878257,default activation
TP53,REEP5,-1.0,TRRUST,8557038,PMID
TP53,SMAD3,1.0,TRRUST,21900401,default activation
TP53,SSTR2,-1.0,TRRUST,14695784,PMID
TP53,TBXAS1,-1.0,SIGNOR;TFactS;TRRUST,14586398,PMID
TP53,TCF7L2,-1.0,TRRUST,14990988,PMID
TP53,TP53I3,1.0,NTNU.Curated;TFactS;TRRUST,10101800;10321740;12851404;14695213;15192123,PMID
TP53,BLTP3A,1.0,TRRUST,18220474,PMID
TP53BP1,BRCA1,1.0,TRRUST,15970701;21914189,PMID
TP63,DDB2,1.0,TRRUST,17984111,default activation
TP63,EVPL,1.0,TRRUST,15988020,default activation
TP63,SMARCD3,1.0,TRRUST,15988020,default activation
TP63,TCF4,1.0,TRRUST,22232078,PMID
TP63,XPC,1.0,TRRUST,17984111,default activation
TP73,CABLES1,1.0,TRRUST,11706030,default activation
TRERF1,CCR7,1.0,TRRUST,17006331,default activation
TRERF1,CD40,-1.0,TRRUST,18652845,PMID
TRERF1,CD80,-1.0,TRRUST,18652845,PMID
TRERF1,CD86,-1.0,TRRUST,18652845,PMID
TRERF1,LILRB1,-1.0,TRRUST,18652845,PMID
TRERF1,LILRB2,-1.0,TRRUST,18652845,PMID
TRERF1,LILRB4,-1.0,TRRUST,18652845,PMID
TRIB3,SMAD3,1.0,TRRUST,21896644,default activation
TRIM22,NFKB1,1.0,TRRUST,21651891,default activation
TRIM22,RELA,1.0,TRRUST,21651891,default activation
TRIM25,RIGI,1.0,TRRUST,21292167,default activation
TRIM28,E2F3,-1.0,TRRUST,23060449,PMID
TRIM28,E2F4,-1.0,TRRUST,23060449,PMID
TRIM28,ID1,1.0,TRRUST,21876767,default activation
TRIM28,ZNF274,1.0,TRRUST,21170338,default activation
TRRAP,CCND2,1.0,TRRUST,11511535,PMID
TRRAP,MITF,-1.0,TRRUST,15581068,PMID
TSG101,CEP55,-1.0,TRRUST,18948538,regulon
TSG101,EGFR,-1.0,TRRUST,19154774,PMID
TSG101,REG4,-1.0,TRRUST,18643869,PMID
TWIST1,AKR1C2,1.0,SIGNOR;TRRUST,19051271,PMID
TWIST1,ATM,1.0,SIGNOR;TRRUST,19051271,PMID
TWIST1,BCL2,1.0,TRRUST,23095743,default activation
TWIST1,CD44,1.0,SIGNOR;TRRUST,17487558,PMID
TWIST1,CDH2,1.0,TRRUST,21796367,default activation
TWIST1,CTPS1,1.0,SIGNOR;TRRUST,19051271,PMID
TWIST1,DNM3,1.0,TRRUST,18033314,PMID
TWIST1,ERBB3,-1.0,TRRUST,19051271,PMID
TWIST1,F2R,-1.0,SIGNOR;TRRUST,19051271,PMID
TWIST1,FN1,1.0,SIGNOR;TRRUST,20646316,PMID
TWIST1,FOS,1.0,SIGNOR;TRRUST,19051271,PMID
TWIST1,GDF15,1.0,SIGNOR;TRRUST,19051271,PMID
TWIST1,ICAM1,1.0,SIGNOR;TRRUST,17487558,PMID
TWIST1,ILK,-1.0,SIGNOR;TRRUST,19051271,PMID
TWIST1,ITGB1,1.0,SIGNOR;TRRUST,17487558,PMID
TWIST1,MAPK1,1.0,TRRUST,23222305,PMID
TWIST1,MAPK3,1.0,TRRUST,23222305,PMID
TWIST1,MMP1,1.0,TRRUST,23222305,default activation
TWIST1,MMP2,1.0,GEREDB;SIGNOR;TRRUST,18353304;20646316,PMID
TWIST1,MYB,-1.0,SIGNOR;TRRUST,19051271,PMID
TWIST1,NF1,-1.0,SIGNOR;TRRUST,19051271,PMID
TWIST1,NR2F1,1.0,SIGNOR;TRRUST,19051271,PMID
TWIST1,PFDN4,-1.0,SIGNOR;TRRUST,19051271,PMID
TWIST1,RAP1A,-1.0,SIGNOR;TRRUST,19051271,PMID
TWIST1,RBL2,-1.0,SIGNOR;TRRUST,19051271,PMID
TWIST1,SRPX,-1.0,SIGNOR;TRRUST,19051271,PMID
TWIST1,TIMP1,-1.0,GEREDB;TRRUST,19513566,PMID
TWIST2,AKR1C2,1.0,SIGNOR;TRRUST,19051271,PMID
TWIST2,ATM,1.0,SIGNOR;TRRUST,19051271,PMID
TWIST2,CD44,1.0,SIGNOR;TRRUST,17487558,PMID
TWIST2,CDH1,-1.0,SIGNOR;TRRUST,19581928;21796367,PMID
TWIST2,CDH2,-1.0,TRRUST,19581928;21796367,PMID
TWIST2,CTPS1,1.0,SIGNOR;TRRUST,19051271,PMID
TWIST2,DKK1,1.0,TRRUST,18453541,default activation
TWIST2,ERBB3,-1.0,SIGNOR;TRRUST,19051271,PMID
TWIST2,F2R,-1.0,SIGNOR;TRRUST,19051271,PMID
TWIST2,FN1,1.0,TRRUST,20646316,PMID
TWIST2,FOS,1.0,SIGNOR;TRRUST,19051271,PMID
TWIST2,GDF15,1.0,SIGNOR;TRRUST,19051271,PMID
TWIST2,ICAM1,1.0,SIGNOR;TRRUST,17487558,PMID
TWIST2,ILK,-1.0,SIGNOR;TRRUST,19051271,PMID
TWIST2,ITGB1,1.0,SIGNOR;TRRUST,17487558,PMID
TWIST2,MMP2,1.0,TRRUST,20646316,PMID
TWIST2,MYB,-1.0,SIGNOR;TRRUST,19051271,PMID
TWIST2,NF1,-1.0,SIGNOR;TRRUST,19051271,PMID
TWIST2,NR2F1,1.0,SIGNOR;TRRUST,19051271,PMID
TWIST2,PFDN4,-1.0,SIGNOR;TRRUST,19051271,PMID
TWIST2,RAP1A,-1.0,SIGNOR;TRRUST,19051271,PMID
TWIST2,RBL2,-1.0,SIGNOR;TRRUST,19051271,PMID
TWIST2,RUNX2,-1.0,SIGNOR;TRRUST,12270142;21931630,PMID
TWIST2,SRPX,-1.0,SIGNOR;TRRUST,19051271,PMID
UBTF,TAF1B,1.0,TRRUST,10082553,default activation
USF1,ASCL2,-1.0,TRRUST,12917334,PMID
USF1,B2M,1.0,GEREDB;SIGNOR;TRRUST,12480693,PMID
USF1,CTSD,1.0,SIGNOR;TRRUST,9731700,PMID
USF1,EXT1,1.0,TRRUST,22037484,default activation
USF1,FBP1,1.0,TRRUST,11023824,default activation
USF1,FCER1A,1.0,TRRUST,11180124,default activation
USF1,FMO3,1.0,TRRUST,17786630,default activation
USF1,FOXA2,1.0,TRRUST,22460558,PMID
USF1,ID4,1.0,TRRUST,9516472,default activation
USF1,ISG20,1.0,TRRUST,10871365,default activation
USF1,LIPC,1.0,GEREDB;TRRUST,15721010;17016691;19416648,PMID
USF1,MYH9,1.0,SIGNOR;TRRUST,11467950,PMID
USF1,NFKB1,1.0,TRRUST,19686049,default activation
USF1,POU2F1,1.0,NTNU.Curated;TRRUST,18845576,default activation
USF1,PTPN6,1.0,TRRUST,12071971,default activation
USF1,RELA,1.0,TRRUST,19686049,default activation
USF1,SCN9A,1.0,TRRUST,8923453,default activation
USF1,SLC1A3,1.0,TRRUST,14713304,default activation
USF1,CD40LG,1.0,TRRUST,12663664,PMID
USF1,TYMS,1.0,TRRUST,12782596,default activation
USF2,ASCL2,-1.0,TRRUST,12917334,PMID
USF2,ASPH,1.0,TRRUST,19087304,default activation
USF2,ATP5F1A,1.0,GEREDB;TRRUST,10434034;9099698,PMID
USF2,B2M,1.0,GEREDB;SIGNOR;TRRUST,12480693,PMID
USF2,BRCA1,1.0,TRRUST,14502648,default activation
USF2,CD2,1.0,TRRUST,7929376,PMID
USF2,CEACAM5,1.0,TRRUST,7876096,PMID
USF2,CTSD,1.0,SIGNOR;TRRUST,9731700,PMID
USF2,CXCR2,1.0,TRRUST,10229837,PMID
USF2,CXCR4,1.0,TRRUST,10229837,PMID
USF2,FBP1,1.0,TRRUST,11023824,default activation
USF2,FCER1A,1.0,TRRUST,11180124,default activation
USF2,HIF1A,1.0,TRRUST,23991099,default activation
USF2,LIPC,1.0,TRRUST,19416648,default activation
USF2,MYH9,1.0,SIGNOR;TRRUST,11467950,PMID
USF2,PDX1,1.0,TRRUST,10393088,PMID
USF2,POU2F1,1.0,NTNU.Curated;TRRUST,18845576,default activation
USF2,PTPN6,1.0,TRRUST,12071971,default activation
USF2,SLC19A1,1.0,TRRUST,15214842,PMID
USF2,CD40LG,1.0,TRRUST,12663664,PMID
VDR,ASAP2,1.0,TRRUST,23999061,default activation
BHLHE40,VDR,-1.0,GEREDB,19786558,PMID
VDR,BHLHE40,1.0,TRRUST,23220548,default activation
VDR,CALB1,1.0,TRRUST,1317496,PMID
VDR,CD14,1.0,GEREDB;TRRUST,16402404;17290304,PMID
VDR,CST5,1.0,TRRUST,19662683,PMID
VDR,CYP3A5,1.0,TRRUST,22939842,default activation
VDR,DKK4,-1.0,TRRUST,18408752,PMID
VDR,ERBB2,1.0,GEREDB;TRRUST,10765127,default activation
VDR,FOXP3,1.0,TRRUST,22529297,default activation
VDR,IL6,-1.0,CytReg;TRRUST,11050002,PMID
VDR,NCOR1,1.0,TRRUST,23098689,PMID
VDR,PHB1,1.0,TRRUST,16849588;17207617,default activation
VDR,SKP2,-1.0,TRRUST,16883603,PMID
VDR,TLR10,1.0,TRRUST,24373795,default activation
VDR,TNFRSF21,1.0,TRRUST,12520529,PMID
VDR,TPT1,1.0,GEREDB;TRRUST,19815065,PMID
VHL,ANGPT2,-1.0,TRRUST,12434420,PMID
VHL,AR,1.0,TRRUST,23961993,PMID
VHL,CA12,1.0,TRRUST,9770531,default activation
VHL,CA9,1.0,TRRUST,15754010,default activation
VHL,CCND1,1.0,TRRUST,19238077,default activation
VHL,CDKN1B,1.0,TRRUST,10778984,PMID
VHL,CDKN1C,1.0,SIGNOR;TRRUST,15824735,PMID
VHL,COL4A2,1.0,TRRUST,17700531,default activation
VHL,CXCR4,-1.0,TRRUST,13679920,PMID
VHL,DAB2,1.0,SIGNOR;TRRUST,15824735,PMID
VHL,IGF1R,-1.0,TRRUST,17486080;19509240,PMID
VHL,KLF10,-1.0,SIGNOR;TRRUST,18359287,PMID
VHL,NMU,-1.0,TRRUST,21791076,PMID
VHL,SPARC,1.0,SIGNOR;TRRUST,15824735,PMID
VHL,CENPX,1.0,TRRUST,11278694,default activation
VHL,TCF4,1.0,TRRUST,16407833,default activation
VHL,TFRC,-1.0,TRRUST,15985433,PMID
VHL,VEGFA,-1.0,TRRUST,10189987;10581162;10804089;12539169;12912922;19801654;7533661;8625303;8855222;9370235;9572397;9689663,PMID
NSD2,AR,1.0,TRRUST,19481544,default activation
NSD2,ID1,1.0,TRRUST,16115125,default activation
WT1,CAMP,-1.0,TRRUST,12213901,PMID
WT1,CD14,1.0,TRRUST,9484784,PMID
WT1,ADGRE5,1.0,TRRUST,22313360,PMID
WT1,CIAO1,-1.0,TRRUST,9556563,PMID
WT1,CKM,1.0,TRRUST,8389468,PMID
WT1,CX3CL1,1.0,CytReg;TRRUST,17430890,PMID
WT1,DNMT3A,1.0,GOA;SIGNOR;TRRUST,23042785,PMID
WT1,EREG,1.0,TRRUST,17430890,default activation
WT1,HBEGF,1.0,TRRUST,17430890;22641673,PMID
WT1,IL2RB,1.0,TRRUST,11960373,default activation
WT1,ITGAX,1.0,TRRUST,9484784,PMID
WT1,JUNB,1.0,TRRUST,17430890,default activation
WT1,NR5A1,-1.0,GEREDB;TRRUST,12130543;19001523,PMID
WT1,U2AF2,1.0,TRRUST,9784496,default activation
WT1,UBE2I,-1.0,TRRUST,8798754,PMID
WT1,VEGFB,1.0,TRRUST,17127464,default activation
WWTR1,ASNS,-1.0,SIGNOR;TRRUST,22470139,PMID
WWTR1,BAK1,1.0,SIGNOR;TRRUST,22470139,PMID
WWTR1,BAX,1.0,SIGNOR;TRRUST,22470139,PMID
WWTR1,IGFBP1,1.0,TRRUST,20164440,default activation
WWTR1,LTBR,1.0,SIGNOR;TRRUST,22470139,PMID
WWTR1,SMAD3,1.0,SIGNOR;TRRUST,22470139,PMID
XBP1,CCL2,1.0,CytReg;TRRUST,16931790,PMID
XBP1,CXCL8,1.0,CytReg;TRRUST,16931790,PMID
XBP1,EDEM2,1.0,TRRUST,15579471,default activation
XBP1,ERN1,1.0,TRRUST,20513357,default activation
XBP1,ERP29,-1.0,GEREDB;TRRUST,19265690,PMID
XBP1,ESR1,1.0,GEREDB;TRRUST,12954762;15487507;15882996,PMID
XBP1,GAD1,1.0,TRRUST,18335162,default activation
XBP1,HSPA1A,1.0,TRRUST,17404501,default activation
XBP1,PRNP,1.0,TRRUST,23737521,default activation
XBP1,PTGER4,1.0,TRRUST,23300802,default activation
XBP1,SOD2,1.0,TRRUST,17192397,default activation
XBP1,ZHX2,1.0,TRRUST,22078940,default activation
XPC,CASP2,-1.0,TRRUST,22174370,PMID
XPC,CPD,1.0,TRRUST,12713809,default activation
XPC,KIN,1.0,TRRUST,12525703,PMID
XPC,RNF111,-1.0,TRRUST,23751493,PMID
YBX1,ANAPC4,-1.0,TRRUST,20596676,PMID
YBX1,CCNC,-1.0,TRRUST,20596676,PMID
YBX1,CDC20,-1.0,TRRUST,20596676,PMID
YBX1,CDKN3,1.0,TRRUST,20596676,PMID
YBX1,CKS2,-1.0,TRRUST,20596676,PMID
YBX1,CXCR4,1.0,SIGNOR;TRRUST,17072343,PMID
YBX1,ERBB3,1.0,TRRUST,19648825,PMID
YBX1,KPNA2,-1.0,TRRUST,20596676,PMID
YBX1,MIA,1.0,TRRUST,23672612,default activation
YBX1,MNAT1,-1.0,TRRUST,20596676,PMID
YBX1,MYCN,1.0,TRRUST,17072343,PMID
YBX1,RAD9A,1.0,TRRUST,20596676,PMID
YBX1,RBBP8,-1.0,TRRUST,20596676,PMID
YBX1,SKP2,-1.0,TRRUST,20596676,PMID
YBX1,SLC6A4,-1.0,TFactS;TRRUST,15229244;17360901;23765727,PMID
YBX1,SUMO1,-1.0,TRRUST,20596676,PMID
YBX1,TOP2A,1.0,TRRUST,10597187,default activation
YBX1,TYMS,-1.0,SIGNOR;TRRUST,17072343,PMID
YY1,ACTC1,-1.0,SIGNOR;TRRUST,9171244,PMID
YY1,APC,-1.0,TRRUST,22907428,PMID
YY1,COL1A2,1.0,TRRUST,8910550,default activation
YY1,COX6A1,1.0,TRRUST,10773445,default activation
YY1,CREBBP,-1.0,TRRUST,21852380;9238849,PMID
YY1,CYP3A5,1.0,TRRUST,22292071,default activation
YY1,DBH,1.0,GEREDB;TRRUST,8753872;9705334,PMID
YY1,EPAS1,-1.0,TRRUST,19483472,PMID
YY1,FCER1A,1.0,SIGNOR;TRRUST,11971001,PMID
YY1,FCGR3B,1.0,TRRUST,15153544,default activation
YY1,FMO3,1.0,TRRUST,17786630,default activation
YY1,GNAS,1.0,TRRUST,18458536,default activation
YY1,HDAC1,1.0,TRRUST,11532945,default activation
YY1,HDAC2,1.0,GEREDB;TRRUST,11532945;19139378,PMID
YY1,HDAC3,1.0,TRRUST,19279113,default activation
YY1,HIF1A,1.0,TRRUST,20660740,default activation
YY1,HOXB7,1.0,TRRUST,12697323,default activation
YY1,INO80,1.0,TRRUST,17721549,default activation
YY1,IRF7,1.0,TRRUST,22065573,default activation
YY1,KIR3DL1,1.0,TRRUST,23328843,default activation
YY1,LRIG2,1.0,TRRUST,22721266,default activation
YY1,NF1,1.0,TRRUST,15763658,PMID
YY1,PDIA6,-1.0,TRRUST,1330541,PMID
YY1,SAP30,1.0,TRRUST,12788099,default activation
YY1,SMAD7,1.0,TRRUST,24369345,default activation
YY1,SNRPN,1.0,TRRUST,16116039,default activation
YY1,TDO2,1.0,TRRUST,10580097,default activation
YY1,TF,1.0,TRRUST,8548503,default activation
YY1,TFAP2A,1.0,TRRUST,18218085,PMID
YY1,TNFRSF10B,-1.0,SIGNOR;TFactS;TRRUST,17431117;17530016;18778787;34589486,PMID
YY1,VEGFB,1.0,TRRUST,20660740,PMID
YY1,WDFY4,1.0,TRRUST,22972472,default activation
ZBTB16,BCL2,-1.0,TRRUST,14769944,PMID
ZBTB16,BID,-1.0,GEREDB;TRRUST,14769944;20731660,PMID
ZBTB16,CEBPA,1.0,TRRUST,19723763,default activation
ZBTB16,LEF1,1.0,Pavlidis2021;TRRUST,19723763,default activation
ZBTB16,SOX9,1.0,TRRUST,21547890,PMID
ZBTB2,ARF1,-1.0,TRRUST,19380588,PMID
ZBTB2,CDKN1A,-1.0,GOA;TRRUST,19380588,PMID
ZBTB2,MDM2,1.0,TRRUST,19380588,PMID
ZBTB2,TP53,-1.0,GEREDB;TRRUST,19380588,PMID
ZBTB7A,FOS,-1.0,GEREDB;TRRUST,17189472,PMID
ZBTB7A,MYC,-1.0,GEREDB;TRRUST,17189472,PMID
ZBTB7A,PFKP,-1.0,TRRUST,25184678,PMID
ZEB1,COL4A3,-1.0,TRRUST,22199242,regulon
ZEB1,CXADR,-1.0,TRRUST,10487759,PMID
ZEB1,POU5F1,1.0,TRRUST,23049906,PMID
ZEB2,CXADR,-1.0,TRRUST,10487759,PMID
ZEB2,MEOX2,-1.0,GEREDB;GOA;SIGNOR;TRRUST,20516212,PMID
ZEB2,POU5F1,1.0,TRRUST,23049906,PMID
ZFHX3,MYB,-1.0,TRRUST,15750593,PMID
ZHX2,HNF1A,-1.0,TRRUST,18194454,regulon
ZIC1,BCL2L13,1.0,TRRUST,20713527,PMID
ZIC1,EIF3M,1.0,TRRUST,20713527,PMID
ZIC1,TLCD3A,1.0,TRRUST,20713527,PMID
ZIC1,JUND,1.0,TRRUST,20713527,PMID
ZIC2,TCF4,-1.0,TRRUST,21908606,PMID
ZIC3,HESX1,1.0,TRRUST,17468179,default activation
ZMYND11,IL6,1.0,TRRUST,19379743,PMID
ZNF143,PCYT1A,1.0,TRRUST,14702349,PMID
ZNF148,ADORA2A,1.0,NTNU.Curated;TRRUST,20666933,default activation
ZNF160,TLR4,-1.0,TRRUST,19846881,PMID
ZNF175,NTF3,1.0,TRRUST,19247725,PMID
ZNF202,POMGNT1,-1.0,SIGNOR;TRRUST,22419172,PMID
ZNF24,MSLN,1.0,TRRUST,23025254,default activation
ZNF300,CDKN1A,-1.0,TRRUST,21777376,PMID
ZNF300,CDKN1B,-1.0,TRRUST,21777376,PMID
ZNF300,CXCL8,1.0,TRRUST,21777376,PMID
ZNF300,IL6,1.0,TRRUST,21777376,PMID
ZNF300,MYC,1.0,TRRUST,21777376,PMID
ZNF335,REST,1.0,TRRUST,23178126,default activation
ZNF350,RBBP8,1.0,TRRUST,20713352,default activation
ZNF382,HMGA2,-1.0,TRRUST,20682794,PMID
ZNF382,ID1,-1.0,TRRUST,20682794,PMID
ZNF382,IKBKE,-1.0,TRRUST,20682794,PMID
ZNF382,JUN,-1.0,TRRUST,20682794,PMID
ZNF382,MITF,-1.0,TRRUST,20682794,PMID
ZNF382,MYC,-1.0,TRRUST,20682794,PMID
ZNF382,NFKB1,-1.0,TRRUST,20682794,PMID
ZNF382,STAT3,-1.0,TRRUST,20682794,PMID
ZNF382,STAT5B,-1.0,TRRUST,20682794,PMID
ZNF383,JUN,-1.0,TRRUST,15964543,PMID
ZNF423,BRCA1,1.0,TRRUST,23764426,default activation
ZNF76,PCYT1A,1.0,TRRUST,14702349,PMID
RBPJ,ACTA2,-1.0,TFactS,15634680;15987768;16741155,PMID
RBPJ,ADAM19,1.0,TFactS,10933396,PMID
RBPJ,AHSP,1.0,TFactS,15979417,PMID
RBPJ,ATM,1.0,TFactS,15979417,PMID
RBPJ,ATP5PD,-1.0,TFactS,15979417,PMID
RBPJ,BCL2,1.0,TFactS,9881968,PMID
RBPJ,BNIP3,1.0,TFactS,15979417,PMID
RBPJ,CASP3,1.0,TFactS,15068794,PMID
RBPJ,CD8A,-1.0,TFactS,9881968,PMID
RBPJ,CDKN1A,1.0,SIGNOR;TFactS,11306509;11432830;14670925;15866158,PMID
RBPJ,CDKN1B,1.0,TFactS,11306509,PMID
RBPJ,CEBPA,-1.0,TFactS,15226394,PMID
RBPJ,CHST12,-1.0,TFactS,15979417,PMID
RBPJ,CLCN1,-1.0,TFactS,15979417,PMID
