drug,rho_ic50,p_ic50,rho_auc,fdr_ic50
Ribociclib,0.3288607304194321,3.6336800636434185e-24,0.011687662664177237,5.196162491010089e-22
Romidepsin,0.11922950046354068,0.0016911902035401363,0.008661136826900144,0.0018252090498584114
Rucaparib,0.2616211662314347,2.0717772536448806e-15,-0.04370235497397347,1.2803716400989971e-14
Ruxolitinib,0.2747009523218146,4.454557829960345e-16,-0.03190768396314603,3.5388987204684956e-15
SB216763,0.22047653377133547,2.3276367640193617e-11,-0.14180345263701852,5.404619316164937e-11
SB505124,0.2323366020726947,0.00038071108205556617,0.06626853306177398,0.0004236706983186456
SB590885,0.2482017246820899,6.626332961061959e-14,-0.06884702372476027,2.748591611074462e-13
SCH772984,0.09485040247479541,0.0042701373935594075,-0.050576240467780816,0.004556937666261159
SGC-CBP30,0.21687716210284,8.65373354119318e-09,-0.1748360386180927,1.4142673101607139e-08
SGC0946,0.2100319831718575,2.5455514487284883e-10,-0.25677368501843445,5.020880788526535e-10
SL0101,0.325416781482502,4.359240900412343e-06,-0.16592567333093206,5.641370577004208e-06
SN-38,0.27300427119868875,7.579234859673976e-17,0.14781118019254158,7.225537232889191e-16
Sabutoclax,0.25073646303960284,1.7646207906972818e-13,0.23947758816894849,6.4702762325567e-13
Sapitinib,0.11391868414726403,0.0005834597901786517,-0.08701907120478028,0.0006442837837493992
Savolitinib,0.25701905854314744,4.979533246047751e-15,-0.09836509296928062,2.5893572879448303e-14
Schweinfurthin A,0.22612620667038835,1.889212683413849e-09,0.18392793840477065,3.335276712693585e-09
Selumetinib,0.12098116477668973,0.0002562270325651929,-0.056010150004851364,0.0002907973464827189
Sepantronium bromide,0.0009000998766665145,0.9784872720776006,0.1041883924308894,0.9784872720776006
Serdemetan,0.2797534472044473,1.750092629551315e-17,0.12101644332121461,1.9251018925064462e-16
Sinularin,0.16330183535922493,1.6038899905139852e-05,-0.18013527896039164,1.9772092124439645e-05
Sorafenib,0.2838517578416764,3.856948530023414e-18,0.1775246815327318,5.0140330890304377e-17
Staurosporine,0.062335396034627656,0.06015361498148927,0.08939045904564948,0.06210806456572539
TAF1_5496,0.19126758163286645,4.151344499324414e-07,0.02503737691007166,5.753298935484932e-07
THR-101,0.2925450581672727,2.035137780670978e-15,-0.026856476682481936,1.2803716400989971e-14
THR-102,0.19644703531599209,1.3975378991105225e-07,-0.15664302773948394,1.9984791957280473e-07
THR-103,0.1970799858659154,1.2717058221343598e-07,-0.04159086391515686,1.836908409749631e-07
TW 37,0.14242774965882984,0.006417429818937648,0.08390417128346615,0.006797721956356175
Talazoparib,0.21166896973957158,1.4850269372237236e-10,0.13861786028474812,2.9909697468027107e-10
Tamoxifen,0.2378467867869356,4.994342002658315e-13,0.046128933924420426,1.6049233851239079e-12
Tanespimycin,0.037030814964820864,0.2692444975662283,-0.05808208933805225,0.27114058557725806
Taselisib,0.11487103812402233,0.0005240909131169423,0.04148763743968101,0.000580968996711029
Telomerase Inhibitor IX,0.18133541728652341,4.302126763621173e-08,0.14866615945890532,6.441928033485108e-08
Temozolomide,0.30062012170452895,2.021909955715374e-20,0.031962711875301524,7.992958733706144e-19
Temsirolimus,0.13961485264173587,3.74225055726853e-05,-0.0045907143479582075,4.535100251605083e-05
Teniposide,0.25252041379325396,1.6346774841294368e-11,0.2252385806962676,3.896790623039494e-11
Topotecan,0.2602068602565786,3.7136818208914135e-12,0.23726710672419496,1.0212625007451386e-11
Tozasertib,0.36486568534814795,9.549855794632858e-09,0.30562994160613544,1.52584288115363e-08
Trametinib,0.0434044157248562,0.19130745276983918,-0.06299123861020228,0.19471149997214948
Tretinoin,0.2944871176632681,3.545654357672757e-05,-0.18708071571057625,4.315136792742164e-05
ULK1_4989,0.13872950789599967,0.00025965065303796045,0.10171766059455167,0.0002935181295211727
UMI-77,0.1349763163683783,0.0002866557781138524,0.0023623736258492115,0.0003227698918919755
UNC0379,0.2500269791684205,1.1476315324365517e-11,0.17037378506187545,2.8786272314673953e-11
UNC0638,0.32654350119041564,4.979559376547145e-19,0.17507574396354392,1.0172528440660596e-17
Ulixertinib,0.17068680803638647,2.395867916577035e-07,0.01723329176924126,3.358912863436431e-07
Uprosertib,0.12688073038315115,0.0001252302451426839,0.016467379903503256,0.00014678627094593278
