drug,rho_ic50,p_ic50,rho_auc,fdr_ic50
N-acetyl cysteine,0.22605283016590552,1.1166531594961218e-09,-0.4004258888627886,1.3362460402338528e-09
N25720-51-A1,0.46028861509407987,6.981998774014992e-39,0.2862002652168002,2.5600662171388307e-38
N27922-53-1,0.5164069771760088,3.432326602713791e-50,-0.17369513527729127,2.7267928010448448e-49
N29087-69-1,0.537971577307837,4.178176652472246e-55,-0.22682024832618614,5.43162964821392e-54
N30652-18-1,0.5334960725743121,4.6804490763413933e-54,-0.03499692114296432,5.577535149306827e-53
NU7441,0.2887995817025535,1.6827528070610487e-18,0.06201286145764262,2.559932461805638e-18
NVP-ADW742,0.36167812552855005,3.3572208177987287e-29,0.18016277534632985,7.165411596197286e-29
Navitoclax,0.3674678558527297,1.923822935433895e-30,0.2716841397671173,4.298541871360109e-30
Nelarabine,0.4968265003707213,2.7213002462589295e-44,-0.2759657671834277,1.4412812415371368e-43
Nilotinib,0.42502706151696656,1.1840712572579634e-40,0.04401955899627226,4.98006440552614e-40
Niraparib,0.465661252759307,1.965783788248769e-46,0.22204867834807934,1.147375843753363e-45
Nutlin-3a (-),0.362703495835404,1.1204946626174656e-29,0.006054022296896724,2.446270790141948e-29
OF-1,0.3256619654263358,3.328486952763314e-22,-0.09096701765299034,5.3480183623051e-22
OSI-027,0.18167369026847655,3.91858152642484e-08,-0.06498284531760812,4.537304925334025e-08
OTX015,0.26752479999284784,3.23392211566736e-15,0.15970665156973485,4.383420498013578e-15
Obatoclax Mesylate,0.27525584471003384,1.3075509924218293e-14,0.20232358252666818,1.7233160545283095e-14
Olaparib,0.48186468886516876,5.01406472382004e-54,0.14013015781519464,5.7360900440501265e-53
Osimertinib,0.14350578428725147,1.5661794361258613e-05,-0.263442906457383,1.7634933808346313e-05
Oxaliplatin,0.48117522552468256,7.431085462074667e-54,0.30949698569283285,8.174194008282134e-53
P22077,0.456100810001,1.9276454684565752e-47,0.1950156407395385,1.2821083813455362e-46
PAK_5339,0.3851690875034486,7.993086870415236e-26,0.24745063526703479,1.4468499018599732e-25
PBD-288,0.4908577315954423,1.0974750126558147e-44,0.465067673496649,5.922223653199302e-44
PCI-34051,0.4612927051038499,1.7221076783188536e-45,0.13762670687364081,9.850455919983843e-45
