,sr,dne,shannon,mad800,cytotrace,activity,netith
RO82-W-1,3.1719642216226536,219.41461931659728,4.713496190207537,2.0551121611518046,9.65238520060454,0.317250631403007,5.928760608038305
P12-ICHIKAWA,1.5720666523802904,282.7153568982853,4.3283503209366145,0.5882284688782502,8.105939086915503,0.2511136111891059,5.655072729353118
PCI-30,3.096506991380872,214.42279921562053,4.790648530925661,2.370137947088705,9.736680902238072,0.2263105018691528,5.452898215424624
P32-ISH,1.5126217346194661,326.52196074006906,4.221849910150727,0.49759470449412513,8.434718841480056,0.29886026806683497,5.521912153091337
NCI-H1648,1.6282642122928414e-14,35.62739613066114,4.962781554174346,2.21626675252128,9.948003957524087,0.17094802806470516,5.602897598314838
NCI-H1734,1.6808667924167615,-29.19309287983461,4.971945865025598,2.220035698541435,9.508888078302453,0.17513064962863786,5.600196764015902
NCI-H1563,1.3983084079186372,-13.374309137623044,4.644512941779025,2.3674227950988502,9.522772850944634,0.1542362614421163,5.6419717112167564
RCC-MF,2.7337370468421076,21.246579314848674,4.870387598891211,2.372914729754199,9.887172458709456,0.28478392495428667,5.395720914079478
OV-90,1.477151238639931,-10.295138059170796,4.6521690859146245,2.167463157215875,9.754256255952951,0.1853308756346914,5.807202356326806
PL-21,1.9905163831290031,266.4863052617374,3.94582434564765,0.6093498169473948,8.51896009495991,0.24540564505904863,5.165671688207628
RERF-LC-Sq1,2.7588515386198162,216.2898726190817,4.586245089125764,2.26275441143125,9.524545652715977,0.1737719333123037,5.715516159871115
RPMI-6666,1.7094493404573218e-14,225.11965945118456,4.640892311694432,1.074387636377525,9.44066192617477,0.3366252135693744,5.504843508895185
P30-OHK,1.5222565018321494,257.48674449669727,4.379339858878041,0.7314520897281649,8.274820283288873,0.2653996412094998,5.385849452984252
PCI-15A,4.905787426826283e-14,114.75783457693771,4.942590636802397,2.319431947568045,9.813703836904558,0.19108065384240416,5.288546733760444
OAW-28,2.923041488875306,34.72569838966308,4.61517219497956,2.202409471659445,9.33995335514144,0.24821752779934136,5.516002279054048
NCI-H1688,1.5166339913125253,30.796772722978602,4.662571704686292,1.790651245281245,9.562047999612421,0.22299214938590853,5.564619702922884
NCI-H1568,3.201702491161444,-112.18999620722138,4.941337080292208,2.4522925845504355,9.591314117933077,0.14301059737364746,5.990991124312282
OCUB-M,2.993840311306186,195.5372243084081,4.442623603529369,1.2864701161332097,8.91051041959642,0.16336868572011032,5.843771818751356
OVCAR-5,7.204468959312646e-14,109.88865977821925,4.929466558230749,2.386226719004295,9.639441393413758,0.13790445243980773,5.677399945795789
NCI-H1944,3.1339148474420084,-61.35126355650209,4.5198249886488115,2.22565530957353,9.712624638099346,0.17747012053260097,5.785356923942544
RD,3.0164660040016926,-42.332122544151474,4.820515857355408,2.2341611344392343,9.474332963387827,0.22426402974298829,6.171823484668387
RH-1,1.493710491898212,112.8722874827341,4.474018123244912,1.7610076152606802,9.173904536895932,0.16603609885264448,6.05346662226926
RPMI-8226,3.073562224598442e-14,294.7689371775141,4.127335720421717,0.9256073735876651,8.61946685674367,0.22519072620056615,5.95167174698668
PANC-03-27,1.5770207872079067,33.07754861210236,5.002197521680027,2.4101414630318954,9.96008414472015,0.17003716859823606,5.774923734086972
PCI-38,2.127468077704235,-124.89464668956396,4.8494733439682305,2.433116149891045,9.78248586709207,0.20362054944166877,5.92047639207598
OC-314,3.0554278278476583,165.7397688447644,4.5921856378712995,2.1902179178141603,9.266964214502751,0.15366654968411678,5.774473095323028
NCI-H1993,3.1170058774366436,53.477038801231544,4.843023516955963,2.5243030476417756,9.837572510943048,0.1805708646554067,5.510024402382917
NCI-H1155,2.9254388195728858,162.77127956924124,4.410157867184449,1.27205047544031,8.92333443669877,0.2464854557366647,5.636893523170764
NCI-H1781,2.1346041016674158e-14,-25.421272913099727,4.747942700386309,2.36586750435181,9.590630872325798,0.2628831381236499,5.161573002779977
OE21,3.136917697948849,56.389092121083536,4.754208210233235,2.4632999077827895,9.967417607283739,0.19617695419752354,5.743763762511584
OS-RC-2,3.101926347975547,-97.87981805575276,4.770074402060109,2.52775913591773,9.846226116417427,0.2098133561662475,5.857640349168997
NCI-H187,1.5528226836884524,135.69943099388524,4.147880979741121,1.008666769411635,8.67212367408393,0.27013149242123247,5.895347292505279
KYSE-520,3.2483100183156575,210.51371855293962,4.77543792732838,2.3776023042286356,9.778969540947674,0.17981514653863587,5.779786342556971
KURAMOCHI,3.1432725582402172,146.1673404149716,4.694437429926067,2.149359047334325,9.433454061723083,0.200589310668755,5.6044278080743055
KINGS-1,3.1432820511087223,137.25554996152547,4.852639905137636,2.5380036835186597,9.929723064074546,0.1857696387947335,5.651573016066569
LCLC-97TM1,1.4764777001086244,4.561327388657418,4.8300096235249335,2.4218883754236247,9.668031743543889,0.20675519470309583,5.52251798376295
LU-99A,3.0906155661017087,-17.402775811700337,4.655996656901099,2.388410753458225,9.426655235489841,0.1756273262211706,5.783413122048928
LU-134-A,3.047578805516703,196.85578528673645,4.537446447004228,1.2705039415416097,9.198434318714137,0.3478531390877109,5.874609018413843
LOU-NH91,2.9882285839533056,139.35978215123632,4.720675522075723,2.235886261378365,9.764006524408746,0.16888609456536222,5.69482226705339
GAMG,3.13020316217125,35.583541826574674,4.98199731708022,2.60090840545095,9.847446026154353,0.26195222986635086,5.603145915378551
GMS-10,3.254153380116437,-18.305269281841333,4.88813649420212,2.44416957861202,9.661847725281682,0.2105247965909669,5.917593984233569
MFE-319,3.052179853780342,209.68201057620703,4.698148495905494,2.08848744968054,9.073902017518801,0.19067068829997733,5.440163025948047
MONO-MAC-1,1.428384399139345e-14,268.3383868743873,4.396514227828323,1.0751880464593753,9.392342083766179,0.2907923315015503,5.422353861932566
KLE,3.1707899600135265,-33.2562674908055,4.68547793029374,2.3643026046292848,9.572440946548513,0.23372212991284924,5.80611316280883
KY821,2.3868492536262487,265.56293943209397,3.96514838055018,0.5824416924847746,8.476469341274871,0.23185801282223858,5.274768418977209
KATOIII,1.7277746016199914e-14,127.62201711203701,4.495737767758717,1.5354366523691094,9.334335919043063,0.20703116084760487,5.682359272549294
KE-37,1.475673894990846,252.9846956204555,4.2965596823803995,0.6353685461155301,8.59827915089576,0.2278540442093983,5.663063280529946
LCLC-103H,3.0858693175444123,-46.61551614678427,4.867136856779625,2.384297704409139,9.592976812009304,0.14482142737616716,5.935428834064805
L-1236,1.574082129391358,-42.71986828249899,4.263521596130806,0.6253398486511801,8.673366831156763,0.27545042086369964,5.691739993565283
LN-405,3.217061958113666,-59.901930228895566,4.945833646633804,2.628687571303715,9.9264154811464,0.23780838761426926,5.8319970688154905
L-540,2.015819326334903,188.82714881209864,4.104604036879901,0.6079448050366303,8.474867599808572,0.26834501598999083,5.6208507240563685
GAK,1.5061262861736064,25.917458549633523,4.417163283702135,1.5532022343282352,9.508569035036897,0.2684644901083264,5.777666020292611
GP5d,1.5426084355757044,-6.235693271396258,4.584129950769236,1.4959367755711,9.226215306703885,0.2049136129334281,5.8153941433050855
MFM-223,2.539156270808046,187.74018759339918,4.561347885600461,1.5193091807509551,9.245355198567852,0.17483159552061248,6.010171756842893
MES-SA,1.4857569012382084,91.15180485491946,4.202487585986081,0.6834840060577754,8.848928203956923,0.18111743784244438,5.903676685322345
KYSE-270,1.5550365883220723,25.128596159983516,5.029783703057234,2.0573274792362453,9.842275978503128,0.2580227659388281,5.699304596332507
KYSE-410,3.201310272642271,24.990663464459544,4.6669479085304655,2.278500834103465,9.385168781688543,0.16834591819847844,5.729028128544998
KARPAS-231,1.4713235286599082,218.68295699740094,4.187857244887572,0.5246049871140701,8.260449105408869,0.33916963748191375,5.447467388808059
KP-3,3.1939486088594395,144.82282134094015,4.746566660209751,2.495997947360915,9.625930476843246,0.1803156368043331,5.710525462928977
LC-2-ad,1.6161978095550342,43.75895218458092,4.701208592098376,2.2694643523571,9.61495351733175,0.14411753810758068,6.09484624634084
L-363,1.7315124971820386,207.61649498067865,4.002741362927695,0.6033030475989949,8.163946636979952,0.24423651442476332,5.684527328878582
LN-229,1.5717470441538883,69.80978316077821,4.67336515779348,2.15935572661387,9.532772685117934,0.18322585861634985,5.920627355317396
FADU,1.502525738187446,14.708830239339306,4.422567850681258,2.1260323474465403,9.362874472715216,0.16558868098068336,5.853230169550288
G-401,3.131565437428561,221.46725228081584,4.3970103218920995,0.8204828640372301,9.238961286599213,0.24485508600922126,5.481190076938719
GI-1,2.0544028948040225e-14,58.977984237865655,4.783220626477323,2.4410568642354047,9.616814022562524,0.23040808598364435,5.750565681474309
MFH-ino,3.047616559280085,28.88543383135655,4.8244013579913965,2.6933464149424298,9.928302900941963,0.20585135579802014,5.971885922062626
MEG-01,2.095348746518577e-14,310.4465278622861,4.485214186448062,1.5404295527379397,9.095874898106668,0.22594746943265942,5.652879252019489
KYSE-510,4.7060978571710474e-14,-26.180194196626218,4.687079725470815,2.3734781675597647,9.522139201080522,0.23751691040937345,5.403423541188506
KU812,5.341317410662369e-14,189.87351137023666,4.337951925082757,1.1003250787085608,8.783844113782555,0.25166794476401666,5.484485000937228
K052,1.5057018545826504,210.22395485070163,4.4167614464868645,0.8935031713175698,8.986943868132732,0.25651991186717354,5.151281867184201
KCL-22,3.0571424173314488,69.40786282948247,4.408852808907962,1.1063004175433848,9.100380231267787,0.26177270735113206,5.229528019829499
LAN-6,2.843353974242505,288.4720562140525,4.179873158010588,0.8860707202043698,8.667637325683438,0.2381165956983261,5.92294316817204
LXF-289,1.7521225843319876,-59.87075535799093,4.8284873530590975,2.42637426507513,9.805010867330793,0.21424871083401006,6.019671597499745
LN-18,1.4965248105255218,-82.492738500627,4.706858736150298,2.25559211149139,9.417103927422389,0.15192066025405526,5.996544542667492
FU97,2.962923013611535,83.36461949966669,4.532062346798201,1.0900370693801051,9.387576113432564,0.31627978476828456,5.462817239375111
GCT,1.5855217106122752,60.63703825391886,4.798161066946786,2.49248831733546,9.703388024380939,0.22039293116270306,5.70235532236662
GI-ME-N,3.0980755910642834,161.80651975568193,4.740237504430168,1.6831404265861953,9.760357256283111,0.2629761140493357,5.466489498163757
MFE-280,2.5786671258134715,250.20878447940783,4.6835387697143815,2.1353659241508147,9.310348584365855,0.24793135228349963,5.75035306570538
MEC-2,2.884933670042008,187.2404812073657,4.553585023087162,0.6869575153152401,8.980207792931791,0.25851982762119086,5.493018198025937
KS-1,1.5556618170833962,78.6151155643721,4.6355201887880515,2.0348873519579658,9.609871612876464,0.2031799611793132,5.650778450602262
KMRC-1,2.8992775285948618,140.64463287615646,5.008368561536715,2.6787249064431204,10.142020377995602,0.2781450585538079,5.681031996541626
KOSC-2,1.5194092344511565,100.69134423259362,4.9446972110496406,2.6128146535588606,10.081943946234587,0.24379192899815427,5.698500205529875
LU-135,2.855567645803805,201.5149283561767,4.356244920570728,0.9893726145588251,8.980200336464977,0.24622075152746198,5.7128092091562905
LS-513,1.7408697279491503,58.85543945503795,4.594182932794006,1.8518748250107702,9.702062280117934,0.18554386928790684,5.781364818560172
LNZTA3WT4,1.4372650506030147,-86.36991115871132,4.669630845641504,2.048302824630859,9.49643883616057,0.23276615583457924,5.893105930199127
G-361,2.0647660549373343,245.5891910101276,4.506338327495142,1.89829145397465,9.417488341694842,0.2509876829015835,5.876639751035674
GR-ST,1.4572076825482323,259.01262217145535,4.013798819423619,0.5208366096093346,7.938377350983931,0.3314671248641477,5.373164945758521
MOLT-16,1.5495032819072523,114.84629581313659,4.227045022971973,0.5782933634545604,8.470000987899958,0.2347924734179153,5.425548561418164
Mewo,2.9806332199311396,187.72031386156596,4.3359956027164115,1.4864771473721248,9.32143939542083,0.1664609862786326,6.040922355445512
KYSE-70,3.103566782351529,236.2908879557744,4.559704113973428,1.8615570073059455,9.40671658586582,0.18070573994912906,5.881449187064389
KOPN-8,1.4723176446692765,234.82105723265272,4.401234085093344,0.6054420126083748,9.078324130729618,0.3105780880364896,5.409923188958436
KMRC-20,3.08885445723113,39.9459386291455,4.733592997907935,2.2278879750838296,9.841875489423511,0.20665001250628023,5.516283464051595
LB2241-RCC,3.1966608642608807,86.38202412236785,4.983574728524524,2.6166739064659,9.891917663298988,0.2648652993913496,5.774845234329508
LU-65,1.4831216921415076,76.77094869992806,4.703335366329363,1.774001843068655,9.414598231236472,0.22123752895388452,5.594020252883122
LS-180,1.86962833835678e-14,127.04346686785843,4.676472196655592,2.2305657460575996,9.537756720942278,0.21727907559572363,5.501783371227222
LAMA-84,2.6572785340453003e-14,197.99334455094845,4.461633030836695,1.17344182060636,8.859434762864977,0.27984577997726234,5.552617865219631
FU-OV-1,3.07818708744077,-33.782916154521615,4.858217092033058,2.0748430218638,9.57628037804391,0.15011745934631746,5.961357235517385
G-MEL,2.9742230384810338,235.00050892169008,4.466868443895466,1.7727878147810203,9.60387821643268,0.4202529237723514,5.781567614972415
G-292-Clone-A141B1,2.693944378549582,205.46277912731748,4.771796122204556,2.2545000579892496,9.732315525446582,0.2548842289399528,5.58103423661497
MOLT-13,9.875476226414312e-15,266.8264485676474,4.094290789461887,0.6031922285756801,8.216763416521637,0.27518623791803004,5.514656779322078
ME-180,2.9104649344144664,-79.89083761837563,4.848065920305677,2.6695015888105855,9.968067368566969,0.26209281875877805,5.723181627493498
KYSE-140,1.5220660434768112,200.48160173837283,4.836272785956194,2.4401681005239304,9.53971682315025,0.1551590511233133,5.946921685695416
KALS-1,3.20568760830902,184.5505341293735,4.714722133853796,2.5091827321560807,9.855627628955176,0.20168030859657068,5.770404283069728
KNS-81-FD,3.1813772998763263,166.40416325803398,4.846676629434027,2.5653068869853746,9.782752503171977,0.20766082434868122,5.799495647735956
LB647-SCLC,2.7084611342318543,184.4489820303003,4.060087398400662,1.1229601141285441,8.9270624621772,0.29897658158690477,5.565832259978236
LU-139,2.872367279886716,275.51479397251836,4.1477298340707405,0.9390779152682798,8.752969510240868,0.29718827969245304,5.629154574383548
LS-123,1.5182889483739395,-0.6302555199231392,4.835768281909193,2.53791690731345,9.95583256581895,0.241086867526199,5.624538104909831
GCIY,1.5464735949688841,49.61262652275468,4.788405725812373,2.2921887576679154,9.504623335417321,0.20139121393397696,6.005155335074569
GOTO,2.9750456920931363,167.39456330825,3.9887988603914186,1.0085075278539555,8.636214259034578,0.27335059222361957,5.912999186187468
G-402,2.9945128549831663,164.0913234751942,4.241736163404995,0.5974276148943749,8.788364425013729,0.16983841117453471,6.161935812229989
MONO-MAC-6,1.4579291660443734,247.46291177774256,4.293814576519725,1.1296082033797004,9.088181752615894,0.2760186336698958,5.555248194294786
MEL-HO,1.6978425511305024,61.226323245151434,4.1733162176320056,1.5362606589462902,9.327120055828168,0.2103264645753321,5.64736778781599
KYSE-150,1.5022170123440661,253.6186539937557,4.670285895838687,1.7590156182092198,9.126342424272543,0.1745311459124411,5.795567455216908
KARPAS-620,1.4928965866243549,258.19191716622015,4.022778862801667,0.8709801639622401,8.607569616619513,0.26312669543667205,5.40179753931734
KGN,2.7304732110423764,143.95991620985808,4.808163385788049,2.5063177129020806,9.795090658978689,0.18460560606432108,5.848775883016565
LC4-1,1.4598690875481681,252.82169105871338,4.336021646813254,0.6269114280756902,8.463660599241228,0.2992228619575972,5.420517776215556
LU-165,2.768343307474961,210.78278274495312,4.564275312882808,1.7896983408053901,9.175000038727882,0.30743764666656254,5.832543826026543
LS-1034,1.9189672735980503,-85.86153403835539,4.5485299721659,2.03238031182327,9.707070330066747,0.25141973095265646,5.500592016163257
LOUCY,1.4411044686095562,230.4488302903158,4.24085550252076,0.6586054377189201,8.813636807143073,0.26448288980427676,5.599702810918058
GB-1,1.8987833854961096,-285.56243087381404,4.694769287917049,2.2925819969421752,9.480544489023014,0.22027948234610686,5.616337244136521
GT3TKB,3.106137261459122,118.32651258947776,4.7356003503215,2.178998324727515,9.540949277761694,0.17683519137153772,5.643332535946764
MKN7,3.257401414145776,-70.96329839262216,4.830119255592851,2.5719318997883303,9.88887220348,0.2609715101892001,5.631991597549446
Mo-T,1.49267333327432,160.07649267212966,4.362343560533176,1.038843849568575,9.033381473965392,0.3154208006070886,5.710562626779489
MEC-1,1.5791685063688674,170.68398581519756,4.493393366258436,0.7734385249396101,8.911810564302115,0.2623084668233569,5.581571380403666
MS751,1.8280560587758294,72.67359733732195,4.802411769330717,2.3579134080668354,9.556175313621933,0.23156462969011865,5.643047346244376
MZ7-mel,2.9301720898364767,305.63506047639913,4.488343463167606,1.6145760594443648,9.308733985348885,0.19827928975589343,5.657537891668264
MDST8,1.55449570945235,-29.16289533468901,4.777926174320035,2.56684392117044,9.630607571512487,0.22183203249590594,5.671869799668093
U-118-MG,1.456812505949468,-113.80227703538183,4.786526219485163,2.4347905512190997,9.88829765329296,0.18513684780262776,5.796339162592073
WM1552C,3.0718626953279995,-53.81650467036542,4.900792356868745,2.59170515386738,9.860494836943815,0.1911817357047908,5.806401854124852
YH-13,3.1220900345505584,-25.576924678427133,4.8734799835463605,2.6613274523556747,9.914572166933171,0.21681328647620063,5.845742498241719
TE-1,2.7059670441022425,54.17888567157593,4.89151088332673,2.28828516921322,9.410916720254098,0.1648347520940842,5.779761884130584
TE-8,1.9040271863391496,167.36524946842798,4.665134306339621,2.1805417244104053,9.423818393140685,0.12981826681012074,5.945006646324795
SiHa,3.033942676840823,141.15840396116369,4.557667912818791,1.9178916677801998,9.490507195294775,0.15917510898006731,5.834897544949556
SCC-9,1.499370699805214,57.52706627348783,5.012413712919236,2.6025226966085295,10.255353656908314,0.2361950898978251,5.597126963951441
SNU-182,3.2041415848779122,81.51317572478783,5.009974005593644,2.286299023448951,9.582317526059883,0.22224020932847904,5.868528300420397
SK-N-SH,2.4524917664483685,109.75594451429131,4.680789456495253,1.9282548192679145,9.228914160171499,0.2555781137759586,5.731978300157187
MS-1,2.850635765672256,185.09019500696235,4.398254898423413,1.2170947725086447,8.880548640043415,0.2785607835095529,5.436833822635731
MZ2-MEL,1.4603344535188718,119.2764237949145,4.535379468622635,1.6560770849604953,9.34855798495802,0.21035035068004088,5.437587053957527
MOLM-13,1.5119782850911552,281.20061499475753,4.294909112041728,0.7974177866889598,8.860567520354582,0.29943723196542915,5.201329944819691
U-698-M,1.2973444052539431,302.9327509322267,4.118502507430831,0.4686990562823301,8.180164933589882,0.3123990725185812,5.389593826429903
WM793B,1.5727739469978321,127.76064559968984,4.624648787058141,2.218541555499115,9.563393027493639,0.3042908423022197,5.531924117933593
YAPC,1.5201985260169577,73.37605891940734,4.774814820637719,2.30047327097162,9.643535136054023,0.1823119624652764,5.584211764689373
TE-10,3.2042403767800662,7.968479146556319,4.8132484604479515,2.4354098652131597,9.733780727483555,0.16463273226537684,5.503686602424595
TE-9,2.0444481753352024,-4.715864405699449,4.739722710321972,2.3831782736633396,9.69779128016505,0.16846121905251063,5.540638042199597
SLVL,1.4280971686344743,38.824089489323285,4.335238154293216,0.6223161925777296,8.910155820449809,0.27095511046895887,5.563466559613618
SNU-449,3.081438485247947,113.09295311447383,4.641326774355389,2.219058264675805,9.65862514887835,0.19401112117515643,5.853050074837528
SW780,1.5272378509389246,51.73276629098527,4.758417850940953,2.3981771645741947,9.656092336943466,0.20972403328087036,5.398302514041055
SK-N-FI,1.6207283505555843,169.51336700296324,4.423907024616723,1.32916534933157,9.196206796276082,0.2336755143749721,5.946874144436048
MV-4-11,2.6668806940386136,256.82173662823783,4.234385969214801,0.647586540476115,8.652541946055576,0.2859209153551452,5.32610055925571
MZ1-PC,3.202596368176612,-30.94409804471914,4.807672229522196,2.6011589068163845,10.001589876810083,0.27528222993843143,5.868286609022752
MOLT-4,1.527754394953262,177.976013474026,4.034209059198967,0.5683915270293249,8.13917370016623,0.2776304702376657,5.549383458847933
UACC-893,4.8600965151098594e-14,230.79174401507322,4.640158636461223,1.7421506820476753,9.394173938702716,0.1694866661687385,6.067689964342747
WM278,3.083167933481761,74.44946056819057,4.946916325863582,2.577046959662815,9.847769932754442,0.21419609418826016,5.838162742722283
ZR-75-30,1.536479961760623,144.12791306070687,4.550505549533515,1.1705234435196,9.157828986694087,0.24787686363256417,6.0658670863875495
TOV-21G,1.6254294873398552,59.75165213082278,4.744587640081281,2.4369079964911347,9.558317220389391,0.17571506446409055,6.108917150070025
TGBC11TKB,1.450103936517501,210.79419287400503,4.326745037498972,1.5886047082688097,9.23648506463429,0.13203099985981948,5.7393109916976925
SNB75,3.0973481498460544,22.081518762172067,4.879392888059307,2.5052842878512047,9.898848668103765,0.1957117225069881,6.062748954933027
SW900,3.2376303656407988,-67.98397317993317,4.925584766436572,2.0090224468233906,9.649991114827488,0.1666970720934943,5.650950853562839
SK-HEP-1,3.0731538684600532,79.8119141774373,4.859755754026928,2.58158788017909,9.925060221156524,0.24176846446020733,5.481101264942376
ML-1,3.0942774550509924,38.68014564689253,4.824274615349893,2.3559569659198654,9.82277712528067,0.19250094629156064,5.850306773490823
MG-63,2.9615420195402358,13.770415008044779,4.676515937988903,2.34433951563324,9.607928703059354,0.16496155526805706,5.646679823205526
M059K,3.185015486031328,131.03173441419563,4.86847073621941,2.50998523590202,9.790273689900042,0.19343625437119158,5.740169835270416
VCaP,2.3126580058057478,266.9908775123336,4.37056628046337,1.166236071403745,8.580794521454404,0.2411962643626262,5.511765087774543
WSU-NHL,1.480610347537097,252.33595696639895,4.373537702589809,0.6115180242128648,8.629367155532643,0.30000783667385683,5.477523501480533
YKG-1,1.7015631755949143,115.4567673551673,4.739499264309172,2.3989796333807805,9.615874183386326,0.16972749584442895,5.736570972586193
TE-12,3.182575063924518,179.76711521118614,4.800293153698113,2.3685612244835648,9.554132863865288,0.15234833968368286,5.777513977855372
THP-1,1.5084001986662492,246.5435099076266,4.4316344732468735,1.2044693820555397,9.104937790463651,0.22802682639247235,5.287748880650835
SNU-475,1.627849480120802,-45.739571981062,4.687997255967839,2.28166093995214,9.669770882116392,0.15205411084431814,5.667601501678812
SUP-B15,1.453460810166773,117.08070169195341,4.5032809569924,0.6421188879144899,9.117402500939322,0.3074410783498203,5.5504450063573
SK-OV-3,3.1024924314568665,86.95151061011344,4.716649048163973,2.1151093228272,9.382680073801556,0.2354154042581405,5.763945164504914
ST486,1.4647639702478126,295.4832508240702,4.097120204533125,0.49689774394573494,7.928001522852673,0.24999827322619247,5.7125103686963365
ML-2,1.6206582058198769,281.1559968952334,4.144396543885318,0.6231054418528201,8.591523955284085,0.23256927990773116,5.480563145816788
MHH-PREB-1,1.503767235156882,306.15408635312997,4.196943988272223,0.49551022853137994,8.185759254339613,0.24943355285904828,5.483322406036856
U-266,1.537762397838994,279.3021775971652,4.3795604460134445,0.66210150131888,8.514486034115405,0.3071282691953275,5.497583129245675
VAL,1.513713228587663,298.4121432339821,4.334183477937206,0.5800750979052949,8.38721788089292,0.33660472583332635,5.553123284438546
WM35,2.997496408916935,159.84504805348172,4.683131555111257,1.83875531770851,9.576606460992826,0.17470905194252312,5.762740873838644
U031,1.5793324064060712,216.9131238066596,5.038770097846913,2.448616691475665,9.983889842359883,0.19015605459500157,5.833260292496783
TE-11,2.1570124922210048,-6.057580028025882,4.85453591428546,2.4717973214937246,9.79156823266329,0.2006611683799271,5.29632655736036
T-T,3.1336032329254557,52.268440337387005,4.498308904988576,2.2265989447039503,9.487481451719887,0.13517427497967324,5.864720751163084
SU-DHL-8,1.4571722089708852,149.6867859964418,3.922677204557061,0.46008117801577497,7.692542473566858,0.29501067418264504,5.436139554475037
SK-MEL-24,3.0249190968123134,175.91602811825842,4.7768752654184725,2.4819042594295055,9.75896765141046,0.19563905311581084,5.780358672195481
SW837,3.1545299263100848,71.02172969575676,4.776465244794367,2.355306396478385,9.67321873046017,0.1855003130160215,5.664016394535366
T-24,1.729585635044449,59.26391336911894,4.8891496731520645,2.5495527415573953,9.680105827370415,0.1498409042931989,5.442039319936692
MRK-nu-1,3.0427905468717196,169.91043525921282,4.40036623077148,0.942490842351065,8.718416903752725,0.2130303907983557,5.806269126059101
MCF7,1.5332616252875944,254.50399019939164,4.380558220170118,1.161293866029995,8.756575391824247,0.20667245293955305,6.275632580968105
UM-UC-3,3.153876913840409,206.08872181573594,4.470309940676852,1.488367048348955,9.173789548971117,0.16979338268391306,5.371700757246551
VM-CUB-1,1.548094676721564,190.20038338853877,4.757964177907554,2.3535362983809853,9.488276248908731,0.14537778724882514,5.776239940145684
WIL2-NS,1.556223766439036,170.752043595663,4.293298746745046,0.6363038469886999,8.627362795347091,0.2230315964102616,5.432734601996392
SBC-1,1.7761016772838287,14.973674902336938,4.401572804818312,1.2674003238335443,9.031057841937075,0.2551180375934466,5.852687723276331
TE-15,1.4790780789578881,-46.51773171715348,4.847550445158595,2.483352254559225,9.853630352766176,0.2522562924282698,5.489325845026215
TT2609-C02,2.9731739063083813,20.69192679697207,4.577272518854764,2.4250838881606445,9.619317080820743,0.16630315753157626,5.863618600962117
SK-MEL-5,1.787253857651351,275.42848239973864,4.5096423777066805,2.0727988518255542,9.385213882992419,0.21447609416567717,5.658284916812718
SW1990,7.723225641901658e-14,95.33149309081325,4.954362580416944,2.3655206551421744,9.964582674219969,0.17152106154019023,5.646897340860378
SW620,1.5131199434945146,176.1263534407485,4.542448211815135,1.4676808972717597,9.039695963119579,0.21905702492292134,5.6145536679737305
T47D,2.235125762666944e-14,183.3305612329349,4.5625964731282345,1.5093512408548544,8.989067571400428,0.17639583474303927,6.160995356444145
MKN28,3.0082278238873505,132.15668923800058,4.537625371500628,1.42262785961498,9.333750564398825,0.13202571501752847,5.908605969428753
MMAC-SF,3.0041616675525895,165.92127295472932,4.582205631350069,1.8127780194007401,9.586561823975792,0.19989491094913311,6.035132684830239
U251,3.222768177130316,221.14978931260416,4.880835369302362,2.3512360096737654,9.752503263664092,0.18068325355051176,5.686705498129129
VA-ES-BJ,2.9732629730164364,76.4377936870468,4.808763715259216,2.275925341483314,9.719382650519917,0.2222797396370116,5.915941638851206
WSU-DLCL2,1.48558072156531,293.1490329109913,4.25202501191259,0.4941315482519253,8.379290454160937,0.2961755468611231,5.435291430066225
SAS,1.529151125045346,198.80288466087984,4.78750212124166,2.2129621399453145,9.470147668926304,0.16804260142238558,5.732864712177378
TE-5,3.202816194557613,71.25515396949817,4.8305896553137275,2.412258345763095,9.560614790984872,0.19182388120458213,5.463233702849037
TUR,1.977277258931514,294.9290018233949,4.302215317952897,0.7308265121041999,8.900407409991619,0.23949490577094099,5.352671392052284
SJRH30,3.0989585548752174,52.03420025203906,4.4578657753017525,1.5616554626228498,9.167748050478087,0.28411435058598705,5.370498943647772
SW872,3.0872666699762332,33.44538697885881,4.809225359553437,2.5052393728212596,9.68443541737088,0.14045148595203602,6.024368156338211
SNU-387,3.200030394315305,109.01065132337024,4.899044115340366,2.5599505861160905,9.995431740913283,0.17061471178538812,5.837632588676781
T98G,3.104367193797273,83.720855885581,4.713229915509955,2.2447439139052947,9.684362198767444,0.1602603310670954,5.875312280154091
MKN1,1.4724922577995256,128.3443453814517,4.820032500037108,2.21202146178687,9.65072710399253,0.17143837543956128,5.712181245642107
MC116,1.452187617664243,329.3487560632874,4.216321362451755,0.48654192535017016,8.285748483157617,0.2976282612203964,5.394650000364465
U-87-MG,3.004185644697597,-89.13331456992287,4.723655113697358,2.278630736040766,9.696559524500277,0.21910985055443644,5.796785438458993
UMC-11,1.721118286578533,225.49601525628944,4.4390198101439005,1.5895730357743851,9.49893660812197,0.27901759870438164,5.452238497438119
WM-266-4,3.0198861279137406,190.9293743712028,4.6622274144519285,2.259737221808935,9.566051699739822,0.21875784517789243,5.740423207631017
SCaBER,1.581336632807489,101.85640346285788,5.136924637258779,2.7233456170101746,10.3035239482803,0.2469518386462544,5.599413592939964
TE-6,2.190734481153322e-14,69.49499364322142,4.616135009419614,2.238058244196945,9.381765165905476,0.18095310872209724,5.369099005431631
