cell_line,phospho_netith,original_netith
NCI-H835,4.669588191132741,6.003513147427457
NCI-H838,4.66046838001478,5.746995849178938
NCI-H841,4.808572053784278,5.844022349378938
NCI-H847,4.671902406578979,5.50892282784178
NCI-H929,4.514062228652536,5.514113191588458
NCI-N87,4.561253398352484,5.22299440356463
NEC8,4.364013725640632,5.529948234574638
NH-12,4.85794664188454,5.707847092596718
NKM-1,4.522174874710634,5.5191458231104225
NMC-G1,4.859988094597262,5.975619027429437
NOMO-1,4.206992861084883,5.3518325703908225
NOS-1,4.785688937858543,5.778482159439737
NU-DUL-1,4.5661674993148935,5.4877242312490235
NUGC-3,4.763118902359308,5.724553104036959
NUGC-4,4.808862129002036,5.510864846535133
NY,4.789817612988875,5.597302939818007
OACM5-1,4.8654187383480005,5.686042579770609
OACp4C,4.595490359432535,5.289008418355588
OAW-28,4.63322695622079,5.516002279054049
OAW-42,4.788386384611025,5.742631652619492
OC-314,4.536691440831357,5.774473095323028
OCI-AML2,4.734901530822266,5.575495770344079
OCI-AML3,4.660639378961751,5.684344034319439
OCI-AML5,4.500647078585451,5.739561320669396
OCI-LY-19,4.659528927676323,5.291149591226937
OCI-LY7,4.569609942931516,5.548008177698454
OCI-M1,4.061171392676534,5.43590723424106
OCUB-M,4.788246207117847,5.843771818751356
OCUM-1,4.6720776899293845,5.651977042917966
OE19,4.774404411846946,5.584085888257451
OE21,4.797700240745707,5.743763762511584
OE33,4.74029796564648,5.499651938154628
ONS-76,4.7128778626763275,5.821992660431373
OPM-2,4.634323016202672,5.835144835103699
OS-RC-2,4.823704941278333,5.857640349168998
OSC-19,4.426454627247566,5.726257240078036
OSC-20,4.6716814385570515,5.880218012818367
OV-17R,4.687336049019299,5.86873684619869
OV-56,4.652164976768985,5.814314262473655
OV-7,4.971154414682105,5.851579523317853
OV-90,5.0911259452701865,5.807202356326806
OVCA420,4.847816505254651,5.862876277260888
OVCAR-3,4.691537724196274,5.773706591876181
OVCAR-4,4.765461515254685,5.832630778393366
OVCAR-5,4.822061304321716,5.677399945795788
OVCAR-8,5.044102399456576,5.705663331415357
OVISE,4.904123935214909,6.086098378052193
OVK-18,4.922974928352203,5.921239941073162
OVKATE,4.680244907978764,5.7185054899102274
OVMIU,4.963127561882477,5.738254453329604
OVTOKO,4.144779290611927,5.488700457750259
P12-ICHIKAWA,4.6716402399255905,5.655072729353118
P30-OHK,4.467527213913575,5.385849452984252
P31-FUJ,4.6192987529221865,5.302574386875454
P32-ISH,4.425915194223016,5.521912153091336
PA-1,4.699507937482501,5.788936064782089
PA-TU-8902,4.7121115833892535,5.498991048209789
PA-TU-8988T,4.310495199018096,5.844528180474816
PANC-02-03,4.5937326083396375,5.51681572826316
PANC-03-27,4.622381260561785,5.774923734086972
PANC-04-03,4.554512879649349,5.471242971540211
PANC-08-13,4.494891808463875,5.76550308645349
PANC-10-05,4.947863492112397,6.075211443117015
PC-14,4.715959119486798,5.902546534941464
PC-3,5.050826294832899,6.15735039205472
PCI-15A,4.439476493014391,5.288546733760445
PCI-30,4.471725607133271,5.452898215424626
PCI-4B,4.479086351649774,5.492375449317081
PCI-6A,4.824637407954759,5.667702943584555
PE-CA-PJ15,4.807477713973295,5.772741769694943
PEO1,4.861867797316574,6.209401395005007
PF-382,4.4598567977198655,5.5174781408644735
PFSK-1,4.884972390542675,5.611680054210417
PL-21,4.621870899680035,5.1656716882076275
PL4,4.671884700112992,5.478955060442705
PSN1,4.850704366390344,5.808160664203056
PWR-1E,5.005223508813753,6.023829183480499
QGP-1,5.001528441301525,5.959774358174489
QIMR-WIL,4.396366284815899,5.5681233241851995
RC-K8,4.546966167299159,5.339206821012645
RCC-AB,4.7907138917705705,5.678467014975096
RCC-ER,4.917583877210765,5.611906153474038
RCC-FG2,4.9232348291207835,5.735592544191789
RCC-JF,5.1516095954225225,5.651601082007786
RCC-JW,5.076342910974404,5.798978644502562
RCC-MF,4.5058609027230005,5.395720914079477
RCC10RGB,4.677672505178394,5.691763825521877
RCH-ACV,4.674746260243552,5.572595837393389
RCM-1,4.5955862534377925,5.476391141703575
RD,5.135443320662198,6.171823484668387
REH,4.520059737226435,5.4665212093744735
RERF-GC-1B,5.191720010006819,6.147531806131655
RERF-LC-KJ,4.869335018146636,5.640856031215309
RERF-LC-MS,4.678014195714235,5.722815749155222
RERF-LC-Sq1,4.831108580133271,5.715516159871113
RF-48,4.197852730322765,5.392228084303489
RH-1,5.042168483276991,6.05346662226926
RH-18,4.6492595870014135,5.7711533700983795
RH-41,4.706693650339004,5.373282239539904
RKN,4.727920972596264,5.767511806862213
RKO,3.998471290099725,5.045945182442264
RL,4.711432598144711,5.709354840032689
RL95-2,4.836563934667363,5.968221527081888
RMG-I,4.7099034402336315,5.887708821367595
RO82-W-1,4.776177697245521,5.928760608038305
ROS-50,4.508888320081214,5.406943698418645
RPMI-6666,4.482603834712522,5.504843508895185
RPMI-7951,4.906275647371723,5.906033201038289
RPMI-8226,4.79207458640287,5.95167174698668
RPMI-8402,4.502029771116426,5.343305748169673
RPMI-8866,4.453591325341101,5.449484919370521
RS4-11,4.641517022847378,5.542953909329469
RT-112,4.631105431533738,5.3997221536698845
RT4,4.900365775285444,5.916502414421184
RVH-421,4.753619510820406,5.9449408851223025
RXF393,4.355738343018893,5.589503540057562
Raji,4.519708532750043,5.379346924834394
Ramos-2G6-4C10,4.649742554525014,5.4853879935006775
SAS,4.6753260442967495,5.732864712177378
SAT,4.76854514485755,5.5309075589303545
SBC-1,4.8369223021491505,5.852687723276331
SBC-3,4.542981139372358,5.618902629824001
SBC-5,4.287051251014548,5.401336525520648
SCC-15,4.447327410189635,5.506611333084738
SCC-25,4.699569502198619,5.347083497741969
SCC-3,4.595157863693256,5.4081246828397
SCC-4,4.672983569166603,5.364726391638219
SCC-9,4.6567467005594985,5.597126963951441
SCC90,4.601994481423009,5.57979269979937
SCH,4.489153995140298,5.5240384765140185
SF126,5.126755404821429,6.205560548640006
SF268,4.552715343462598,5.624640192154753
SF295,4.547089697190184,5.514117343443156
SF539,4.64751073560766,5.603312458480874
SH-4,4.444458291897302,5.718352331586977
SHP-77,4.703647601285531,5.5267551706828355
SIG-M5,4.358163391084014,5.26069293709534
SIMA,4.679661603639023,5.762806185170598
SISO,4.617167426772662,5.716728921834723
SJRH30,4.649557328228404,5.370498943647773
SJSA-1,4.507420447514797,5.971873792339089
SK-CO-1,4.767535316063803,5.7513137383313016
SK-ES-1,4.360360067915618,5.484805149065565
SK-GT-2,4.8217161110425195,5.856579956472717
SK-GT-4,4.88232337811764,5.638955647009203
SK-HEP-1,4.563997506356868,5.481101264942376
SK-LMS-1,4.844415432879187,5.749721050941785
SK-LU-1,4.63347132960314,5.531785676611282
SK-MEL-1,4.611216233343438,5.643462955786391
SK-MEL-2,4.840300932682236,5.926340968899739
SK-MEL-24,4.85236659091717,5.780358672195481
SK-MEL-28,4.7207675447289805,5.9919542972301745
SK-MEL-3,4.883643949968083,5.850589106288449
SK-MEL-30,4.7971113306766995,5.707939084754788
SK-MEL-31,4.931755726337959,5.859752745864662
SK-MEL-5,4.631935557750207,5.658284916812717
SK-MES-1,4.856084156716601,6.088347336831295
SK-MG-1,4.9363735187814815,5.8803967900051655
SK-MM-2,4.590100306105208,5.780878151765246
SK-N-AS,4.806592089888934,5.555780703082249
SK-N-DZ,4.262792796452024,5.372061284977934
SK-N-FI,4.785530288444583,5.946874144436049
SK-N-SH,4.874145673009313,5.731978300157187
SK-OV-3,4.673084227733421,5.763945164504913
SK-PN-DW,4.835352658971473,5.808094498336094
SK-UT-1,4.607680967000216,6.110884500822548
SKG-IIIa,4.663173106657776,5.508709406299175
SKM-1,4.695265869145808,5.606383118676086
SKN,5.102782364996752,6.262475177490133
SKN-3,4.651662320690546,5.589372119799613
SLVL,4.271743777549856,5.563466559613617
SN12C,4.6882088576007,5.4518215018624145
SNB75,4.964265566673071,6.062748954933029
SNG-M,4.899928500225494,5.85873430951937
SNU-1040,4.664858834779812,5.7413182641324925
SNU-175,4.636986193009802,5.244431402580305
SNU-283,4.748229193905006,5.811047090539383
SNU-387,4.7419817316124755,5.837632588676782
SNU-398,4.911568100301995,5.864414802641883
SNU-407,4.874850624241239,5.888549927004222
SNU-423,4.951850493921416,6.120165782829977
SNU-449,4.913836188941172,5.853050074837528
SNU-61,4.466850450466375,5.5036071248255825
SNU-81,4.821711941488004,5.614634902165398
SNU-C1,4.768251893606033,5.558083439528317
SNU-C2B,5.046778890100613,5.992536568966466
SNU-C5,4.680141216843196,5.5522153724935555
SR,4.446521493058976,5.647464113371147
ST486,4.615991439494112,5.712510368696335
STS-0421,4.947866220357788,5.791127632003738
SU-DHL-1,4.31795739049804,5.534462607410504
SU-DHL-10,4.446999207066295,5.362924024998111
SU-DHL-16,4.532689623090989,5.40234252962037
SU-DHL-4,4.5424084181625215,5.360193321010416
SU-DHL-5,4.798376958984461,5.606435446528325
SU-DHL-6,4.503451406882439,5.446018641736709
SU-DHL-8,4.6445821914313985,5.436139554475037
SU8686,4.647598424563318,5.8458313156427915
SUIT-2,4.491813356437479,5.574113009947033
SUP-B15,4.741624434305217,5.5504450063573
SUP-B8,4.621920786550131,5.443315310891229
SUP-HD1,4.184583431342779,5.829993063597775
SUP-M2,4.234657170246051,5.600968703857996
SUP-T1,4.864428804830078,5.775514740448701
SW1088,4.891002280660483,6.080130723072373
SW1116,4.553940621460578,5.478228060271126
SW1271,4.654587693556146,6.045149530202124
SW13,5.0414330475872795,6.346254007534372
SW1417,4.456839649125946,5.327846839041872
SW1463,4.890096351514895,5.640354937924079
SW156,4.657941573181222,5.652866264517196
SW1573,4.561533565192521,5.449382376496443
SW1710,4.458934935782547,5.7547750496185515
SW1783,4.849695037378425,5.995425184524608
SW1990,4.890542748166496,5.646897340860379
SW48,4.7676890515548145,5.663730555297838
SW620,4.436674756448037,5.614553667973729
SW626,4.732625431980402,6.135262428446064
SW684,4.803691780093062,5.821623282523552
SW756,4.471686985890983,5.573723845701257
SW780,4.5869491156269255,5.398302514041055
SW837,4.604391772669488,5.664016394535368
SW872,5.020964513168234,6.024368156338209
SW948,4.640968943841703,5.312828426114061
SW954,4.5964835703841835,5.629461193970842
SW962,4.702930211333977,5.8752485415460125
SW982,4.738203665435805,6.068483209766215
Saos-2,4.836050582161282,5.682106772400629
SiHa,4.877293963794946,5.834897544949555
T-T,4.658464480574425,5.864720751163085
T47D,5.117548813775432,6.160995356444143
T84,4.41237518893652,5.325475123602602
T98G,4.675297952631609,5.87531228015409
TC-71,4.551272934660423,5.430770639356038
TC-YIK,4.49314710018949,5.487047654404158
TCCSUP,5.078806360989732,6.029162045975338
TE-1,4.495877067221624,5.779761884130585
TE-10,4.718967093212993,5.503686602424596
TE-11,4.448548785545501,5.296326557360358
TE-12,4.718077619433512,5.777513977855373
TE-15,4.721495931985679,5.489325845026216
TE-4,4.700510107847804,5.618899278367342
TE-441-T,4.976043011691358,5.3483785767434595
TE-5,4.637391555671533,5.463233702849037
TE-6,4.561972239164509,5.3690990054316305
TE-8,4.926401347471036,5.945006646324795
TE-9,4.625953677605317,5.540638042199597
TGBC11TKB,4.724678984704886,5.7393109916976925
TGBC1TKB,4.900840531554326,6.045636242157482
TGBC24TKB,4.759861764056411,5.718810090918347
TGW,4.663942128433213,5.641689417078319
THP-1,4.283379443201467,5.287748880650834
TK,4.682888429079286,5.312936817198446
TK10,4.606756964174408,5.958578331782486
TOV-112D,4.490094899742433,5.2663423554927915
TOV-21G,4.936039457746478,6.108917150070027
TT,4.653868405752336,5.671741817136501
TT2609-C02,4.9044283014983865,5.863618600962118
TUR,4.171113870947191,5.352671392052285
TYK-nu,4.387425737163189,5.735505600171667
U-118-MG,4.915539986096117,5.796339162592076
U-2-OS,4.866909502201717,5.797707292491432
U-266,4.418584814897365,5.497583129245674
U-698-M,4.566774094416625,5.389593826429903
U-87-MG,4.7000544632679215,5.796785438458995
U031,4.955168349224238,5.833260292496781
U251,4.663906751100812,5.686705498129126
UACC-257,4.830202099448708,5.764303449914136
UACC-62,4.993951472120374,5.803105088050006
UACC-812,4.662299075952198,6.104291230750387
UACC-893,5.061057717612046,6.0676899643427475
UM-UC-3,4.570811340892684,5.371700757246548
UMC-11,4.36570072309678,5.452238497438117
UWB1.289,4.915776433650588,6.089694168319154
VA-ES-BJ,4.6229855416816825,5.915941638851207
VAL,4.725467577723595,5.553123284438545
VCaP,4.052178798706513,5.511765087774543
VMRC-LCD,4.45330761874217,6.015512371651378
VMRC-RCZ,4.749522686175173,5.799617797585596
WIL2-NS,4.751605579714651,5.432734601996391
WM-115,4.784433557860593,5.708666339163167
WM1552C,4.723352198537409,5.806401854124853
WM278,5.056115189435572,5.838162742722284
WM35,4.904617765896885,5.762740873838645
WM793B,4.73654420500777,5.531924117933594
WSU-DLCL2,4.603372697405551,5.435291430066226
WSU-NHL,4.454059214071302,5.477523501480533
YAPC,4.627847167536286,5.584211764689374
YH-13,4.866699030777674,5.845742498241719
YKG-1,4.594953954794679,5.736570972586193
YT,4.497011471309068,5.459966866909876
ZR-75-30,4.919325398376601,6.0658670863875495
huH-1,4.783513062608884,5.581446317537665
no-10,5.123604655680145,6.045272612117635
no-11,4.870250409363065,5.766862567342221
