k,combo,tfs,n_tfs,delta_netith_pred,abs_delta
3,ATF4+SFPQ+DNMT3B,"ATF4,DNMT3B,SFPQ",3,-0.15134709567314608,0.15134709567314608
4,RARG+SFPQ+HOXC13+ZNF165,"HOXC13,RARG,SFPQ,ZNF165",4,-0.15134494803450602,0.15134494803450602
4,ATF4+SMAD7+RARG+SFPQ,"ATF4,RARG,SFPQ,SMAD7",4,-0.1512598465596816,0.1512598465596816
3,ATF4+PAX3+NFIA,"ATF4,NFIA,PAX3",3,-0.15124178286422107,0.15124178286422107
3,PAX3+ZBTB20+SRF,"PAX3,SRF,ZBTB20",3,-0.15122016874666622,0.15122016874666622
3,PAX3+DNMT3B+AEBP1,"AEBP1,DNMT3B,PAX3",3,-0.15119911963349686,0.15119911963349686
4,SMAD7+DNMT3B+NFIA+ZNF202,"DNMT3B,NFIA,SMAD7,ZNF202",4,-0.15115937623101433,0.15115937623101433
4,PAX3+SMAD7+RARG+AEBP1,"AEBP1,PAX3,RARG,SMAD7",4,-0.15111187052003242,0.15111187052003242
4,SFPQ+DNMT3B+SRF+HOXC13,"DNMT3B,HOXC13,SFPQ,SRF",4,-0.1511081941085486,0.1511081941085486
4,RARG+NFIA+SRF+AEBP1,"AEBP1,NFIA,RARG,SRF",4,-0.15110184744326666,0.15110184744326666
3,ATF4+NPM1+ZNF165,"ATF4,NPM1,ZNF165",3,-0.1510878463348374,0.1510878463348374
3,ATF4+HEYL+HOXC13,"ATF4,HEYL,HOXC13",3,-0.1510529222988228,0.1510529222988228
4,PAX3+NFIA+SRF+HOXC13,"HOXC13,NFIA,PAX3,SRF",4,-0.15100288129962358,0.15100288129962358
4,ATF4+FOXP3+HEYL+DNMT3B,"ATF4,DNMT3B,FOXP3,HEYL",4,-0.15096817740872823,0.15096817740872823
3,FOXP3+SMAD7+ZBTB20,"FOXP3,SMAD7,ZBTB20",3,-0.1509578160642428,0.1509578160642428
4,ATF4+PAX3+HEYL+ZNF202,"ATF4,HEYL,PAX3,ZNF202",4,-0.150956146940404,0.150956146940404
4,SMAD7+HEYL+DNMT3B+HES1,"DNMT3B,HES1,HEYL,SMAD7",4,-0.15092869228516467,0.15092869228516467
3,NFIA+ZNF202+AEBP1,"AEBP1,NFIA,ZNF202",3,-0.15091471340598345,0.15091471340598345
4,SRF+NPM1+HOXC13+ZNF165,"HOXC13,NPM1,SRF,ZNF165",4,-0.1508489447702399,0.1508489447702399
4,SMAD7+SFPQ+ZNF202+HOXC13,"HOXC13,SFPQ,SMAD7,ZNF202",4,-0.1508338109578009,0.1508338109578009
4,ATF4+FOXP3+PAX3+SFPQ,"ATF4,FOXP3,PAX3,SFPQ",4,-0.1508314727009131,0.1508314727009131
4,PAX3+SMAD7+SFPQ+HES1,"HES1,PAX3,SFPQ,SMAD7",4,-0.15079198757734957,0.15079198757734957
4,SFPQ+HES1+NFIA+SRF,"HES1,NFIA,SFPQ,SRF",4,-0.15078196450058384,0.15078196450058384
4,ATF4+SMAD7+SRF+NPM1,"ATF4,NPM1,SMAD7,SRF",4,-0.15076384329541548,0.15076384329541548
3,STAT1+FOXP3+RARG,"FOXP3,RARG,STAT1",3,-0.15076340311836303,0.15076340311836303
4,FOXP3+SMAD7+NFIA+HOXC13,"FOXP3,HOXC13,NFIA,SMAD7",4,-0.15074052861720016,0.15074052861720016
3,HEYL+HES1+AEBP1,"AEBP1,HES1,HEYL",3,-0.15068402946013382,0.15068402946013382
4,HEYL+DNMT3B+NFIA+NPM1,"DNMT3B,HEYL,NFIA,NPM1",4,-0.15063745977090387,0.15063745977090387
4,RARG+DNMT3B+HES1+NFIA,"DNMT3B,HES1,NFIA,RARG",4,-0.15053962955048306,0.15053962955048306
4,FOXP3+SFPQ+ZNF202+AEBP1,"AEBP1,FOXP3,SFPQ,ZNF202",4,-0.1505044032426755,0.1505044032426755
4,PAX3+SFPQ+NFIA+NPM1,"NFIA,NPM1,PAX3,SFPQ",4,-0.15050075506308874,0.15050075506308874
3,ATF4+PAX3+ZNF165,"ATF4,PAX3,ZNF165",3,-0.1504175316264731,0.1504175316264731
4,SMAD7+DNMT3B+ZNF202+ZNF165,"DNMT3B,SMAD7,ZNF165,ZNF202",4,-0.1503351249932663,0.1503351249932663
4,HEYL+SFPQ+NPM1+HOXC13,"HEYL,HOXC13,NPM1,SFPQ",4,-0.15031189449769045,0.15031189449769045
4,FOXP3+ZBTB20+RARG+ZNF202,"FOXP3,RARG,ZBTB20,ZNF202",4,-0.15028311740574404,0.15028311740574404
4,RARG+SRF+AEBP1+ZNF165,"AEBP1,RARG,SRF,ZNF165",4,-0.15027759620551867,0.15027759620551867
4,RARG+SFPQ+HES1+HOXC13,"HES1,HOXC13,RARG,SFPQ",4,-0.15021406427726963,0.15021406427726963
4,PAX3+SRF+HOXC13+ZNF165,"HOXC13,PAX3,SRF,ZNF165",4,-0.1501786300618756,0.1501786300618756
4,ATF4+PAX3+SMAD7+SRF,"ATF4,PAX3,SMAD7,SRF",4,-0.1500935285870512,0.1500935285870512
3,ZNF202+AEBP1+ZNF165,"AEBP1,ZNF165,ZNF202",3,-0.15009046216823546,0.15009046216823546
4,PAX3+HEYL+DNMT3B+NFIA,"DNMT3B,HEYL,NFIA,PAX3",4,-0.14996714506253955,0.14996714506253955
4,SFPQ+HES1+SRF+ZNF165,"HES1,SFPQ,SRF,ZNF165",4,-0.1499577132628358,0.1499577132628358
3,ATF4+HES1+NPM1,"ATF4,HES1,NPM1",3,-0.14995696257760102,0.14995696257760102
4,FOXP3+SMAD7+HOXC13+ZNF165,"FOXP3,HOXC13,SMAD7,ZNF165",4,-0.14991627737945215,0.14991627737945215
4,HEYL+DNMT3B+NPM1+ZNF165,"DNMT3B,HEYL,NPM1,ZNF165",4,-0.14981320853315583,0.14981320853315583
4,SMAD7+ZNF202+SRF+AEBP1,"AEBP1,SMAD7,SRF,ZNF202",4,-0.14976645912881356,0.14976645912881356
4,HEYL+RARG+SFPQ+AEBP1,"AEBP1,HEYL,RARG,SFPQ",4,-0.1497405459329692,0.1497405459329692
4,HES1+SRF+NPM1+HOXC13,"HES1,HOXC13,NPM1,SRF",4,-0.14971806101300353,0.14971806101300353
4,RARG+DNMT3B+HES1+ZNF165,"DNMT3B,HES1,RARG,ZNF165",4,-0.14971537831273501,0.14971537831273501
4,PAX3+SFPQ+NPM1+ZNF165,"NPM1,PAX3,SFPQ,ZNF165",4,-0.14967650382534073,0.14967650382534073
4,PAX3+HEYL+SFPQ+HOXC13,"HEYL,HOXC13,PAX3,SFPQ",4,-0.14964157978932613,0.14964157978932613
4,ATF4+RARG+SRF+HOXC13,"ATF4,HOXC13,RARG,SRF",4,-0.14951560528697125,0.14951560528697125
3,ATF4+ZNF202+HOXC13,"ATF4,HOXC13,ZNF202",3,-0.14932847124968804,0.14932847124968804
3,ATF4+PAX3+HES1,"ATF4,HES1,PAX3",3,-0.1492866478692367,0.1492866478692367
4,HEYL+SRF+NPM1+AEBP1,"AEBP1,HEYL,NPM1,SRF",4,-0.1492445426687031,0.1492445426687031
4,ATF4+FOXP3+DNMT3B+ZNF202,"ATF4,DNMT3B,FOXP3,ZNF202",4,-0.1492437263595935,0.1492437263595935
4,SMAD7+DNMT3B+HES1+ZNF202,"DNMT3B,HES1,SMAD7,ZNF202",4,-0.14920424123602996,0.14920424123602996
4,RARG+HES1+SRF+AEBP1,"AEBP1,HES1,RARG,SRF",4,-0.1491467124482823,0.1491467124482823
4,PAX3+HEYL+DNMT3B+ZNF165,"DNMT3B,HEYL,PAX3,ZNF165",4,-0.1491428938247915,0.1491428938247915
4,PAX3+HES1+SRF+HOXC13,"HES1,HOXC13,PAX3,SRF",4,-0.1490477463046392,0.1490477463046392
4,ATF4+RARG+SFPQ+NPM1,"ATF4,NPM1,RARG,SFPQ",4,-0.14901347905043644,0.14901347905043644
3,HES1+ZNF202+AEBP1,"AEBP1,HES1,ZNF202",3,-0.14895957841099908,0.14895957841099908
4,DNMT3B+NFIA+ZNF202+NPM1,"DNMT3B,NFIA,NPM1,ZNF202",4,-0.1489130087217691,0.1489130087217691
4,PAX3+RARG+NPM1+AEBP1,"AEBP1,NPM1,PAX3,RARG",4,-0.14886550301078721,0.14886550301078721
4,HEYL+NFIA+ZNF202+ZNF165,"HEYL,NFIA,ZNF165,ZNF202",4,-0.1488584875972781,0.1488584875972781
4,FOXP3+SMAD7+HES1+HOXC13,"FOXP3,HES1,HOXC13,SMAD7",4,-0.14878539362221577,0.14878539362221577
4,FOXP3+SFPQ+NFIA+ZNF165,"FOXP3,NFIA,SFPQ,ZNF165",4,-0.14873381335778724,0.14873381335778724
4,ATF4+HEYL+SFPQ+SRF,"ATF4,HEYL,SFPQ,SRF",4,-0.14872220399998798,0.14872220399998798
3,FOXP3+ZBTB20+NPM1,"FOXP3,NPM1,ZBTB20",3,-0.14871144855499757,0.14871144855499757
3,SMAD7+SFPQ+AEBP1,"AEBP1,SFPQ,SMAD7",3,-0.14869079354233322,0.14869079354233322
4,HEYL+DNMT3B+HES1+NPM1,"DNMT3B,HES1,HEYL,NPM1",4,-0.14868232477591947,0.14868232477591947
4,SFPQ+ZNF202+NPM1+HOXC13,"HOXC13,NPM1,SFPQ,ZNF202",4,-0.1485874434485557,0.1485874434485557
4,PAX3+HEYL+SRF+AEBP1,"AEBP1,HEYL,PAX3,SRF",4,-0.14857422796033878,0.14857422796033878
2,ZBTB20+DNMT3B,"DNMT3B,ZBTB20",2,-0.14855675681886624,0.14855675681886624
4,PAX3+SFPQ+HES1+NPM1,"HES1,NPM1,PAX3,SFPQ",4,-0.14854562006810434,0.14854562006810434
4,FOXP3+NFIA+NPM1+HOXC13,"FOXP3,HOXC13,NFIA,NPM1",4,-0.14849416110795496,0.14849416110795496
4,ATF4+HEYL+RARG+DNMT3B,"ATF4,DNMT3B,HEYL,RARG",4,-0.14847986904988722,0.14847986904988722
3,SMAD7+ZBTB20+RARG,"RARG,SMAD7,ZBTB20",3,-0.14846950770540177,0.14846950770540177
4,ATF4+PAX3+RARG+SFPQ,"ATF4,PAX3,RARG,SFPQ",4,-0.1483431643420721,0.1483431643420721
3,DNMT3B+NFIA+HOXC13,"DNMT3B,HOXC13,NFIA",3,-0.1483394693718236,0.1483394693718236
4,FOXP3+SMAD7+HEYL+AEBP1,"AEBP1,FOXP3,HEYL,SMAD7",4,-0.14831187527791534,0.14831187527791534
4,SMAD7+RARG+NFIA+HOXC13,"HOXC13,NFIA,RARG,SMAD7",4,-0.14825222025835916,0.14825222025835916
4,PAX3+DNMT3B+NFIA+ZNF202,"DNMT3B,NFIA,PAX3,ZNF202",4,-0.14824269401340479,0.14824269401340479
4,DNMT3B+ZNF202+NPM1+ZNF165,"DNMT3B,NPM1,ZNF165,ZNF202",4,-0.14808875748402112,0.14808875748402112
4,HEYL+DNMT3B+ZNF202+HOXC13,"DNMT3B,HEYL,HOXC13,ZNF202",4,-0.1480538334480065,0.1480538334480065
3,FOXP3+PAX3+ZBTB20,"FOXP3,PAX3,ZBTB20",3,-0.14804113384663325,0.14804113384663325
4,RARG+SFPQ+ZNF202+AEBP1,"AEBP1,RARG,SFPQ,ZNF202",4,-0.1480160948838345,0.1480160948838345
4,PAX3+HEYL+DNMT3B+HES1,"DNMT3B,HES1,HEYL,PAX3",4,-0.14801201006755516,0.14801201006755516
4,SMAD7+NFIA+SRF+ZNF165,"NFIA,SMAD7,SRF,ZNF165",4,-0.14799586924392533,0.14799586924392533
4,FOXP3+SFPQ+DNMT3B+HOXC13,"DNMT3B,FOXP3,HOXC13,SFPQ",4,-0.14792915920851563,0.14792915920851563
4,FOXP3+RARG+NFIA+AEBP1,"AEBP1,FOXP3,NFIA,RARG",4,-0.14792281254323372,0.14792281254323372
4,PAX3+SFPQ+ZNF202+HOXC13,"HOXC13,PAX3,SFPQ,ZNF202",4,-0.1479171287401914,0.1479171287401914
4,ATF4+PAX3+SRF+NPM1,"ATF4,NPM1,PAX3,SRF",4,-0.147847161077806,0.147847161077806
4,FOXP3+PAX3+NFIA+HOXC13,"FOXP3,HOXC13,NFIA,PAX3",4,-0.14782384639959065,0.14782384639959065
4,HEYL+HES1+NFIA+ZNF202,"HES1,HEYL,NFIA,ZNF202",4,-0.14772760384004174,0.14772760384004174
4,FOXP3+NPM1+HOXC13+ZNF165,"FOXP3,HOXC13,NPM1,ZNF165",4,-0.14766990987020695,0.14766990987020695
4,FOXP3+SFPQ+HES1+NFIA,"FOXP3,HES1,NFIA,SFPQ",4,-0.14760292960055088,0.14760292960055088
4,ATF4+FOXP3+SMAD7+NPM1,"ATF4,FOXP3,NPM1,SMAD7",4,-0.14758480839538257,0.14758480839538257
4,ZNF202+SRF+NPM1+AEBP1,"AEBP1,NPM1,SRF,ZNF202",4,-0.14752009161956836,0.14752009161956836
3,DNMT3B+HOXC13+ZNF165,"DNMT3B,HOXC13,ZNF165",3,-0.1475152181340756,0.1475152181340756
4,SMAD7+HEYL+SFPQ+NFIA,"HEYL,NFIA,SFPQ,SMAD7",4,-0.14745881897137586,0.14745881897137586
3,ATF4+SMAD7+DNMT3B,"ATF4,DNMT3B,SMAD7",3,-0.1474301166592512,0.1474301166592512
4,SMAD7+RARG+HOXC13+ZNF165,"HOXC13,RARG,SMAD7,ZNF165",4,-0.14742796902061114,0.14742796902061114
4,PAX3+DNMT3B+ZNF202+ZNF165,"DNMT3B,PAX3,ZNF165,ZNF202",4,-0.14741844277565677,0.14741844277565677
4,SMAD7+DNMT3B+SRF+HOXC13,"DNMT3B,HOXC13,SMAD7,SRF",4,-0.14719121509465372,0.14719121509465372
3,HES1+NFIA+ZNF165,"HES1,NFIA,ZNF165",3,-0.14718898852611084,0.14718898852611084
2,ATF4+AEBP1,"AEBP1,ATF4",2,-0.14718545383422035,0.14718545383422035
4,FOXP3+RARG+AEBP1+ZNF165,"AEBP1,FOXP3,RARG,ZNF165",4,-0.1470985613054857,0.1470985613054857
4,FOXP3+PAX3+HOXC13+ZNF165,"FOXP3,HOXC13,PAX3,ZNF165",4,-0.14699959516184263,0.14699959516184263
4,ATF4+SFPQ+ZNF202+SRF,"ATF4,SFPQ,SRF,ZNF202",4,-0.14699775295085324,0.14699775295085324
4,DNMT3B+HES1+ZNF202+NPM1,"DNMT3B,HES1,NPM1,ZNF202",4,-0.14695787372678473,0.14695787372678473
3,SRF+HOXC13+AEBP1,"AEBP1,HOXC13,SRF",3,-0.14694655226962286,0.14694655226962286
4,ATF4+FOXP3+PAX3+SMAD7,"ATF4,FOXP3,PAX3,SMAD7",4,-0.14691449368701823,0.14691449368701823
4,ATF4+FOXP3+NFIA+SRF,"ATF4,FOXP3,NFIA,SRF",4,-0.14690447061025247,0.14690447061025247
4,HEYL+HES1+ZNF202+ZNF165,"HES1,HEYL,ZNF165,ZNF202",4,-0.14690335260229373,0.14690335260229373
4,SMAD7+HES1+NFIA+SRF,"HES1,NFIA,SMAD7,SRF",4,-0.14686498548668897,0.14686498548668897
4,FOXP3+DNMT3B+SRF+AEBP1,"AEBP1,DNMT3B,FOXP3,SRF",4,-0.14686180737952828,0.14686180737952828
4,PAX3+ZNF202+SRF+AEBP1,"AEBP1,PAX3,SRF,ZNF202",4,-0.14684977691120404,0.14684977691120404
4,FOXP3+SFPQ+HES1+ZNF165,"FOXP3,HES1,SFPQ,ZNF165",4,-0.14677867836280284,0.14677867836280284
4,ATF4+RARG+DNMT3B+ZNF202,"ATF4,DNMT3B,RARG,ZNF202",4,-0.14675541800075248,0.14675541800075248
4,SMAD7+SFPQ+DNMT3B+NPM1,"DNMT3B,NPM1,SFPQ,SMAD7",4,-0.14668908885811888,0.14668908885811888
4,SMAD7+HEYL+SFPQ+ZNF165,"HEYL,SFPQ,SMAD7,ZNF165",4,-0.14663456773362787,0.14663456773362787
4,FOXP3+SMAD7+ZNF202+AEBP1,"AEBP1,FOXP3,SMAD7,ZNF202",4,-0.14658742422878063,0.14658742422878063
4,PAX3+SMAD7+NFIA+NPM1,"NFIA,NPM1,PAX3,SMAD7",4,-0.14658377604919387,0.14658377604919387
4,FOXP3+HES1+NPM1+HOXC13,"FOXP3,HES1,HOXC13,NPM1",4,-0.14653902611297057,0.14653902611297057
3,SFPQ+NPM1+AEBP1,"AEBP1,NPM1,SFPQ",3,-0.146444426033088,0.146444426033088
4,SMAD7+HEYL+NPM1+HOXC13,"HEYL,HOXC13,NPM1,SMAD7",4,-0.14639491548379557,0.14639491548379557
3,DNMT3B+HES1+HOXC13,"DNMT3B,HES1,HOXC13",3,-0.14638433437683923,0.14638433437683923
4,ATF4+FOXP3+RARG+HOXC13,"ATF4,FOXP3,HOXC13,RARG",4,-0.1463365703869383,0.1463365703869383
4,SMAD7+RARG+HES1+HOXC13,"HES1,HOXC13,RARG,SMAD7",4,-0.14629708526337476,0.14629708526337476
4,PAX3+DNMT3B+HES1+ZNF202,"DNMT3B,HES1,PAX3,ZNF202",4,-0.14628755901842042,0.14628755901842042
4,RARG+SFPQ+NFIA+ZNF165,"NFIA,RARG,SFPQ,ZNF165",4,-0.14624550499894623,0.14624550499894623
3,ZBTB20+RARG+NPM1,"NPM1,RARG,ZBTB20",3,-0.14622314019615656,0.14622314019615656
4,ATF4+FOXP3+SRF+ZNF165,"ATF4,FOXP3,SRF,ZNF165",4,-0.14608021937250448,0.14608021937250448
4,FOXP3+HEYL+NPM1+AEBP1,"AEBP1,FOXP3,HEYL,NPM1",4,-0.14606550776867017,0.14606550776867017
4,SMAD7+HES1+SRF+ZNF165,"HES1,SMAD7,SRF,ZNF165",4,-0.14604073424894093,0.14604073424894093
4,PAX3+SMAD7+SFPQ+DNMT3B,"DNMT3B,PAX3,SFPQ,SMAD7",4,-0.14601877414975456,0.14601877414975456
4,SFPQ+DNMT3B+NFIA+SRF,"DNMT3B,NFIA,SFPQ,SRF",4,-0.1460087510729888,0.1460087510729888
4,RARG+NFIA+NPM1+HOXC13,"HOXC13,NFIA,NPM1,RARG",4,-0.14600585274911396,0.14600585274911396
4,FOXP3+RARG+HES1+AEBP1,"AEBP1,FOXP3,HES1,RARG",4,-0.14596767754824935,0.14596767754824935
3,ATF4+HEYL+NFIA,"ATF4,HEYL,NFIA",3,-0.14595347926326302,0.14595347926326302
3,HEYL+ZBTB20+SRF,"HEYL,SRF,ZBTB20",3,-0.14593186514570813,0.14593186514570813
3,HEYL+DNMT3B+AEBP1,"AEBP1,DNMT3B,HEYL",3,-0.1459108160325388,0.1459108160325388
4,FOXP3+PAX3+HES1+HOXC13,"FOXP3,HES1,HOXC13,PAX3",4,-0.14586871140460625,0.14586871140460625
4,SMAD7+HEYL+RARG+AEBP1,"AEBP1,HEYL,RARG,SMAD7",4,-0.14582356691907433,0.14582356691907433
3,PAX3+SFPQ+AEBP1,"AEBP1,PAX3,SFPQ",3,-0.14577411132472368,0.14577411132472368
4,PAX3+SMAD7+NPM1+ZNF165,"NPM1,PAX3,SMAD7,ZNF165",4,-0.14575952481144586,0.14575952481144586
4,NFIA+SRF+NPM1+ZNF165,"NFIA,NPM1,SRF,ZNF165",4,-0.1457495017346801,0.1457495017346801
4,SMAD7+SFPQ+NFIA+ZNF202,"NFIA,SFPQ,SMAD7,ZNF202",4,-0.14573436792224115,0.14573436792224115
4,PAX3+SMAD7+HEYL+HOXC13,"HEYL,HOXC13,PAX3,SMAD7",4,-0.14572460077543126,0.14572460077543126
4,HEYL+NFIA+SRF+HOXC13,"HEYL,HOXC13,NFIA,SRF",4,-0.14571457769866553,0.14571457769866553
3,PAX3+ZBTB20+RARG,"PAX3,RARG,ZBTB20",3,-0.14555282548779225,0.14555282548779225
4,ATF4+FOXP3+HEYL+SFPQ,"ATF4,FOXP3,HEYL,SFPQ",4,-0.14554316909995504,0.14554316909995504
4,SMAD7+HEYL+SFPQ+HES1,"HES1,HEYL,SFPQ,SMAD7",4,-0.1455036839763915,0.1455036839763915
4,RARG+SFPQ+DNMT3B+HOXC13,"DNMT3B,HOXC13,RARG,SFPQ",4,-0.14544085084967462,0.14544085084967462
4,FOXP3+PAX3+HEYL+AEBP1,"AEBP1,FOXP3,HEYL,PAX3",4,-0.14539519306030585,0.14539519306030585
4,PAX3+RARG+NFIA+HOXC13,"HOXC13,NFIA,PAX3,RARG",4,-0.14533553804074964,0.14533553804074964
4,HEYL+SFPQ+NFIA+NPM1,"HEYL,NFIA,NPM1,SFPQ",4,-0.1452124514621307,0.1452124514621307
4,SFPQ+DNMT3B+SRF+ZNF165,"DNMT3B,SFPQ,SRF,ZNF165",4,-0.1451844998352408,0.1451844998352408
3,ATF4+DNMT3B+NPM1,"ATF4,DNMT3B,NPM1",3,-0.14518374915000598,0.14518374915000598
4,RARG+NPM1+HOXC13+ZNF165,"HOXC13,NPM1,RARG,ZNF165",4,-0.14518160151136594,0.14518160151136594
3,ATF4+HEYL+ZNF165,"ATF4,HEYL,ZNF165",3,-0.145129228025515,0.145129228025515
4,RARG+SFPQ+HES1+NFIA,"HES1,NFIA,RARG,SFPQ",4,-0.14511462124170987,0.14511462124170987
4,ATF4+SMAD7+RARG+NPM1,"ATF4,NPM1,RARG,SMAD7",4,-0.14509650003654154,0.14509650003654154
4,PAX3+NFIA+SRF+ZNF165,"NFIA,PAX3,SRF,ZNF165",4,-0.14507918702631578,0.14507918702631578
4,ATF4+FOXP3+HES1+SRF,"ATF4,FOXP3,HES1,SRF",4,-0.1449493356152681,0.1449493356152681
4,DNMT3B+SRF+NPM1+HOXC13,"DNMT3B,HOXC13,NPM1,SRF",4,-0.14494484758540851,0.14494484758540851
4,SMAD7+SFPQ+ZNF202+ZNF165,"SFPQ,SMAD7,ZNF165,ZNF202",4,-0.1449101166844931,0.1449101166844931
4,HEYL+SRF+HOXC13+ZNF165,"HEYL,HOXC13,SRF,ZNF165",4,-0.14489032646091748,0.14489032646091748
4,FOXP3+SMAD7+NFIA+ZNF165,"FOXP3,NFIA,SMAD7,ZNF165",4,-0.14481683434389236,0.14481683434389236
4,ATF4+SMAD7+HEYL+SRF,"ATF4,HEYL,SMAD7,SRF",4,-0.1448052249860931,0.1448052249860931
2,STAT1+SRF,"SRF,STAT1",2,-0.14468769980919238,0.14468769980919238
4,SMAD7+ZNF202+NPM1+HOXC13,"HOXC13,NPM1,SMAD7,ZNF202",4,-0.14467046443466083,0.14467046443466083
4,ATF4+FOXP3+PAX3+NPM1,"ATF4,FOXP3,NPM1,PAX3",4,-0.14466812617777303,0.14466812617777303
4,PAX3+SMAD7+HES1+NPM1,"HES1,NPM1,PAX3,SMAD7",4,-0.14462864105420947,0.14462864105420947
4,HES1+NFIA+SRF+NPM1,"HES1,NFIA,NPM1,SRF",4,-0.14461861797744374,0.14461861797744374
4,PAX3+HEYL+SFPQ+NFIA,"HEYL,NFIA,PAX3,SFPQ",4,-0.14454213675376637,0.14454213675376637
3,ATF4+PAX3+DNMT3B,"ATF4,DNMT3B,PAX3",3,-0.1445134344416417,0.1445134344416417
4,PAX3+RARG+HOXC13+ZNF165,"HOXC13,PAX3,RARG,ZNF165",4,-0.14451128680300163,0.14451128680300163
4,ATF4+PAX3+SMAD7+RARG,"ATF4,PAX3,RARG,SMAD7",4,-0.14442618532817722,0.14442618532817722
4,ATF4+RARG+NFIA+SRF,"ATF4,NFIA,RARG,SRF",4,-0.14441616225141146,0.14441616225141146
4,HEYL+SFPQ+NPM1+ZNF165,"HEYL,NPM1,SFPQ,ZNF165",4,-0.14438820022438265,0.14438820022438265
4,RARG+DNMT3B+SRF+AEBP1,"AEBP1,DNMT3B,RARG,SRF",4,-0.14437349902068727,0.14437349902068727
4,FOXP3+ZNF202+NPM1+AEBP1,"AEBP1,FOXP3,NPM1,ZNF202",4,-0.1443410567195354,0.1443410567195354
4,RARG+SFPQ+HES1+ZNF165,"HES1,RARG,SFPQ,ZNF165",4,-0.14429037000396183,0.14429037000396183
4,PAX3+DNMT3B+SRF+HOXC13,"DNMT3B,HOXC13,PAX3,SRF",4,-0.14427453287704417,0.14427453287704417
3,ATF4+NFIA+ZNF202,"ATF4,NFIA,ZNF202",3,-0.14422902821412828,0.14422902821412828
3,ZBTB20+ZNF202+SRF,"SRF,ZBTB20,ZNF202",3,-0.1442074140965734,0.1442074140965734
3,DNMT3B+ZNF202+AEBP1,"AEBP1,DNMT3B,ZNF202",3,-0.14418636498340406,0.14418636498340406
4,SMAD7+RARG+ZNF202+AEBP1,"AEBP1,RARG,SMAD7,ZNF202",4,-0.14409911586993962,0.14409911586993962
4,SFPQ+DNMT3B+HES1+SRF,"DNMT3B,HES1,SFPQ,SRF",4,-0.14405361607800443,0.14405361607800443
4,RARG+HES1+NPM1+HOXC13,"HES1,HOXC13,NPM1,RARG",4,-0.14405071775412956,0.14405071775412956
4,FOXP3+SMAD7+DNMT3B+HOXC13,"DNMT3B,FOXP3,HOXC13,SMAD7",4,-0.14401218019462075,0.14401218019462075
4,PAX3+SMAD7+ZNF202+HOXC13,"HOXC13,PAX3,SMAD7,ZNF202",4,-0.14400014972629652,0.14400014972629652
3,ATF4+HEYL+HES1,"ATF4,HES1,HEYL",3,-0.14399834426827862,0.14399834426827862
4,NFIA+ZNF202+SRF+HOXC13,"HOXC13,NFIA,SRF,ZNF202",4,-0.14399012664953076,0.14399012664953076
4,PAX3+HES1+NFIA+SRF,"HES1,NFIA,PAX3,SRF",4,-0.14394830326907943,0.14394830326907943
4,ATF4+FOXP3+SFPQ+ZNF202,"ATF4,FOXP3,SFPQ,ZNF202",4,-0.1438187180508203,0.1438187180508203
4,HES1+SRF+NPM1+ZNF165,"HES1,NPM1,SRF,ZNF165",4,-0.14379436673969573,0.14379436673969573
4,SMAD7+SFPQ+HES1+ZNF202,"HES1,SFPQ,SMAD7,ZNF202",4,-0.14377923292725675,0.14377923292725675
4,PAX3+SFPQ+DNMT3B+NPM1,"DNMT3B,NPM1,PAX3,SFPQ",4,-0.14377240664050933,0.14377240664050933
3,FOXP3+HOXC13+AEBP1,"AEBP1,FOXP3,HOXC13",3,-0.14376751736958993,0.14376751736958993
4,HEYL+HES1+SRF+HOXC13,"HES1,HEYL,HOXC13,SRF",4,-0.14375944270368113,0.14375944270368113
4,PAX3+HEYL+SFPQ+ZNF165,"HEYL,PAX3,SFPQ,ZNF165",4,-0.14371788551601833,0.14371788551601833
4,FOXP3+SMAD7+HES1+NFIA,"FOXP3,HES1,NFIA,SMAD7",4,-0.143685950586656,0.143685950586656
4,FOXP3+PAX3+ZNF202+AEBP1,"AEBP1,FOXP3,PAX3,ZNF202",4,-0.14367074201117108,0.14367074201117108
4,ATF4+RARG+SRF+ZNF165,"ATF4,RARG,SRF,ZNF165",4,-0.14359191101366348,0.14359191101366348
4,HEYL+RARG+NPM1+AEBP1,"AEBP1,HEYL,NPM1,RARG",4,-0.14357719940982916,0.14357719940982916
4,SFPQ+NFIA+ZNF202+NPM1,"NFIA,NPM1,SFPQ,ZNF202",4,-0.14348800041299592,0.14348800041299592
4,PAX3+HEYL+NPM1+HOXC13,"HEYL,HOXC13,NPM1,PAX3",4,-0.14347823326618606,0.14347823326618606
3,ATF4+ZNF202+ZNF165,"ATF4,ZNF165,ZNF202",3,-0.14340477697638027,0.14340477697638027
4,PAX3+RARG+HES1+HOXC13,"HES1,HOXC13,PAX3,RARG",4,-0.14338040304576524,0.14338040304576524
4,HEYL+SFPQ+HES1+NPM1,"HES1,HEYL,NPM1,SFPQ",4,-0.1432573164671463,0.1432573164671463
4,ZNF202+SRF+HOXC13+ZNF165,"HOXC13,SRF,ZNF165,ZNF202",4,-0.14316587541178277,0.14316587541178277
2,ZBTB20+SFPQ,"SFPQ,ZBTB20",2,-0.14313174851009305,0.14313174851009305
4,PAX3+HES1+SRF+ZNF165,"HES1,PAX3,SRF,ZNF165",4,-0.1431240520313314,0.1431240520313314
