drug,n,rho_original,p_original,rho_phospho,p_phospho,rho_kinase_only,p_kinase_only,rho_combined,p_combined,delta_phospho,delta_combined
Ruxolitinib,844,0.2747009523218146,4.454557829960345e-16,0.20303721222463794,2.649972268074798e-09,,,-0.07118600411821986,0.03867469445424469,-0.07166374009717663,-0.3458869564400344
PAK_5339,690,0.23519260745641413,3.9815754127366195e-10,0.16360325862076366,1.568470212893173e-05,,,-0.03815445033947543,0.3169318826608614,-0.07158934883565046,-0.2733470577958896
GSK2801,691,0.27900980873173165,8.028152524240626e-14,0.20756264163995566,3.663027458577774e-08,,,-0.06556076420018411,0.08504764387267125,-0.07144716709177598,-0.34457057293191573
Avagacestat,896,0.2553341889804527,8.40492326569097e-15,0.18389408139484498,2.9528021892289674e-08,,,-0.0827479520836779,0.013222916155712177,-0.0714401075856077,-0.3380821410641306
LCL161,839,0.1785420883644135,1.9323252507454548e-07,0.10729301235742875,0.001857302463970453,,,-0.07068133081002134,0.04067498271910854,-0.07124907600698474,-0.24922341917443483
Podophyllotoxin bromide,691,0.24497959439008488,6.673585999924932e-11,0.17373617424910595,4.354718292947193e-06,,,-0.03209203601105515,0.3996261494078689,-0.07124342014097892,-0.27707163040114
Mycophenolic acid,713,0.21081542281725085,1.3210362466341763e-08,0.1398145876060054,0.00018025185502090827,,,-0.05548337966700933,0.138856886687359,-0.07100083521124545,-0.2662988024842602
Bosutinib,892,0.29193000784200906,5.52102189638974e-19,0.2209312098685853,2.5273336676162355e-11,,,-0.07963229514507768,0.017370464118840623,-0.07099879797342376,-0.37156230298708676
ML323,838,0.254549434415941,7.357361734487152e-14,0.18361193108001422,8.656590338621283e-08,,,-0.060504574742853375,0.080033826872761,-0.0709375033359268,-0.3150540091587944
GSK591,897,0.20863983987349918,2.7974769582799643e-10,0.13785550081031583,3.430852957877037e-05,,,-0.06224419916531613,0.06240337405714674,-0.07078433906318335,-0.2708840390388153
Cediranib,900,0.15078611208161985,5.538114010481663e-06,0.08002023047765079,0.016344890396705978,,,-0.06444689437888196,0.053269553762043016,-0.07076588160396906,-0.2152330064605018
50869,691,0.2590902891410004,4.619785069641449e-12,0.18868549755972838,5.855729107776025e-07,,,-0.041692874566874066,0.2737501134274463,-0.07040479158127202,-0.3007831637078745
5-Fluorouracil,910,0.22986043673787535,2.2398184966867175e-12,0.15954227960401135,1.3169031113351847e-06,,,-0.07562886950568859,0.022514828259488563,-0.070318157133864,-0.30548930624356396
Entospletinib,840,0.12739077011163563,0.00021413545561925826,0.05761169891518715,0.09518769392279998,,,-0.03906198846653693,0.2581099229192933,-0.06977907119644848,-0.16645275857817257
OSI-027,902,0.06912536075569777,0.03792465806797513,-0.0004913922713707789,0.988241462581559,,,-0.0547957528592268,0.10004164570193942,-0.06961675302706855,-0.12392111361492456
Gefitinib,900,0.19263320901219222,5.6904299595799804e-09,0.12322303278563718,0.00021082082687047166,,,-0.07942732439587374,0.017159404351983102,-0.06941017622655504,-0.27206053340806596
PFI3,840,0.28141259108522376,9.368440673918175e-17,0.21245247958522775,4.989873115238764e-10,,,-0.055321729683371346,0.10910795184749812,-0.06896011149999601,-0.3367343207685951
IRAK4_4710,691,0.24320017504343697,9.238196832055777e-11,0.17441610217767833,3.989092858023088e-06,,,-0.06322156647309343,0.09680380639397645,-0.06878407286575863,-0.3064217415165304
UNC0638,707,0.32654350119041564,4.979559376547145e-19,0.2577637463174944,3.4120463885705124e-12,,,-0.08159085736887212,0.03006472295546027,-0.06877975487292126,-0.40813435855928776
Palbociclib,910,0.2662678849156553,3.10507136240385e-16,0.1980986028784662,1.6651441100227347e-09,,,-0.0729168351148332,0.027840302405979598,-0.06816928203718908,-0.3391847200304885
630600,691,0.23847282167704617,2.164643711542642e-10,0.17138293697483425,5.88365987879896e-06,,,-0.04194670355109622,0.2708373536867434,-0.06708988470221192,-0.2804195252281424
Staurosporine,910,0.062335396034627656,0.06015361498148927,-0.004616895025650501,0.8893841530666488,,,-0.05390878770148641,0.10412629114184678,-0.06695229106027815,-0.11624418373611406
ULK1_4989,689,0.13872950789599967,0.00025965065303796045,0.07207566981352204,0.05863433665848781,,,-0.0561674794290167,0.14080084978519142,-0.06665383808247763,-0.19489698732501637
AGK2,878,0.2023780072668021,1.4408216369969149e-09,0.13590900701194839,5.341670271966935e-05,,,-0.04648223165744756,0.16879076942765459,-0.06646900025485372,-0.24886023892424966
MK-8776,894,0.252454286928654,1.827371655757514e-14,0.18627887581929747,2.0104777396189264e-08,,,-0.0708716216593527,0.034111641331630395,-0.06617541110935654,-0.3233259085880067
EPZ004777,907,0.29147596697365286,3.2054891550075633e-19,0.22562282724257102,6.224414796551566e-12,,,-0.06865769535240153,0.038704597144269125,-0.06585313973108184,-0.36013366232605437
MIRA-1,908,0.2798277010649159,8.496378530230166e-18,0.2143279421269114,6.780632894458636e-11,,,-0.06710530540447737,0.0432197260175435,-0.0654997589380045,-0.3469330064693933
Afatinib,908,0.2035623764524212,5.999986884469929e-10,0.13888080326277896,2.6750193234110377e-05,,,-0.06330706216831533,0.0565310303273146,-0.06468157318964224,-0.26686943862073653
Sapitinib,908,0.11391868414726403,0.0005834597901786517,0.04925399018635551,0.138066958154614,,,-0.05322556210276207,0.10898439186364446,-0.06466469396090851,-0.1671442462500261
PRIMA-1MET,840,0.20113194604867635,4.080990146288094e-09,0.13652479261288228,7.200159329781987e-05,,,-0.054067415466453723,0.11738735924237258,-0.06460715343579407,-0.25519936151513006
Gallibiscoquinazole,691,0.2294013542152742,1.0549247395319642e-09,0.16495457883264852,1.3114883142276015e-05,,,-0.054971560169907945,0.14887793818488998,-0.06444677538262567,-0.28437291438518214
BIBR-1532,894,0.22440840765391298,1.1438386239397836e-11,0.16026421742301145,1.4622028832868442e-06,,,-0.056566768146536765,0.09096596576694706,-0.06414419023090154,-0.28097517580044973
Venetoclax,900,0.2851610763305469,2.6682371688173186e-18,0.22119207554577228,1.948623648494151e-11,,,-0.07492802666011524,0.024584015637940323,-0.0639690007847746,-0.3600891029906621
IAP_5620,688,0.12614515144114236,0.0009131759082437962,0.062329512366493256,0.10236315469216434,,,-0.06366680899916767,0.09519246590897462,-0.0638156390746491,-0.18981196044031
LJI308,897,0.26151291637093416,1.7160797087515684e-15,0.19778951167695474,2.3058896555001738e-09,,,-0.06345975608588177,0.0574486099968218,-0.06372340469397941,-0.32497267245681594
Romidepsin,691,0.11922950046354068,0.0016911902035401363,0.05557574516573807,0.1444561529174407,,,-0.05501702316321325,0.1485416665739281,-0.06365375529780261,-0.1742465236267539
AZD5582,828,0.13269146768918366,0.00012847046861504474,0.06909356972327815,0.04686271935428095,,,-0.07076784559135504,0.04176837882424177,-0.06359789796590551,-0.2034593132805387
AZD3759,908,0.16699156376789076,4.1792521152932585e-07,0.10361605496453945,0.0017697018446140237,,,-0.05902496373811087,0.07545289300169628,-0.06337550880335131,-0.22601652750600162
GDC0810,900,0.23939925851760313,3.385909333889739e-13,0.17680365860533986,9.353719777900188e-08,,,-0.06478343800424446,0.052035097934315704,-0.06259559991226327,-0.3041826965218476
VTP-B,713,0.24429508475467338,3.7870997338953316e-11,0.1818788028629987,1.0142666967847052e-06,,,-0.05223698758227466,0.16351724144905697,-0.06241628189167467,-0.296532072336948
Cyclophosphamide,899,0.2501046035643002,2.7452914086426252e-14,0.18815593999106492,1.3116641763114069e-08,,,-0.054212360017275654,0.10429044274952609,-0.06194866357323528,-0.30431696358157584
N30652-18-1,718,0.2986789190156172,2.9177346750975873e-16,0.23703960383537165,1.255824208940622e-10,,,-0.06674893269137393,0.0738647907586509,-0.06163931518024557,-0.36542785170699116
Lenalidomide,892,0.3358541348789367,5.851154540488453e-25,0.2744247318037485,7.102785659432394e-17,,,-0.07375842226373766,0.027608263976613874,-0.06142940307518824,-0.4096125571426744
CPI-637,716,0.2600810470238487,1.5589656659967987e-12,0.19872118251305274,8.244768995362778e-08,,,-0.0492959507709046,0.18764892053976487,-0.061359864510795975,-0.3093769977947533
Wnt-C59,840,0.24338514409135256,8.597738153082192e-13,0.18226347907441556,1.0419713332861945e-07,,,-0.03806225025019269,0.2705028000877151,-0.061121665016937,-0.28144739434154525
Paclitaxel,900,0.23976164579627057,3.1125768979387045e-13,0.1798808969723008,5.531976947751648e-08,,,-0.06991076943716391,0.0359958397805483,-0.059880748823969765,-0.3096724152334345
Olaparib,909,0.24834544934863337,3.041526359709738e-14,0.18870695028064072,9.855278560398024e-09,,,-0.05427115301935384,0.10200529912272548,-0.05963849906799265,-0.3026166023679872
KU-55933,898,0.26006376795796365,2.393591775862605e-15,0.200525000698267,1.3412942362337953e-09,,,-0.04805380528026425,0.15019671469559484,-0.059538767259696646,-0.3081175732382279
EHT-1864,885,0.20375219193954858,9.527728902302863e-10,0.14516653200668872,1.4547356146887172e-05,,,-0.046647485915235716,0.16559208653059584,-0.05858565993285986,-0.2503996778547843
Camptothecin,910,0.2737501893437021,4.1786155562849463e-17,0.21522267510069046,5.360604384757304e-11,,,-0.06269801417953577,0.058674835458014586,-0.05852751424301164,-0.3364482035232379
Teniposide,691,0.25252041379325396,1.6346774841294368e-11,0.1940043040725022,2.755562368828913e-07,,,-0.039199902236379196,0.30349236353924297,-0.058516109720751774,-0.29172031602963316
VSP34_8731,691,0.1660284511049144,1.1495086116006783e-05,0.10759246536356391,0.004634870810376519,,,-0.04045148025687683,0.28830258687412214,-0.05843598574135049,-0.20647993136179124
LMP744,691,0.288899719184183,9.461192225084114e-15,0.23060623264904864,8.580272813700657e-10,,,-0.05343549292250306,0.160583507359305,-0.05829348653513436,-0.34233521210668605
N27922-53-1,718,0.2669291569477187,3.5315330388452447e-13,0.2088083174770018,1.6256138585916795e-08,,,-0.057902314601602875,0.1211126810074193,-0.05812083947071689,-0.32483147154932157
Dabrafenib,896,0.21712572101204597,5.074775724089584e-11,0.15910475394171045,1.6980279738738024e-06,,,-0.06982319356621032,0.03664755414911743,-0.05802096707033552,-0.2869489145782563
GSK2830371A,691,0.25433358707745335,1.1574899706949317e-11,0.19641184234597778,1.945366742822864e-07,,,-0.06548071296157214,0.08542998955091409,-0.05792174473147557,-0.3198143000390255
Methotrexate,828,0.14779075048091408,1.9571829259573495e-05,0.09001100449216742,0.009558222775029768,,,-0.05779128805364363,0.09654877001244475,-0.05777974598874666,-0.2055820385345577
BPD-00008900,718,0.1841225772629518,6.778828896802372e-07,0.12634872565279828,0.0006905873326071082,,,-0.06866263412286013,0.0659422521430239,-0.057773851610153526,-0.25278521138581195
NU7441,887,0.2041689765928384,8.417263528851123e-10,0.14689839511572017,1.1195702388089025e-05,,,-0.04890306777067499,0.14559321243841697,-0.05727058147711822,-0.2530720443635134
AT13148,897,0.13488789522184988,5.061067020187379e-05,0.07774611215984556,0.01987117447968172,,,-0.057673852123474464,0.0842830375341117,-0.05714178306200432,-0.19256174734532433
MK-1775,909,0.28973445100718626,4.865718798804392e-19,0.23261782778945952,1.2356550002647127e-12,,,-0.04814990914785917,0.14690642487824493,-0.05711662321772673,-0.3378843601550454
Bromosporine,690,0.2257014868208357,2.0289318559309285e-09,0.16864196220789665,8.437660005121676e-06,,,-0.04760111547863127,0.2117309496763525,-0.05705952461293906,-0.273302602299467
Dihydrorotenone,689,0.1419642555776825,0.00018506447497387542,0.08513154863146276,0.025443477346517234,,,-0.051112674836848275,0.18021712596324685,-0.05683270694621974,-0.19307693041453078
WIKI4,899,0.1277245772544434,0.00012302554509493305,0.07101050164622409,0.033266110420915006,,,-0.056445923169602785,0.09075459127409995,-0.0567140756082193,-0.18417050042404617
THR-101,707,0.2925450581672727,2.035137780670978e-15,0.2358926222482526,2.139178095359701e-10,,,-0.06040446762576786,0.10854962006063283,-0.05665243591902011,-0.35294952579304056
Lestaurtinib,890,0.2627754523534405,1.6024601271402082e-15,0.206550372895591,4.954850780985851e-10,,,-0.05810410062378567,0.08319532141722091,-0.05622507945784952,-0.3208795529772262
Sorafenib,900,0.2838517578416764,3.856948530023414e-18,0.2278130713741622,4.644657285750982e-12,,,-0.07037440786963936,0.03477955581288306,-0.05603868646751417,-0.3542261657113157
Osimertinib,899,0.14593370675823092,1.1178231466982282e-05,0.0901163628976517,0.006856556861829883,,,-0.052912904134181926,0.11287358250643485,-0.055817343860579224,-0.19884661089241285
ZM447439,886,0.20969217830994508,2.9186742414650796e-10,0.15403255217639736,4.106141444452953e-06,,,-0.06652005676963879,0.04776908119695307,-0.05565962613354772,-0.27621223507958387
729189,691,0.1966170804829552,1.888094223087911e-07,0.1410399896126153,0.00019969950935291934,,,-0.03295579651346123,0.38705439675435105,-0.05557709087033991,-0.22957287699641643
JAK_8517,691,0.17115027556029505,6.060012273853492e-06,0.11561890227602292,0.002334772652649198,,,-0.042518555266087624,0.26435307180716366,-0.05553137328427213,-0.21366883082638266
I-BRD9,900,0.26044086474180833,2.0253573754833543e-15,0.2051815537220828,5.19454610469086e-10,,,-0.05414696396744523,0.10451624135940556,-0.05525931101972553,-0.31458782870925356
Temozolomide,908,0.30062012170452895,2.021909955715374e-20,0.24596848117413778,5.589618566027389e-14,,,-0.05494176129093368,0.09801958295068085,-0.05465164053039118,-0.35556188299546265
alpha-lipoic acid,710,0.24921457832352345,1.6350170446319557e-11,0.19468146054141106,1.7097105374277628e-07,,,-0.06718376831244499,0.07360928174283052,-0.054533117782112395,-0.31639834663596844
OF-1,840,0.16473689122899224,1.584666195029952e-06,0.11065483774373668,0.0013173393642456506,,,-0.05010826667433323,0.14677303365463537,-0.05408205348525556,-0.21484515790332548
Irinotecan,907,0.2863792516761186,1.3959326047844722e-18,0.23276708381314834,1.2642100706258836e-12,,,-0.06387057270845388,0.05449697798915907,-0.05361216786297027,-0.3502498243845725
741909,691,0.1295073375452675,0.0006435538773483415,0.0769295676396596,0.0432204275952405,,,-0.02520864786147535,0.5082519166554182,-0.052577769905607905,-0.15471598540674286
PBD-288,716,0.27375929743335836,8.960649317639671e-14,0.22125298090796794,2.173196669307447e-09,,,-0.053434903377634964,0.153193180959423,-0.05250631652539042,-0.3271942008109933
123829,691,0.0433662764244556,0.2549385620984566,-0.00880247202298318,0.8173341739805742,,,-0.034924525975554004,0.3593133290923124,-0.05216874844743878,-0.0782908024000096
Tamoxifen,899,0.2378467867869356,4.994342002658315e-13,0.18705619458393513,1.5978420572253547e-08,,,-0.05643385003381634,0.09082376850083554,-0.05079059220300047,-0.29428063682075195
Bleomycin (50 uM),707,0.11188018979551963,0.0028925822092202838,0.061474133681193546,0.10242330082224683,,,-0.040253617580649756,0.2851319681494001,-0.05040605611432608,-0.15213380737616938
AZD6738,900,0.2157212877864511,6.160349927395009e-11,0.16562483890154941,5.841471974616707e-07,,,-0.045218846135278545,0.1752986244638647,-0.050096448884901695,-0.26094013392172966
Vinblastine,716,0.2425785710047415,4.764427039350815e-11,0.19256202062120575,2.0773964870501808e-07,,,-0.05501661331585831,0.14137603214728187,-0.05001655038353575,-0.29759518432059984
Talazoparib,898,0.21166896973957158,1.4850269372237236e-10,0.16195321848655822,1.0679981738154153e-06,,,-0.05691625772716055,0.0882698494601389,-0.04971575125301336,-0.26858522746673213
VTP-A,713,0.1957398399736843,1.3751838023560693e-07,0.1460248076411963,9.103703052106448e-05,,,-0.04191841415009674,0.2636372741904597,-0.049715032332488,-0.23765825412378105
TAF1_5496,690,0.19126758163286645,4.151344499324414e-07,0.14223978078362767,0.00017779949738705634,,,-0.03014066219512073,0.42925068977568426,-0.04902780084923877,-0.22140824382798718
Entinostat,843,0.24216214314910667,1.0261246925751056e-12,0.19467134822086696,1.2094155370371493e-08,,,-0.048594213707655765,0.15864418256064577,-0.04749079492823971,-0.29075635685676243
GSK343,907,0.25252036564806235,1.1634971311128045e-14,0.20504731556793654,4.5722264045774296e-10,,,-0.049072831921038666,0.13974247415580676,-0.04747305008012581,-0.301593197569101
AGI-6780,839,0.23494006185825916,5.5130542467573836e-12,0.18766864015455217,4.337201781313405e-08,,,-0.03864749366767623,0.26348472414251894,-0.04727142170370699,-0.2735875555259354
ascorbate (vitamin C),706,0.18906470737828662,4.184217407625405e-07,0.14222848962010295,0.00014961922897220722,,,-0.0370563887631175,0.32550620356084636,-0.04683621775818367,-0.22612109614140413
AZD7762,903,0.21996692538909898,2.3432615216938886e-11,0.17464142280801337,1.2824533259080062e-07,,,-0.0364014333113666,0.27452179009609506,-0.045325502581085614,-0.2563683587004656
AGI-5198,900,0.21419830559461597,8.441342394505345e-11,0.16890409329723455,3.4554888892749717e-07,,,-0.04673485605126262,0.16125515511631927,-0.045294212297381425,-0.2609331616458786
BDP-00009066,718,0.20757452162448742,1.9812493428409105e-08,0.16232254539764598,1.237020327668201e-05,,,-0.057589918542143945,0.12313606964394565,-0.045251976226841434,-0.2651644401666314
BDF00022089a,691,0.2166875209965154,8.703830336953933e-09,0.1715983785677846,5.724738749126985e-06,,,-0.0317505910348304,0.4046626018938051,-0.0450891424287308,-0.2484381120313458
Lapatinib,908,0.11314865148828072,0.0006359707339033805,0.06915607559182255,0.03720504188636755,,,-0.04283154784595314,0.19723872069007364,-0.04399257589645818,-0.15598019933423385
GSK2276186C,691,0.22333131720112356,2.93528702345828e-09,0.18031230530473116,1.8384228432119103e-06,,,-0.0374573966289736,0.325508801065686,-0.0430190118963924,-0.26078871383009716
5-azacytidine,715,0.21822865122249302,3.716932606388697e-09,0.17559801499517586,2.3132152087230576e-06,,,-0.04056947029777215,0.27865101866828335,-0.042630636227317165,-0.25879812152026516
PLX-4720,903,0.10936057577567676,0.0009961710725006634,0.06686704112024991,0.04455653027343535,,,-0.03860186039471149,0.24653386350370035,-0.04249353465542685,-0.14796243617038823
N25720-51-A1,717,0.24748471176547993,1.8158394014050372e-11,0.20605065156941366,2.5825154924832928e-08,,,-0.05409796177057488,0.14786732753580373,-0.04143406019606627,-0.30158267353605483
Rucaparib,891,0.2616211662314347,2.0717772536448806e-15,0.22051166168665032,2.8322951391818175e-11,,,-0.0401720976921259,0.2309473090300601,-0.0411095045447844,-0.30179326392356065
AZ960,838,0.20128490291985193,4.14222937397144e-09,0.16149684799457306,2.615055630911634e-06,,,-0.02758952572350193,0.4250866228560839,-0.03978805492527887,-0.22887442864335386
Sinularin,691,0.16330183535922493,1.6038899905139852e-05,0.12690329002952913,0.0008276505546989262,,,-0.0011461038760293275,0.9760088670473073,-0.0363985453296958,-0.16444793923525425
Elephantin,691,0.2134426797124848,1.4616669064053364e-08,0.17965007315904885,2.0080899750522967e-06,,,-0.00432105747649836,0.9097277123508455,-0.03379260655343594,-0.21776373718898315
UNC0379,716,0.2500269791684205,1.1476315324365517e-11,0.21635625775313955,4.957464221631884e-09,,,-0.04249854070568874,0.2560780873186912,-0.033670721415280935,-0.29252551987410924
MIM1,718,0.20431634354482547,3.321329223978626e-08,0.17240224610691893,3.377890479421681e-06,,,-0.03345113078960617,0.37077144199271317,-0.03191409743790655,-0.23776747433443163
Pevonedistat,898,0.2350052156466931,9.846675924860213e-13,0.20314332601421325,8.087033838647502e-10,,,-0.03405620052469413,0.3080015293944864,-0.03186188963247985,-0.26906141617138724
Doramapimod,898,0.15678941465121585,2.3452962189394526e-06,0.1251106031370903,0.00017079790543763729,,,-0.038490442698317924,0.24921837197200095,-0.03167881151412555,-0.19527985734953376
Vorinostat,901,0.3041542082255652,9.709496741551136e-21,0.2725096775940012,8.322244589729848e-17,,,-0.034709368665677365,0.29800243792273445,-0.03164453063156403,-0.3388635768912426
Remodelin,356,0.20167349104541327,0.00012750779443458649,0.1710469026984112,0.0011958646921954447,,,-0.009172550172149886,0.8630741018656578,-0.030626588347002076,-0.21084604121756315
P22077,900,0.22196498184977184,1.6520992525632352e-11,0.193238872311365,5.087666885733712e-09,,,-0.03259748880348412,0.32865571588280873,-0.028726109538406847,-0.254562470653256
AZD8055,719,0.06231021497669698,0.09501585416522874,0.03366605842479561,0.3673690630617322,,,-0.01770142039327809,0.6355995540508815,-0.028644156551901376,-0.08001163536997508
GSK2830371,707,0.28898695245787537,4.568379886020864e-15,0.2612002874899429,1.7169120425271843e-12,,,-0.043967108575264306,0.2429850198989675,-0.027786664967932473,-0.3329540610331397
ABT737,899,0.22570137734495063,7.573466507794848e-12,0.19902960725973676,1.7485957468847733e-09,,,-0.045653811502180515,0.1714179427978754,-0.026671770085213875,-0.27135518884713117
SGC-CBP30,690,0.21687716210284,8.65373354119318e-09,0.19065167027281596,4.52863646651894e-07,,,-0.007955141226107798,0.8347691836749254,-0.02622549183002404,-0.2248323033289478
BDOCA000347a,691,0.17631210905291958,3.118144146895624e-06,0.15091488046428703,6.812782436488964e-05,,,-0.01708508396546671,0.6539127830704135,-0.025397228588632553,-0.1933971930183863
AZD1208,690,0.268136869962285,7.941049128860807e-13,0.24414584215540852,8.022660273398183e-11,,,-0.02598021949581732,0.4956676409546724,-0.023991027806876453,-0.2941170894581023
WEHI-539,905,0.13615001021563572,3.968279504501248e-05,0.11284691473230664,0.0006714590490431363,,,-0.013783920038932744,0.6787926433390791,-0.02330309548332908,-0.14993393025456847
BDILV000379a,691,0.21653809125986684,8.915714791754196e-09,0.19346824082584074,2.975919486963095e-07,,,-0.017159661304336916,0.6525010372266443,-0.023069850434026096,-0.23369775256420375
HKMTI-1-005,716,0.22073912623455647,2.3718057266632735e-09,0.1978724624992828,9.380943606049391e-08,,,-0.02766884129171126,0.4597760407188749,-0.022866663735273657,-0.24840796752626773
POMHEX,716,0.23811300976295283,1.0938119736194264e-10,0.2153796806354602,5.830226236148209e-09,,,-0.02266050743934025,0.5449317456979951,-0.022733329127492624,-0.2607735172022931
RO-3306,898,0.2431702876145142,1.4902982857586172e-13,0.22105858376332232,2.110118749682865e-11,,,-0.026245502702510918,0.4321431365438094,-0.022111703851191877,-0.2694157903170251
ICL-SIRT078,715,0.2257483889754675,1.0292265070371306e-09,0.20403999549579568,3.704557226513076e-08,,,-0.022770295757479457,0.5432674205032156,-0.021708393479671823,-0.24851868473294697
AZD1332,691,0.07956554836189562,0.03652275344121442,0.05928377964050775,0.11948623561174235,,,0.0005352630979792972,0.9887941411552064,-0.02028176872138787,-0.07903028526391633
TW 37,365,0.14242774965882984,0.006417429818937648,0.12323263980573661,0.01850952034821495,,,-0.010512483249963601,0.8413575261180227,-0.019195109853093237,-0.15294023290879344
THR-103,707,0.1970799858659154,1.2717058221343598e-07,0.17808644379517966,1.8886700233362922e-06,,,-0.027551142166737784,0.4645269925711104,-0.018993542070735753,-0.2246311280326532
Telomerase Inhibitor IX,900,0.18133541728652341,4.302126763621173e-08,0.16250461214561174,9.536230797152782e-07,,,-0.013771654862125345,0.6799033462390205,-0.018830805140911677,-0.19510707214864875
Bortezomib,899,0.12739541501610716,0.00012812255463450007,0.1449140305197642,1.2887632897662882e-05,,,0.021815099347373513,0.5135906196193583,0.017518615503657048,-0.10558031566873365
UMI-77,718,0.1349763163683783,0.0002866557781138524,0.11816359876240458,0.0015146746461649704,,,-0.010075891396592747,0.7875255539025516,-0.016812717605973734,-0.14505220776497105
Sepantronium bromide,900,0.0009000998766665145,0.9784872720776006,0.015636529592423367,0.6394466685793154,,,0.016973996264192923,0.6110685091206866,0.014736429715756852,0.016073896387526408
Wee1 Inhibitor,899,0.2616276767141252,1.5508287910667192e-15,0.2471828716721458,5.561314032522159e-14,,,-0.01503595928165668,0.6525472655275568,-0.01444480504197937,-0.27666363599578186
THR-102,707,0.19644703531599209,1.3975378991105225e-07,0.18286932919262336,9.824023381970382e-07,,,-0.019148180311312518,0.6112530053847871,-0.013577706123368727,-0.2155952156273046
MG-132,911,0.05987514276699093,0.07086562402082665,0.07090586489020828,0.03236354803839031,,,0.031244305985769955,0.3462053868455037,0.011030722123217353,-0.028630836781220973
Dasatinib,904,0.018685591940553116,0.5747404576479418,0.009291816112558849,0.780250406925902,,,0.00559604038299948,0.86656567051987,-0.009393775827994267,-0.013089551557553637
Navitoclax,909,0.1837664567153816,2.3988814629664203e-08,0.1829294315402398,2.7824839873984395e-08,,,-0.00742458425539509,0.823112524760595,-0.000837025175141809,-0.1911910409707767
