drug,n,rho_netith_raw,p_netith_raw,rho_netith_ctrl_ev,p_netith_ctrl_ev,rho_netith_ctrl_mad,p_netith_ctrl_mad,rho_netith_ctrl_shannon,p_netith_ctrl_shannon,fdr_netith_raw,fdr_netith_ctrl_ev,fdr_netith_ctrl_mad,fdr_netith_ctrl_shannon
Pevonedistat,898,0.2350052156466931,9.846675924860213e-13,0.2453443402699718,8.908242005134254e-14,0.15249866210710236,4.424342487391516e-06,0.18137785987164692,4.420462478697412e-08,2.9959035260744905e-12,2.997361427609879e-13,1.3606042488107243e-05,1.1679156779314373e-07
Picolinici-acid,839,0.29196795578000045,5.966546858238834e-18,0.3020345929980937,3.7101462388177823e-19,0.2100271782970245,8.091779938529155e-10,0.24981396195607342,2.1056158344670152e-13,7.419271310679595e-17,6.241775437069916e-18,1.780191586476414e-08,4.3014723475540455e-12
Pictilisib,909,0.11817324008626842,0.0003563082620326411,0.12289884553154935,0.00020373085226847514,0.09554890813668675,0.0039340846434513,0.09946051099276555,0.002681966996105225,0.0003980631364895912,0.00022849813234817213,0.005022983071549428,0.0031180591905938795
Piperlongumine,191,0.4014277349131993,8.646658626753246e-09,0.3995746073298429,1.0263590647532007e-08,0.2712713557453844,0.00014713263893828264,0.3259058969413061,4.209074544018792e-06,1.4142673101607139e-08,1.5866956352400833e-08,0.0002565849679045661,6.998809997612643e-06
Podophyllotoxin bromide,691,0.24497959439008488,6.673585999924932e-11,0.24887835521436893,3.243521482034103e-11,0.13023634573551668,0.0005992890176286986,0.17681245496890513,2.9206198989317426e-06,1.4350718766755868e-10,6.922739879565323e-11,0.0009020876791674094,5.124523258248334e-06
Pyridostatin,893,0.236027104385837,9.030888480183474e-13,0.24440562258105034,1.3019740005804414e-13,0.15016173148895928,6.587793974237622e-06,0.1823796409987951,4.052883773417008e-08,2.777240973475778e-12,4.0039200447957663e-13,1.7943895967923427e-05,1.0832941674740787e-07
RO-3306,898,0.2431702876145142,1.4902982857586172e-13,0.2445896235952497,1.0656613346216334e-13,0.1396181023262015,2.6852324763930063e-05,0.1813379233885519,4.4511471641442886e-08,5.68300412969286e-13,3.503208525307898e-13,5.5703503787106655e-05,1.1679156779314373e-07
RVX-208,839,0.24694524556574787,4.0202681846055235e-13,0.25193106920672126,1.2995969811215926e-13,0.1520388396070038,9.731609414632482e-06,0.19429341101038003,1.398551443246528e-08,1.321605403215149e-12,4.0039200447957663e-13,2.3993450798145604e-05,4.3009216426721184e-08
Rapamycin,893,0.14760262729709114,9.470312786741665e-06,0.15828187326305515,2.000997524152143e-06,0.06069601109285541,0.06984471151383978,0.09714500454658646,0.003663114053818306,1.1984555119504938e-05,2.577861675259067e-06,0.07653481798068267,0.004207432206393717
Refametinib,890,0.04233247675132061,0.2070603934577323,0.042784479995839814,0.20224772431456825,0.04559847962484432,0.17410584948027955,0.04826988556971748,0.15019470919210595,0.20999742031528879,0.20439169312355662,0.1823966042174357,0.15563654648167502
Remodelin,356,0.20167349104541327,0.00012750779443458649,0.21345069757607107,4.9051168683104345e-05,0.1486773915136556,0.00493857940048957,0.16862949009323622,0.0014060632143949561,0.00014875527944899916,5.8452642680699344e-05,0.006167832788384353,0.0016825693695270187
Ribociclib,901,0.3288607304194321,3.6336800636434185e-24,0.3326725909373915,1.0062208564968204e-24,0.23012287406700116,2.710344145524246e-12,0.2698372917338294,1.6974410735020658e-16,5.196162491010089e-22,1.4388958247904531e-22,2.5838614187331143e-10,1.618227156738636e-14
Romidepsin,691,0.11922950046354068,0.0016911902035401363,0.1198209194508507,0.0016028359062055964,0.06574541669379293,0.08417096030565953,0.077863632114913,0.04073734110757316,0.0018252090498584114,0.0017298530912256626,0.09188127728022376,0.04380029908558618
Rucaparib,891,0.2616211662314347,2.0717772536448806e-15,0.26591919768722305,6.903055090685253e-16,0.16520721906422514,7.101723539799268e-07,0.2004796457207401,1.567764319100388e-09,1.2803716400989971e-14,4.113070324866629e-15,3.5018843661768805e-06,7.231945084882435e-09
Ruxolitinib,844,0.2747009523218146,4.454557829960345e-16,0.2823994261978753,6.123621976210415e-17,0.1800731104703818,1.3883467805390746e-07,0.2225019732681422,6.293901400801224e-11,3.5388987204684956e-15,4.864877458878274e-16,9.453980457956556e-07,5.000155001747639e-10
SB216763,899,0.22047653377133547,2.3276367640193617e-11,0.22593714206909765,7.194563362589676e-12,0.13409980403863733,5.49767654074217e-05,0.17092783947849335,2.524919414305309e-07,5.404619316164937e-11,1.743767052288684e-11,0.00010623888450353112,5.309757003612636e-07
SB505124,230,0.2323366020726947,0.00038071108205556617,0.23513274270821258,0.00032178589720859794,0.2125772082483683,0.001180795751961973,0.21749782399108386,0.0008989353253977268,0.0004236706983186456,0.0003567083976808489,0.001679805451929925,0.0010893877248463976
SB590885,886,0.2482017246820899,6.626332961061959e-14,0.2606059502873571,3.201591128949447e-15,0.15509775716102459,3.51493980486673e-06,0.19801728115563472,2.7683932446404573e-09,2.748591611074462e-13,1.5519577336941388e-14,1.1593688893651368e-05,1.1817320417420459e-08
SCH772984,906,0.09485040247479541,0.0042701373935594075,0.09984133827220121,0.0026247254122506863,0.07158108301686175,0.03121130655570051,0.07823899399484867,0.018505726629587264,0.004556937666261159,0.0028010129399391654,0.035993684173106236,0.020278305808666505
SGC-CBP30,690,0.21687716210284,8.65373354119318e-09,0.21635213428847508,9.415720209930027e-09,0.1155001101798612,0.0023766934292205927,0.15574796875001426,3.976412816959608e-05,1.4142673101607139e-08,1.463530423934776e-08,0.0031469181516531925,5.714844551007275e-05
SGC0946,889,0.2100319831718575,2.5455514487284883e-10,0.22022079080382184,3.1677990895207646e-11,0.14243119587276007,2.0213664707011842e-05,0.1698191992627098,3.519576295844861e-07,5.020880788526535e-10,6.811958944382997e-11,4.4130596230575477e-05,7.039152591689722e-07
SL0101,191,0.325416781482502,4.359240900412343e-06,0.3254736153210251,4.3415340395205375e-06,0.23179594929732705,0.0012530828325292083,0.29052597134196745,4.560436685468491e-05,5.641370577004208e-06,5.4699503757835845e-06,0.0017567729907027134,6.488979562407903e-05
SN-38,900,0.27300427119868875,7.579234859673976e-17,0.2790934474404701,1.4476884057635452e-17,0.19066816954918053,8.162717268712668e-09,0.22413914091251966,1.0350064197175892e-11,7.225537232889191e-16,1.427720289821979e-16,1.0611532449326468e-07,1.1385070616893482e-10
Sabutoclax,838,0.25073646303960284,1.7646207906972818e-13,0.2522422551669817,1.2513162189482918e-13,0.15941169172219816,3.5267515166002416e-06,0.2014158165412399,4.045681582753976e-09,6.4702762325567e-13,3.9327081166946317e-13,1.1593688893651368e-05,1.585020455709092e-08
Sapitinib,908,0.11391868414726403,0.0005834597901786517,0.11789237197838363,0.00037087860614347785,0.11658149869501763,0.00043134317566199867,0.12744527807743886,0.00011776353565057479,0.0006442837837493992,0.0004064033768468761,0.0006815698797753127,0.00015812380843222717
Savolitinib,899,0.25701905854314744,4.979533246047751e-15,0.27080799998018096,1.4167749346327406e-16,0.17332165657957,1.7028682389398278e-07,0.2190110598842399,3.173262762097769e-11,2.5893572879448303e-14,9.882869056218629e-16,1.0822673696373128e-06,2.957947252249167e-10
Schweinfurthin A,690,0.22612620667038835,1.889212683413849e-09,0.22675146939205285,1.7003994872644224e-09,0.11969974823467935,0.001633341291239399,0.1616222676376132,1.99143708105427e-05,3.335276712693585e-09,2.8274084497536327e-09,0.0022302725737942237,2.9358299236160884e-05
Selumetinib,909,0.12098116477668973,0.0002562270325651929,0.1198132598272172,0.00029414402357711425,0.10217458789011981,0.0020398910155639623,0.11451726622049822,0.000541605141466707,0.0002907973464827189,0.00032861402634005733,0.0027262094880901554,0.0006793818879801675
Sepantronium bromide,900,0.0009000998766665145,0.9784872720776006,0.008671023050645741,0.7950380680677498,-0.02825769743748655,0.39715017831909416,-0.02406588979327958,0.4708616855535076,0.9784872720776006,0.7950380680677498,0.4056605392830747,0.4758531521848169
Serdemetan,891,0.2797534472044473,1.750092629551315e-17,0.28419854649007664,5.136480864243857e-18,0.18624424660097558,2.1362550982820372e-08,0.21992152423955716,3.206166602088258e-11,1.9251018925064462e-16,5.440864915458308e-17,2.407730750294515e-07,2.957947252249167e-10
Sinularin,691,0.16330183535922493,1.6038899905139852e-05,0.17123541865415723,5.9948979351226315e-06,0.09625017594178409,0.011360320573243456,0.11848787174634996,0.0018082978698664301,1.9772092124439645e-05,7.4870777705025e-06,0.013709078835222061,0.0021370793007512356
Sorafenib,900,0.2838517578416764,3.856948530023414e-18,0.2897361437071733,7.251135661692096e-19,0.1652680394255631,6.181081562254715e-07,0.2181596767403417,3.702035719169609e-11,5.0140330890304377e-17,1.0914867364441788e-17,3.2736839385274975e-06,3.308694424007838e-10
Staurosporine,910,0.062335396034627656,0.06015361498148927,0.06327728055130215,0.0563751576773201,0.01132400836131912,0.7329953450279373,0.034913304481073555,0.29276510882817,0.06210806456572539,0.05778958815667938,0.7381572840774298,0.29691780540729296
TAF1_5496,690,0.19126758163286645,4.151344499324414e-07,0.19321646383922528,3.146576318393511e-07,0.14287004794490588,0.00016627098903857442,0.16162646844458822,1.9904349953011706e-05,5.753298935484932e-07,4.3265424377910777e-07,0.0002882030476668624,2.9358299236160884e-05
THR-101,707,0.2925450581672727,2.035137780670978e-15,0.30761681961500176,5.827878436625653e-17,0.21036695579784404,1.6331208127140406e-08,0.24324652968901417,5.562095658022568e-11,1.2803716400989971e-14,4.762209236785534e-16,1.9461356351508982e-07,4.678703994689572e-10
THR-102,707,0.19644703531599209,1.3975378991105225e-07,0.21174956564447647,1.308638841992486e-08,0.10727095832041005,0.004297259912734804,0.1482098535323904,7.630611959252418e-05,1.9984791957280473e-07,2.0122081118809195e-08,0.005414168876837682,0.00010492091443972074
THR-103,707,0.1970799858659154,1.2717058221343598e-07,0.2111578383760771,1.4390329729858728e-08,0.08968056982391956,0.017072292651337174,0.12893321549949205,0.0005891659060363415,1.836908409749631e-07,2.189167182308296e-08,0.020255808566031246,0.0007358141883248632
TW 37,365,0.14242774965882984,0.006417429818937648,0.15109359537834724,0.0038113661571805716,0.08906774788203041,0.08928551199647089,0.10062484113685553,0.05476722409989089,0.006797721956356175,0.004037224892420902,0.09636096766411575,0.058012689231736275
Talazoparib,898,0.21166896973957158,1.4850269372237236e-10,0.21029207248630763,1.9622239787050056e-10,0.14774439779176435,8.762385475685375e-06,0.17323698178985025,1.7543503709027504e-07,2.9909697468027107e-10,3.644130246166439e-10,2.217736500925679e-05,3.8510293158039345e-07
Tamoxifen,899,0.2378467867869356,4.994342002658315e-13,0.2533064454194341,1.2532850813459328e-14,0.15921484979185815,1.604296520956751e-06,0.19579674851129647,3.2221603316017707e-09,1.6049233851239079e-12,5.120564760927668e-14,6.232519281205903e-06,1.3355621084610239e-08
Tanespimycin,892,0.037030814964820864,0.2692444975662283,0.04740307698040739,0.15719525749352561,0.03219112488015114,0.33688777883828125,0.03727846358370766,0.26605314861714047,0.27114058557725806,0.15999232613220046,0.34909385778169727,0.27078719040748106
Taselisib,908,0.11487103812402233,0.0005240909131169423,0.11811176989260788,0.0003615670004454103,0.11307999646770481,0.0006408595957022176,0.11065054166535025,0.0008380711963735484,0.000580968996711029,0.0003977237004899513,0.0009546137727647616,0.0010287054170078748
Telomerase Inhibitor IX,900,0.18133541728652341,4.302126763621173e-08,0.18572197414235495,1.9905936685234003e-08,0.08864300655515214,0.007794741692635953,0.12155654513153721,0.0002569911372092324,6.441928033485108e-08,2.996367311566802e-08,0.009486366485505883,0.0003356139965380843
Temozolomide,908,0.30062012170452895,2.021909955715374e-20,0.3076270373954424,2.355258249243445e-21,0.20716199620972353,2.9323881642776213e-10,0.24293578229302226,1.1556490214960032e-13,7.992958733706144e-19,8.797149594157158e-20,1.0483287687292497e-08,3.3051562014785686e-12
Temsirolimus,866,0.13961485264173587,3.74225055726853e-05,0.14649812937967963,1.5028207847938345e-05,0.05814844040757919,0.0872361434709769,0.09473870048831105,0.005267387235127065,4.535100251605083e-05,1.8367809591924643e-05,0.09486515982014979,0.005930995075772994
Teniposide,691,0.25252041379325396,1.6346774841294368e-11,0.24733621411105847,4.321169426341132e-11,0.15271284955131662,5.56011739757468e-05,0.19838362692122066,1.4579735539181474e-07,3.896790623039494e-11,8.827531828096883e-11,0.00010672440105411802,3.2833105229967727e-07
Topotecan,691,0.2602068602565786,3.7136818208914135e-12,0.2537922137531738,1.2835170513395468e-11,0.1835706198497248,1.1851505800785979e-06,0.2190229893627507,5.9631059798178966e-09,1.0212625007451386e-11,2.9844380218139055e-11,4.984603910330574e-06,2.244010934510419e-08
Tozasertib,233,0.36486568534814795,9.549855794632858e-09,0.36669474770703125,7.951738890350814e-09,0.3096769541937516,1.4311408800363904e-06,0.3514124004356356,3.54709340705387e-08,1.52584288115363e-08,1.2495589684836993e-08,5.764877347752221e-06,9.570459569975535e-08
Trametinib,908,0.0434044157248562,0.19130745276983918,0.04529078575085967,0.1727033335268938,0.04906660349699469,0.1395740573839702,0.04740238848620521,0.15351859615219104,0.19471149997214948,0.17515302620103412,0.14729955871518624,0.15850656498024057
Tretinoin,191,0.2944871176632681,3.545654357672757e-05,0.2838781344723064,6.900088050627134e-05,0.20965486359878754,0.0036040164947450733,0.24229815376136674,0.0007325158769914335,4.315136792742164e-05,8.022053587314473e-05,0.004643012240977887,0.0009030152621532327
ULK1_4989,689,0.13872950789599967,0.00025965065303796045,0.14585971814781168,0.00012190710702272962,0.03488419787473529,0.36056746188485544,0.07624508196841599,0.045433187000664975,0.0002935181295211727,0.0001383548913035741,0.3709435039534844,0.04848466970966486
UMI-77,718,0.1349763163683783,0.0002866557781138524,0.14593627629376052,8.685399063752232e-05,0.07850298031708687,0.03545618053023285,0.09692309819537621,0.00935773550790286,0.0003227698918919755,9.97600053105678e-05,0.04023995091923251,0.010373303702558984
UNC0379,716,0.2500269791684205,1.1476315324365517e-11,0.2613368165692796,1.207537798315453e-12,0.15756200509245086,2.2836160127830933e-05,0.19174530618863386,2.3430138201199818e-07,2.8786272314673953e-11,3.2580736822473544e-12,4.862695872639019e-05,4.963718167068999e-07
UNC0638,707,0.32654350119041564,4.979559376547145e-19,0.3433635168797114,5.404412790333685e-21,0.22600861043652604,1.21975293089147e-09,0.27173789544892935,1.9621297773304186e-13,1.0172528440660596e-17,1.545662058035434e-19,2.4381188644604996e-08,4.3014723475540455e-12
Ulixertinib,905,0.17068680803638647,2.395867916577035e-07,0.1813602208002,3.9297448922103117e-08,0.11716242990309234,0.0004125506090433606,0.13618510926197133,3.9499459027636806e-05,3.358912863436431e-07,5.7051118739703e-08,0.0006554970788133395,5.7054774151030945e-05
Uprosertib,909,0.12688073038315115,0.0001252302451426839,0.13133520933058598,7.142946704252986e-05,0.07093322635260091,0.032487408956943124,0.0949406070006236,0.0041706351489981695,0.00014678627094593278,8.237430473453041e-05,0.03731485526781419,0.004771206610453905
VE-822,840,0.25966430143547736,2.071521677986814e-14,0.2649592959821574,5.820485242848721e-15,0.1680478774569044,9.6762398231764e-07,0.21002422865435708,7.911196051191106e-10,9.712380326298833e-14,2.6423155229440225e-14,4.392705697505476e-06,4.2690605106427484e-09
VE821,895,0.26548337680841144,6.658946262165353e-16,0.2702365329919602,1.9230146304522516e-16,0.16388310671837253,8.251248032786888e-07,0.20246940898889643,9.830827444185148e-10,5.1471854891332185e-15,1.2790283356031255e-15,3.933094895628417e-06,5.0428209150702415e-09
VSP34_8731,691,0.1660284511049144,1.1495086116006783e-05,0.17139355713007035,5.875728142816941e-06,0.09402183460272072,0.013415478145487757,0.13611245580542422,0.000332961388189155,1.4293889692077999e-05,7.370430915989673e-06,0.016121120796678566,0.00042895025685629875
VTP-A,713,0.1957398399736843,1.3751838023560693e-07,0.20950596069620622,1.630697418419552e-08,0.11919406021387075,0.0014300498691350214,0.1486079768434471,6.79606166280369e-05,1.9763948114263104e-07,2.4676161993015443e-08,0.0019854090416146415,9.435308910494443e-05
VTP-B,713,0.24429508475467338,3.7870997338953316e-11,0.2476833051641004,1.9890178104577874e-11,0.16510217399912042,9.367624397049881e-06,0.19078736967784576,2.8562125565942355e-07,8.52842932200051e-11,4.4097604169839316e-11,2.329687458744579e-05,5.803234617259869e-07
VX-11e,897,0.1499494523166521,6.475396439614677e-06,0.15670739882756926,2.405249065792282e-06,0.10803806861773842,0.0011923094641320797,0.12556976165115022,0.00016292187794838905,8.230948363243544e-06,3.084758891554227e-06,0.001679805451929925,0.00021572063469092254
Veliparib,892,0.29882000598434855,7.418363996415881e-20,0.30795622292014263,4.7590522390724455e-21,0.2050835919339829,6.315766702280919e-10,0.24607375830390915,9.059789235138331e-14,2.121652102974942e-18,1.5123210448607993e-19,1.780191586476414e-08,3.3051562014785686e-12
Venetoclax,900,0.2851610763305469,2.6682371688173186e-18,0.28851681709895116,1.0285432715624288e-18,0.21213259111019478,1.2892600909139462e-10,0.23281877302729181,1.524268735970812e-12,4.016399106746069e-17,1.4007779793659743e-17,5.267548371448409e-09,2.0759088499412012e-11
Vinblastine,716,0.2425785710047415,4.764427039350815e-11,0.2566980342067413,3.0814511046847214e-12,0.11840433706682744,0.0015039521185093167,0.16579146059055364,8.218066938797753e-06,1.0645516666049478e-10,7.93959473819667e-12,0.0020679341629503104,1.3057595247200873e-05
Vinorelbine,899,0.27956832346094357,1.323592075237209e-17,0.2874986725331206,1.436789266968527e-18,0.16885038477959097,3.538236231597495e-07,0.2159586210199735,6.008931733834995e-11,1.5141893340713672e-16,1.867826047059085e-17,2.025834322888968e-06,4.910155645362311e-10
Vismodegib,892,0.28527611149363374,3.6431908065978105e-18,0.2898078923367792,1.0133130682959884e-18,0.1829045590086873,3.7655544738661186e-08,0.22226998677116439,1.903506798752089e-11,4.961678908033209e-17,1.4007779793659743e-17,3.474027675889387e-07,1.9698122257906804e-10
Vorinostat,901,0.3041542082255652,9.709496741551136e-21,0.30524320107493275,6.964188012783184e-21,0.19729111039470798,2.335050255771824e-09,0.23835716740781568,4.183361585868903e-13,5.553832136167249e-19,1.8106888833236278e-19,3.9283786655925983e-08,7.477758834740665e-12
WEHI-539,905,0.13615001021563572,3.968279504501248e-05,0.13736337194336362,3.3790535038694e-05,0.10330232162059164,0.0018601377511714618,0.10433337229629684,0.0016726768075436007,4.788725478005726e-05,4.060543286162388e-05,0.002509431117146406,0.001993273195656124
WIKI4,899,0.1277245772544434,0.00012302554509493305,0.13369769099213596,5.7904763944755566e-05,0.10087301488992555,0.0024615591799846655,0.1109640588858527,0.0008599530003399237,0.0001447954975191393,6.843290284380204e-05,0.0032293849792459375,0.0010510536670821288
WZ4003,840,0.17455756436324718,3.5663354566573463e-07,0.17838322981102378,1.9490428431244839e-07,0.1074154624044859,0.0018233994933815713,0.1393425606166837,5.071613818428963e-05,4.975472880995127e-07,2.6928804499207844e-07,0.0024715272753892386,7.110203686620997e-05
Wee1 Inhibitor,899,0.2616276767141252,1.5508287910667192e-15,0.26745242796376073,3.434323164167798e-16,0.14260274345907728,1.7730443513128422e-05,0.19063958716812296,8.363150785971189e-09,1.1182122051359582e-14,2.2323100567090685e-15,3.961645972464632e-05,2.9169038107167806e-08
Wnt-C59,840,0.24338514409135256,8.597738153082192e-13,0.25083623984727865,1.6146021148873149e-13,0.16558196855235258,1.3984840995402148e-06,0.20735166655767448,1.3054383686026998e-09,2.6727751215016378e-12,4.810168800601792e-13,5.713806463835735e-06,6.222589557006202e-09
XAV939,839,0.17968241460963505,1.609851966427416e-07,0.17951114826273057,1.6547314112166739e-07,0.11448898258971621,0.00089305599128168,0.15265394770047144,8.947558089546467e-06,2.2906351363096567e-07,2.306689881826397e-07,0.0012965178350586826,1.4138130461935301e-05
YK-4-279,900,0.2750669568727863,4.3461331324638157e-17,0.2829027525548386,5.031509718043501e-18,0.16405564286704882,7.482864565703524e-07,0.2100905803587412,1.9512831680415212e-10,4.2861864685677633e-16,5.440864915458308e-17,3.6272868911715385e-06,1.1873765660848407e-09
ZM447439,886,0.20969217830994508,2.9186742414650796e-10,0.2153346521725196,9.376462678711925e-11,0.1188771989273932,0.00039104452257572174,0.15464284779200255,3.7567019425030664e-06,5.640140763912248e-10,1.8367591274737058e-10,0.0006247973936126057,6.395337830689745e-06
Zoledronate,691,0.27197024610754944,3.4937766708767427e-13,0.27651283565782586,1.359155206303282e-13,0.17907207484736254,2.168353669128591e-06,0.2179602100608513,7.086618563954125e-09,1.174440057104349e-12,4.0917725158183015e-13,7.751864367134712e-06,2.5021887769023206e-08
alpha-lipoic acid,710,0.24921457832352345,1.6350170446319557e-11,0.26219988813397904,1.2585762631742004e-12,0.16973954562748111,5.4178035029623635e-06,0.20210998124697668,5.57092669889763e-08,3.896790623039494e-11,3.3640449651198255e-12,1.5811140835175876e-05,1.409986757420108e-07
ascorbate (vitamin C),706,0.18906470737828662,4.184217407625405e-07,0.19618180542491762,1.4835644368974613e-07,0.10842208634271727,0.003923493505510945,0.13685272864405532,0.0002653239556548567,5.753298935484932e-07,2.0798991615327152e-07,0.005022983071549428,0.0003449211423513137
glutathione,706,0.1744298919072788,3.1270637576666584e-06,0.17457778825059544,3.0666091297570293e-06,0.0981767606830342,0.009046088234509003,0.12795013264037683,0.0006551017741510692,4.065182884966656e-06,3.915402728171921e-06,0.010962632351989724,0.0008110783870441808
