,sample,netith_bulk
TCGA-BR-8362-01,TCGA-BR-8362-01,2.156624917097791
TCGA-BR-8363-01,TCGA-BR-8363-01,2.5125473888126844
TCGA-BR-8364-01,TCGA-BR-8364-01,2.391388183220183
TCGA-BR-8365-01,TCGA-BR-8365-01,2.8323049380314456
TCGA-BR-8366-01,TCGA-BR-8366-01,2.860875693650218
TCGA-BR-8367-01,TCGA-BR-8367-01,2.4255545746605405
TCGA-BR-8368-01,TCGA-BR-8368-01,2.514926393141107
TCGA-BR-8369-01,TCGA-BR-8369-01,2.361259809160308
TCGA-BR-8371-01,TCGA-BR-8371-01,2.6031523288466607
TCGA-BR-8372-01,TCGA-BR-8372-01,2.3825055589843473
TCGA-BR-8373-01,TCGA-BR-8373-01,2.253502536123544
TCGA-BR-8380-01,TCGA-BR-8380-01,1.9661120233941891
TCGA-BR-8381-01,TCGA-BR-8381-01,2.4830834310039935
TCGA-BR-8382-01,TCGA-BR-8382-01,2.448399900897721
TCGA-BR-8384-01,TCGA-BR-8384-01,2.5594389903601518
TCGA-BR-8483-01,TCGA-BR-8483-01,2.5226781642040104
TCGA-BR-8484-01,TCGA-BR-8484-01,2.2415237293586356
TCGA-BR-8485-01,TCGA-BR-8485-01,2.132916867343304
TCGA-BR-8486-01,TCGA-BR-8486-01,1.9951598926716834
TCGA-BR-8487-01,TCGA-BR-8487-01,2.78183971464162
TCGA-BR-8588-01,TCGA-BR-8588-01,2.157798393198429
TCGA-BR-8589-01,TCGA-BR-8589-01,3.0333659489683455
TCGA-BR-8590-01,TCGA-BR-8590-01,2.422932287216398
TCGA-BR-8591-01,TCGA-BR-8591-01,2.762513953149942
TCGA-BR-8592-01,TCGA-BR-8592-01,2.1140027148125866
TCGA-BR-8676-01,TCGA-BR-8676-01,2.955350743690619
TCGA-BR-8677-01,TCGA-BR-8677-01,2.25357311772412
TCGA-BR-8678-01,TCGA-BR-8678-01,3.3253084533687716
TCGA-BR-8679-01,TCGA-BR-8679-01,2.375990501632173
TCGA-BR-8680-01,TCGA-BR-8680-01,2.1127662676120362
TCGA-BR-8682-01,TCGA-BR-8682-01,2.350477408985909
TCGA-BR-8683-01,TCGA-BR-8683-01,2.242306709413065
TCGA-BR-8686-01,TCGA-BR-8686-01,2.7582790748591433
TCGA-BR-8687-01,TCGA-BR-8687-01,2.6626433563062286
TCGA-BR-8690-01,TCGA-BR-8690-01,1.9896115951924367
TCGA-BR-A44T-01,TCGA-BR-A44T-01,2.658385048116873
TCGA-BR-A44U-01,TCGA-BR-A44U-01,2.1935090674259734
TCGA-BR-A452-01,TCGA-BR-A452-01,2.2810776930597636
TCGA-BR-A453-01,TCGA-BR-A453-01,2.9418449715212454
TCGA-BR-A4CR-01,TCGA-BR-A4CR-01,2.612815329302001
TCGA-BR-A4CS-01,TCGA-BR-A4CS-01,2.817509203232764
TCGA-BR-A4IU-01,TCGA-BR-A4IU-01,2.475373930620006
TCGA-BR-A4IV-01,TCGA-BR-A4IV-01,2.705495625536991
TCGA-BR-A4IY-01,TCGA-BR-A4IY-01,2.880861426147261
TCGA-BR-A4IZ-01,TCGA-BR-A4IZ-01,2.922402587256701
TCGA-BR-A4J1-01,TCGA-BR-A4J1-01,2.37189154918737
TCGA-BR-A4J2-01,TCGA-BR-A4J2-01,2.6706360579772483
TCGA-BR-A4J4-01,TCGA-BR-A4J4-01,2.424286538654206
TCGA-BR-A4J5-01,TCGA-BR-A4J5-01,2.532148424491973
TCGA-BR-A4J6-01,TCGA-BR-A4J6-01,3.3190337992705996
TCGA-BR-A4J7-01,TCGA-BR-A4J7-01,2.4423019086676776
TCGA-BR-A4J8-01,TCGA-BR-A4J8-01,2.174449024925892
TCGA-BR-A4J9-01,TCGA-BR-A4J9-01,2.4933445308353757
TCGA-BR-A4PD-01,TCGA-BR-A4PD-01,2.503717713041918
TCGA-BR-A4PE-01,TCGA-BR-A4PE-01,2.933009458187239
TCGA-BR-A4PF-01,TCGA-BR-A4PF-01,2.395488671340914
TCGA-BR-A4QI-01,TCGA-BR-A4QI-01,2.14070865346967
TCGA-BR-A4QL-01,TCGA-BR-A4QL-01,2.512566352550822
TCGA-BR-A4QM-01,TCGA-BR-A4QM-01,2.074407827446943
TCGA-CD-5798-01,TCGA-CD-5798-01,2.686897548133832
TCGA-CD-5799-01,TCGA-CD-5799-01,2.576888625614049
TCGA-CD-5800-01,TCGA-CD-5800-01,2.0783529054526992
TCGA-CD-5801-01,TCGA-CD-5801-01,2.5218277752905314
TCGA-CD-5803-01,TCGA-CD-5803-01,2.3424058451102314
TCGA-CD-5804-01,TCGA-CD-5804-01,2.340519214908647
TCGA-CD-5813-01,TCGA-CD-5813-01,1.9328383128616697
TCGA-CD-8524-01,TCGA-CD-8524-01,2.970658457560708
TCGA-CD-8525-01,TCGA-CD-8525-01,2.7901247386751677
TCGA-CD-8526-01,TCGA-CD-8526-01,2.150872282649674
TCGA-CD-8527-01,TCGA-CD-8527-01,2.249630593332395
TCGA-CD-8528-01,TCGA-CD-8528-01,2.274110934629636
TCGA-CD-8529-01,TCGA-CD-8529-01,2.317861375737208
TCGA-CD-8530-01,TCGA-CD-8530-01,2.8049951883083137
TCGA-CD-8531-01,TCGA-CD-8531-01,3.0309161957032362
TCGA-CD-8532-01,TCGA-CD-8532-01,2.268687682445493
TCGA-CD-8533-01,TCGA-CD-8533-01,2.482300654544453
TCGA-CD-8534-01,TCGA-CD-8534-01,2.3781048116015957
TCGA-CD-8535-01,TCGA-CD-8535-01,2.4744354970585434
TCGA-CD-8536-01,TCGA-CD-8536-01,2.4558622623253665
TCGA-CD-A486-01,TCGA-CD-A486-01,2.614498196479865
TCGA-CD-A487-01,TCGA-CD-A487-01,2.458788945752419
TCGA-CD-A489-01,TCGA-CD-A489-01,3.0288680905933383
TCGA-CD-A48A-01,TCGA-CD-A48A-01,2.331236180263789
TCGA-CD-A48C-01,TCGA-CD-A48C-01,2.5665571097733197
TCGA-CD-A4MG-01,TCGA-CD-A4MG-01,2.3632535765267293
TCGA-CD-A4MH-01,TCGA-CD-A4MH-01,1.9919042858231382
TCGA-CD-A4MI-01,TCGA-CD-A4MI-01,2.9007677626351414
TCGA-CD-A4MJ-01,TCGA-CD-A4MJ-01,3.068104738697449
TCGA-CG-4437-01,TCGA-CG-4437-01,2.3278937752875057
TCGA-CG-4441-01,TCGA-CG-4441-01,2.52620752152301
TCGA-CG-5717-01,TCGA-CG-5717-01,3.0697516863416245
TCGA-CG-5718-01,TCGA-CG-5718-01,2.9908920895837836
TCGA-CG-5719-01,TCGA-CG-5719-01,2.8345531330961506
TCGA-CG-5720-01,TCGA-CG-5720-01,2.2047783345208
TCGA-CG-5720-11,TCGA-CG-5720-11,2.57139568062609
TCGA-CG-5721-01,TCGA-CG-5721-01,2.707233666177289
TCGA-CG-5721-11,TCGA-CG-5721-11,3.366530329552257
TCGA-CG-5722-01,TCGA-CG-5722-01,2.382599761986377
TCGA-CG-5722-11,TCGA-CG-5722-11,3.175042957025618
TCGA-CG-5723-01,TCGA-CG-5723-01,2.7524342391017425
TCGA-CG-5724-01,TCGA-CG-5724-01,2.6650912264642455
TCGA-CG-5725-01,TCGA-CG-5725-01,2.6085028378540707
TCGA-CG-5726-01,TCGA-CG-5726-01,2.796139591159945
TCGA-CG-5728-11,TCGA-CG-5728-11,3.2622849432395284
TCGA-CG-5730-11,TCGA-CG-5730-11,2.1084369345745704
TCGA-CG-5732-01,TCGA-CG-5732-01,2.0527524640523938
TCGA-CG-5733-11,TCGA-CG-5733-11,3.4192070681528364
TCGA-CG-5734-01,TCGA-CG-5734-01,2.3267372443554803
TCGA-CG-5734-11,TCGA-CG-5734-11,2.621310236383675
TCGA-D7-5577-01,TCGA-D7-5577-01,3.22556148366401
TCGA-D7-5578-01,TCGA-D7-5578-01,2.041237616169242
TCGA-D7-6518-01,TCGA-D7-6518-01,1.8477279356456893
TCGA-D7-6519-01,TCGA-D7-6519-01,2.667170659572938
TCGA-D7-6520-01,TCGA-D7-6520-01,1.9468716120535925
TCGA-D7-6521-01,TCGA-D7-6521-01,2.522623020276392
TCGA-D7-6522-01,TCGA-D7-6522-01,1.7780012884526977
TCGA-D7-6524-01,TCGA-D7-6524-01,2.0924220240997284
TCGA-D7-6525-01,TCGA-D7-6525-01,2.651905677991961
TCGA-D7-6526-01,TCGA-D7-6526-01,2.642151889080843
TCGA-D7-6527-01,TCGA-D7-6527-01,2.53927473993251
TCGA-D7-6528-01,TCGA-D7-6528-01,2.656026069809654
TCGA-D7-6815-01,TCGA-D7-6815-01,2.2873365046198266
TCGA-D7-6817-01,TCGA-D7-6817-01,2.5844416688489966
TCGA-D7-6818-01,TCGA-D7-6818-01,2.105943588275893
TCGA-D7-6820-01,TCGA-D7-6820-01,2.5707388214789786
TCGA-D7-6822-01,TCGA-D7-6822-01,2.305000103533489
TCGA-D7-8570-01,TCGA-D7-8570-01,2.509755546113798
TCGA-D7-8572-01,TCGA-D7-8572-01,2.0634698257773554
TCGA-D7-8573-01,TCGA-D7-8573-01,2.861026828073608
TCGA-D7-8574-01,TCGA-D7-8574-01,2.2810562389023064
TCGA-D7-8575-01,TCGA-D7-8575-01,2.6677209045014023
TCGA-D7-8576-01,TCGA-D7-8576-01,2.4090033980899044
TCGA-D7-8578-01,TCGA-D7-8578-01,1.8570468586837885
TCGA-D7-8579-01,TCGA-D7-8579-01,2.1871949024209743
TCGA-D7-A4YT-01,TCGA-D7-A4YT-01,2.3184441363319994
TCGA-D7-A4YU-01,TCGA-D7-A4YU-01,3.1953288285597092
TCGA-D7-A4YV-01,TCGA-D7-A4YV-01,2.4238532453177974
TCGA-D7-A4YX-01,TCGA-D7-A4YX-01,3.2524985059247524
TCGA-D7-A4YY-01,TCGA-D7-A4YY-01,2.157814679600108
TCGA-D7-A4Z0-01,TCGA-D7-A4Z0-01,2.2157768057048544
TCGA-D7-A6EV-01,TCGA-D7-A6EV-01,2.1773166085854077
TCGA-D7-A6EX-01,TCGA-D7-A6EX-01,2.7598395243843727
TCGA-D7-A6EY-01,TCGA-D7-A6EY-01,2.397022160163319
TCGA-D7-A6EZ-01,TCGA-D7-A6EZ-01,3.11380263340371
TCGA-D7-A6F0-01,TCGA-D7-A6F0-01,2.5613110647989883
TCGA-D7-A6F2-01,TCGA-D7-A6F2-01,2.3209596672995505
TCGA-D7-A747-01,TCGA-D7-A747-01,2.300619356696071
TCGA-D7-A748-01,TCGA-D7-A748-01,2.485978423159304
TCGA-D7-A74A-01,TCGA-D7-A74A-01,2.6009099385070766
TCGA-EQ-8122-01,TCGA-EQ-8122-01,2.355884290121269
TCGA-EQ-A4SO-01,TCGA-EQ-A4SO-01,2.3739460473835825
TCGA-F1-6177-01,TCGA-F1-6177-01,2.7399846218366957
TCGA-F1-6874-01,TCGA-F1-6874-01,2.215310546619258
TCGA-F1-6875-01,TCGA-F1-6875-01,1.8022577608405217
TCGA-F1-A448-01,TCGA-F1-A448-01,2.3820059960032824
TCGA-F1-A72C-01,TCGA-F1-A72C-01,2.0602510196182524
TCGA-FP-7735-01,TCGA-FP-7735-01,2.4567181864090037
TCGA-FP-7735-11,TCGA-FP-7735-11,2.9466285671962353
TCGA-FP-7829-01,TCGA-FP-7829-01,2.5765965356982647
TCGA-FP-7829-11,TCGA-FP-7829-11,2.4866030006929822
TCGA-FP-7916-01,TCGA-FP-7916-01,2.7455142280686387
TCGA-FP-7998-01,TCGA-FP-7998-01,2.8489099935744666
TCGA-FP-8099-01,TCGA-FP-8099-01,2.721074916401636
TCGA-FP-8209-01,TCGA-FP-8209-01,2.8655388158087773
TCGA-FP-8210-01,TCGA-FP-8210-01,2.4014921787197294
TCGA-FP-8211-01,TCGA-FP-8211-01,2.9903127235910665
TCGA-FP-8631-01,TCGA-FP-8631-01,3.1019595311300545
TCGA-FP-A4BE-01,TCGA-FP-A4BE-01,2.599053110549602
TCGA-FP-A4BF-01,TCGA-FP-A4BF-01,2.0083862205854146
TCGA-FP-A8CX-01,TCGA-FP-A8CX-01,2.2821267988495375
TCGA-FP-A9TM-01,TCGA-FP-A9TM-01,2.315326065662104
TCGA-HF-7132-01,TCGA-HF-7132-01,2.245048140258317
TCGA-HF-7133-01,TCGA-HF-7133-01,2.9889745455310748
TCGA-HF-7134-01,TCGA-HF-7134-01,2.5829577574663176
TCGA-HF-7136-01,TCGA-HF-7136-01,2.2433986267606945
TCGA-HF-A5NB-01,TCGA-HF-A5NB-01,2.691705119713665
TCGA-HJ-7597-01,TCGA-HJ-7597-01,2.441608550940618
TCGA-HU-8238-01,TCGA-HU-8238-01,2.6618677795433303
TCGA-HU-8238-11,TCGA-HU-8238-11,2.0346152654958445
TCGA-HU-8243-01,TCGA-HU-8243-01,1.8112514629674248
TCGA-HU-8244-01,TCGA-HU-8244-01,2.698619586761081
TCGA-HU-8249-01,TCGA-HU-8249-01,2.162498193090669
TCGA-HU-8602-01,TCGA-HU-8602-01,2.6783245153910333
TCGA-HU-8604-01,TCGA-HU-8604-01,2.242889795627366
TCGA-HU-8608-01,TCGA-HU-8608-01,2.9894055817586453
TCGA-HU-8610-01,TCGA-HU-8610-01,2.3190130274247394
TCGA-HU-A4G2-01,TCGA-HU-A4G2-01,3.068880063214926
TCGA-HU-A4G3-01,TCGA-HU-A4G3-01,2.6164638833647618
TCGA-HU-A4G3-11,TCGA-HU-A4G3-11,3.315591293698364
TCGA-HU-A4G6-01,TCGA-HU-A4G6-01,3.3915964140750265
TCGA-HU-A4G8-01,TCGA-HU-A4G8-01,2.6653862381370255
TCGA-HU-A4G9-01,TCGA-HU-A4G9-01,3.0272401394631165
TCGA-HU-A4GC-01,TCGA-HU-A4GC-01,2.1915778988881405
TCGA-HU-A4GC-11,TCGA-HU-A4GC-11,3.2261773781217107
TCGA-HU-A4GD-01,TCGA-HU-A4GD-01,2.2365047930618105
TCGA-HU-A4GF-01,TCGA-HU-A4GF-01,2.3956845332495464
TCGA-HU-A4GH-01,TCGA-HU-A4GH-01,2.9844400340868305
TCGA-HU-A4GH-11,TCGA-HU-A4GH-11,3.1886814518861892
TCGA-HU-A4GJ-01,TCGA-HU-A4GJ-01,3.0488056735780846
TCGA-HU-A4GN-01,TCGA-HU-A4GN-01,2.8000604723426585
TCGA-HU-A4GN-11,TCGA-HU-A4GN-11,2.796133701206003
TCGA-HU-A4GP-01,TCGA-HU-A4GP-01,2.668423477496896
TCGA-HU-A4GP-11,TCGA-HU-A4GP-11,3.2292553884200825
TCGA-HU-A4GQ-01,TCGA-HU-A4GQ-01,2.5281932826691165
TCGA-HU-A4GT-01,TCGA-HU-A4GT-01,2.361525112707031
TCGA-HU-A4GU-01,TCGA-HU-A4GU-01,2.6240092734243214
TCGA-HU-A4GX-01,TCGA-HU-A4GX-01,2.233880403915782
TCGA-HU-A4GY-01,TCGA-HU-A4GY-01,2.166342839977156
TCGA-HU-A4GY-11,TCGA-HU-A4GY-11,2.7977792040346134
TCGA-HU-A4H0-01,TCGA-HU-A4H0-01,3.357205950461403
TCGA-HU-A4H2-01,TCGA-HU-A4H2-01,2.658654257515372
TCGA-HU-A4H3-01,TCGA-HU-A4H3-01,2.8288961125785397
TCGA-HU-A4H4-01,TCGA-HU-A4H4-01,2.417498871401305
TCGA-HU-A4H5-01,TCGA-HU-A4H5-01,2.9369716726779496
TCGA-HU-A4H6-01,TCGA-HU-A4H6-01,2.5620495250189963
TCGA-HU-A4H8-01,TCGA-HU-A4H8-01,2.649197759010751
TCGA-HU-A4HB-01,TCGA-HU-A4HB-01,2.408625332178863
TCGA-HU-A4HB-11,TCGA-HU-A4HB-11,3.02726289572016
TCGA-HU-A4HD-01,TCGA-HU-A4HD-01,2.1055303610033795
TCGA-IN-7806-01,TCGA-IN-7806-01,2.225885083069938
TCGA-IN-7806-11,TCGA-IN-7806-11,3.246117706388873
TCGA-IN-7808-01,TCGA-IN-7808-01,2.30102897959845
TCGA-IN-8462-01,TCGA-IN-8462-01,2.6114137418359347
TCGA-IN-8462-11,TCGA-IN-8462-11,2.8977114215564908
TCGA-IN-8663-01,TCGA-IN-8663-01,2.6158350383069147
TCGA-IN-8663-11,TCGA-IN-8663-11,3.546738830841273
TCGA-IN-A6RI-01,TCGA-IN-A6RI-01,2.4240943154003096
TCGA-IN-A6RJ-01,TCGA-IN-A6RJ-01,2.885774907698217
TCGA-IN-A6RL-01,TCGA-IN-A6RL-01,2.766506123842058
TCGA-IN-A6RN-01,TCGA-IN-A6RN-01,2.970230258497485
TCGA-IN-A6RO-01,TCGA-IN-A6RO-01,2.7003072726260062
TCGA-IN-A6RR-01,TCGA-IN-A6RR-01,2.6919862886012944
TCGA-IN-A6RS-01,TCGA-IN-A6RS-01,2.2699183584435314
TCGA-IN-A7NR-01,TCGA-IN-A7NR-01,2.934096286605046
TCGA-IN-A7NT-01,TCGA-IN-A7NT-01,2.657723722057577
TCGA-IN-A7NU-01,TCGA-IN-A7NU-01,2.886682380607909
TCGA-IN-AB1V-01,TCGA-IN-AB1V-01,3.0502506737729354
TCGA-IN-AB1V-11,TCGA-IN-AB1V-11,3.175710040391551
TCGA-IN-AB1X-01,TCGA-IN-AB1X-01,2.7204964979843704
TCGA-IN-AB1X-11,TCGA-IN-AB1X-11,3.0728568440641832
TCGA-IP-7968-01,TCGA-IP-7968-01,2.1355327259275616
TCGA-IP-7968-11,TCGA-IP-7968-11,3.1870916906026494
TCGA-KB-A6F7-01,TCGA-KB-A6F7-01,2.663987011451508
TCGA-KB-A93G-01,TCGA-KB-A93G-01,2.353862129194596
TCGA-KB-A93H-01,TCGA-KB-A93H-01,2.738434711409278
TCGA-KB-A93J-01,TCGA-KB-A93J-01,2.0109034265858874
TCGA-MX-A5UG-01,TCGA-MX-A5UG-01,2.3154162913294516
TCGA-MX-A5UJ-01,TCGA-MX-A5UJ-01,2.2687733821358944
TCGA-MX-A663-01,TCGA-MX-A663-01,2.4762475122414216
TCGA-MX-A666-01,TCGA-MX-A666-01,2.0502481920272047
TCGA-R5-A7O7-01,TCGA-R5-A7O7-01,2.149035199796195
TCGA-R5-A7ZE-01,TCGA-R5-A7ZE-01,2.9530598957845413
TCGA-R5-A7ZF-01,TCGA-R5-A7ZF-01,2.495969115295187
TCGA-R5-A7ZI-01,TCGA-R5-A7ZI-01,3.0945680748410536
TCGA-R5-A7ZR-01,TCGA-R5-A7ZR-01,2.26771010527398
TCGA-R5-A805-01,TCGA-R5-A805-01,2.870177809660037
TCGA-RD-A7BS-01,TCGA-RD-A7BS-01,2.967466592694589
TCGA-RD-A7BT-01,TCGA-RD-A7BT-01,2.069716349981597
TCGA-RD-A7BW-01,TCGA-RD-A7BW-01,2.847304877411579
TCGA-RD-A7C1-01,TCGA-RD-A7C1-01,1.8432910417646469
TCGA-RD-A8MV-01,TCGA-RD-A8MV-01,2.4838394103256367
TCGA-RD-A8MW-01,TCGA-RD-A8MW-01,2.6866821371845067
TCGA-RD-A8N0-01,TCGA-RD-A8N0-01,3.24719295248414
TCGA-RD-A8N1-01,TCGA-RD-A8N1-01,2.5486489572666318
TCGA-RD-A8N2-01,TCGA-RD-A8N2-01,3.1084434515504267
TCGA-RD-A8N4-01,TCGA-RD-A8N4-01,3.462510737078979
TCGA-RD-A8N5-01,TCGA-RD-A8N5-01,2.2861033401899906
TCGA-RD-A8N6-01,TCGA-RD-A8N6-01,2.206038700915176
TCGA-RD-A8N9-01,TCGA-RD-A8N9-01,2.8427959404954466
TCGA-RD-A8NB-01,TCGA-RD-A8NB-01,2.2913666945515514
TCGA-SW-A7EA-01,TCGA-SW-A7EA-01,3.314960358177238
TCGA-SW-A7EB-01,TCGA-SW-A7EB-01,2.2944287598194806
TCGA-VQ-A8DT-01,TCGA-VQ-A8DT-01,2.374685448694142
TCGA-VQ-A8DU-01,TCGA-VQ-A8DU-01,2.5349890938669826
TCGA-VQ-A8DV-01,TCGA-VQ-A8DV-01,2.783929371288588
TCGA-VQ-A8DZ-01,TCGA-VQ-A8DZ-01,2.4462352552623505
TCGA-VQ-A8E0-01,TCGA-VQ-A8E0-01,2.5149099705561007
TCGA-VQ-A8E2-01,TCGA-VQ-A8E2-01,1.7300257673896073
TCGA-VQ-A8E3-01,TCGA-VQ-A8E3-01,2.702619621256775
TCGA-VQ-A8E7-01,TCGA-VQ-A8E7-01,1.9304782751182876
TCGA-VQ-A8P2-01,TCGA-VQ-A8P2-01,2.5968415346488585
TCGA-VQ-A8P3-01,TCGA-VQ-A8P3-01,2.569501774816586
TCGA-VQ-A8P5-01,TCGA-VQ-A8P5-01,2.7126422791427194
TCGA-VQ-A8P8-01,TCGA-VQ-A8P8-01,2.6815082389105425
TCGA-VQ-A8PB-01,TCGA-VQ-A8PB-01,2.613649469228233
TCGA-VQ-A8PC-01,TCGA-VQ-A8PC-01,2.138658074701995
TCGA-VQ-A8PD-01,TCGA-VQ-A8PD-01,2.525117835980386
TCGA-VQ-A8PE-01,TCGA-VQ-A8PE-01,2.4241805349775998
TCGA-VQ-A8PF-01,TCGA-VQ-A8PF-01,2.7812782564096055
TCGA-VQ-A8PH-01,TCGA-VQ-A8PH-01,2.346117286275997
TCGA-VQ-A8PJ-01,TCGA-VQ-A8PJ-01,2.565844543372079
TCGA-VQ-A8PK-01,TCGA-VQ-A8PK-01,2.7711700306691034
TCGA-VQ-A8PM-01,TCGA-VQ-A8PM-01,2.65736180503807
TCGA-VQ-A8PO-01,TCGA-VQ-A8PO-01,2.2324644264029745
TCGA-VQ-A8PP-01,TCGA-VQ-A8PP-01,3.0072290377535387
TCGA-VQ-A8PQ-01,TCGA-VQ-A8PQ-01,2.3641740443721604
TCGA-VQ-A8PU-01,TCGA-VQ-A8PU-01,2.560891948255612
TCGA-VQ-A8PX-01,TCGA-VQ-A8PX-01,2.7252658559850875
TCGA-VQ-A91A-01,TCGA-VQ-A91A-01,2.0704445102690667
TCGA-VQ-A91D-01,TCGA-VQ-A91D-01,2.8127712862365937
TCGA-VQ-A91E-01,TCGA-VQ-A91E-01,2.633360432782215
TCGA-VQ-A91K-01,TCGA-VQ-A91K-01,2.661792466782584
TCGA-VQ-A91N-01,TCGA-VQ-A91N-01,2.069635234829867
TCGA-VQ-A91Q-01,TCGA-VQ-A91Q-01,2.3610029974486855
TCGA-VQ-A91S-01,TCGA-VQ-A91S-01,2.102619862636653
TCGA-VQ-A91U-01,TCGA-VQ-A91U-01,2.4173407956902
TCGA-VQ-A91V-01,TCGA-VQ-A91V-01,2.6378642872606974
TCGA-VQ-A91W-01,TCGA-VQ-A91W-01,2.4386427498310406
TCGA-VQ-A91X-01,TCGA-VQ-A91X-01,2.198364010922645
TCGA-VQ-A91Y-01,TCGA-VQ-A91Y-01,3.285654493517716
TCGA-VQ-A91Z-01,TCGA-VQ-A91Z-01,2.447913140348888
TCGA-VQ-A922-01,TCGA-VQ-A922-01,2.083670259536032
TCGA-VQ-A923-01,TCGA-VQ-A923-01,2.6904317649694534
TCGA-VQ-A924-01,TCGA-VQ-A924-01,2.853330167680623
TCGA-VQ-A925-01,TCGA-VQ-A925-01,2.2213286895032995
TCGA-VQ-A927-01,TCGA-VQ-A927-01,2.6008939152921333
TCGA-VQ-A928-01,TCGA-VQ-A928-01,2.7885131749360745
TCGA-VQ-A92D-01,TCGA-VQ-A92D-01,2.5590723227138397
TCGA-VQ-A94O-01,TCGA-VQ-A94O-01,2.297225972599818
TCGA-VQ-A94P-01,TCGA-VQ-A94P-01,2.9257076661333494
TCGA-VQ-A94R-01,TCGA-VQ-A94R-01,1.8145330879312782
TCGA-VQ-A94T-01,TCGA-VQ-A94T-01,2.5400186403403664
TCGA-VQ-A94U-01,TCGA-VQ-A94U-01,2.3966995454198017
TCGA-VQ-AA64-01,TCGA-VQ-AA64-01,2.2421438348847835
TCGA-VQ-AA68-01,TCGA-VQ-AA68-01,3.0890024447881874
TCGA-VQ-AA69-01,TCGA-VQ-AA69-01,3.066025232084527
TCGA-VQ-AA6A-01,TCGA-VQ-AA6A-01,2.4572390219676623
TCGA-VQ-AA6B-01,TCGA-VQ-AA6B-01,2.1657404164892506
TCGA-VQ-AA6D-01,TCGA-VQ-AA6D-01,2.6062965862501843
TCGA-VQ-AA6F-01,TCGA-VQ-AA6F-01,2.6689130906898875
TCGA-VQ-AA6G-01,TCGA-VQ-AA6G-01,2.843954133194881
TCGA-VQ-AA6I-01,TCGA-VQ-AA6I-01,2.6621115448651764
TCGA-VQ-AA6J-01,TCGA-VQ-AA6J-01,2.722747005064991
TCGA-VQ-AA6K-01,TCGA-VQ-AA6K-01,3.0000812756703126
TCGA-ZA-A8F6-01,TCGA-ZA-A8F6-01,2.4181366899695247
TCGA-ZQ-A9CR-01,TCGA-ZQ-A9CR-01,2.5798856912848365
TCGA-AB-2803-03,TCGA-AB-2803-03,3.144746240448551
TCGA-AB-2805-03,TCGA-AB-2805-03,3.0600897519137895
TCGA-AB-2806-03,TCGA-AB-2806-03,2.8862174397828686
TCGA-AB-2807-03,TCGA-AB-2807-03,2.9622327937652666
TCGA-AB-2808-03,TCGA-AB-2808-03,2.9195365220367995
TCGA-AB-2810-03,TCGA-AB-2810-03,2.787458015595752
TCGA-AB-2811-03,TCGA-AB-2811-03,2.7285049808464197
TCGA-AB-2812-03,TCGA-AB-2812-03,2.8128412910865905
TCGA-AB-2813-03,TCGA-AB-2813-03,2.64598377175033
TCGA-AB-2814-03,TCGA-AB-2814-03,3.205169872851201
TCGA-AB-2815-03,TCGA-AB-2815-03,3.236881286428023
TCGA-AB-2816-03,TCGA-AB-2816-03,2.846020773153609
TCGA-AB-2817-03,TCGA-AB-2817-03,3.2152694823352714
TCGA-AB-2818-03,TCGA-AB-2818-03,2.6791285538339453
TCGA-AB-2819-03,TCGA-AB-2819-03,2.780443413652139
TCGA-AB-2820-03,TCGA-AB-2820-03,3.1844399384125524
TCGA-AB-2821-03,TCGA-AB-2821-03,3.1591985085138576
TCGA-AB-2822-03,TCGA-AB-2822-03,3.074347057484302
TCGA-AB-2823-03,TCGA-AB-2823-03,2.898991578879981
TCGA-AB-2824-03,TCGA-AB-2824-03,2.8826304192565946
TCGA-AB-2825-03,TCGA-AB-2825-03,3.0168034355262
TCGA-AB-2826-03,TCGA-AB-2826-03,3.35048393519651
TCGA-AB-2828-03,TCGA-AB-2828-03,3.165875883961727
TCGA-AB-2830-03,TCGA-AB-2830-03,3.175541656105565
TCGA-AB-2832-03,TCGA-AB-2832-03,2.8175611887631566
TCGA-AB-2833-03,TCGA-AB-2833-03,3.323240302671169
TCGA-AB-2834-03,TCGA-AB-2834-03,2.8219669437888633
TCGA-AB-2835-03,TCGA-AB-2835-03,3.140940520162573
TCGA-AB-2836-03,TCGA-AB-2836-03,2.584856830642907
TCGA-AB-2837-03,TCGA-AB-2837-03,2.764145876974978
TCGA-AB-2838-03,TCGA-AB-2838-03,3.035016702927735
TCGA-AB-2839-03,TCGA-AB-2839-03,2.9487343493830864
TCGA-AB-2840-03,TCGA-AB-2840-03,3.293428351030741
TCGA-AB-2841-03,TCGA-AB-2841-03,3.057649037262453
TCGA-AB-2842-03,TCGA-AB-2842-03,2.8415932443623984
TCGA-AB-2843-03,TCGA-AB-2843-03,2.6857975249732853
TCGA-AB-2844-03,TCGA-AB-2844-03,2.8255086052234804
TCGA-AB-2845-03,TCGA-AB-2845-03,2.5520754474238387
TCGA-AB-2846-03,TCGA-AB-2846-03,3.0071349025100154
TCGA-AB-2847-03,TCGA-AB-2847-03,2.8757704428486277
TCGA-AB-2848-03,TCGA-AB-2848-03,2.860095356248607
TCGA-AB-2849-03,TCGA-AB-2849-03,2.6324138668421804
TCGA-AB-2851-03,TCGA-AB-2851-03,2.7234972513389044
TCGA-AB-2853-03,TCGA-AB-2853-03,2.8994314996874744
