cell_line,NetITH
TGBC1TKB,6.045636242157482
NOS-1,5.778482159439737
SJSA-1,5.971873792339089
MN-60,5.361368319670824
KM12,5.851618750912103
NCC010,5.731254267694722
22RV1,5.474759844061047
KARPAS-1106P,5.41114374265042
LB771-HNC,5.698196998398425
CP50-MEL-B,5.998025068776989
DOV13,5.946208441663036
NCI-H720,5.6450326853286645
VMRC-RCZ,5.799617797585596
NCI-H345,5.951130473514878
LB1047-RCC,5.836411645034098
KU-19-19,6.042565573019866
ACN,5.77080777463179
OV-56,5.814314262473655
OVTOKO,5.488700457750259
FLO-1,5.945167029202288
KMS-11,5.5737327142153426
Hs-445,5.405371059800804
NCI-H1876,5.845615546554524
U-2-OS,5.797707292491432
NCI-H2122,5.606900417146952
OCI-LY7,5.548008177698454
COLO-829,5.271110856800618
MFE-296,5.646328805070282
D-566MG,5.715799643015952
JHU-028,5.731781478786757
K5,5.815902815513008
LC-1-sq,5.835740328856077
NCI-H226,5.7304691321127015
SU8686,5.8458313156427915
SW1271,6.045149530202124
NCI-H716,5.731212294435923
LB831-BLC,5.6496547742904575
HC-1,5.49396545620064
JURKAT,5.625038421316432
MOG-G-UVW,5.838682052030274
MET-2B,5.594442287710729
JIMT-1,5.64473678253156
PEO1,6.209401395005007
PL4,5.478955060442705
TT,5.671741817136501
